 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.99613947	0.0037576486	6.3431005e-05	2.7745675e-05	1.139659e-05	9.037922e-08	2.5731312e-08	2.9824317e-08	2.524927e-08	2.4286665e-08	2.3543528e-08	2.331473e-08	2.3455543e-08	2.3292372e-08	2.3308461e-08	2.4649182e-08	2.3205812e-08
ì	0.9434236	0.05657467	5.8567605e-07	9.568538e-07	1.0822238e-07	1.5533846e-08	4.0973624e-09	1.1046053e-08	5.004798e-10	1.4412369e-09	1.9983648e-10	6.068013e-11	2.1609865e-10	1.15221395e-10	1.3773424e-10	1.8241533e-10	1.2090492e-10
n	0.90396196	0.09596351	7.250195e-05	1.9106328e-06	9.699264e-08	1.0749297e-08	5.135159e-09	6.590708e-09	4.9449476e-09	5.040545e-09	2.9639693e-09	3.9790324e-10	3.0219902e-09	5.284267e-10	3.5554384e-10	7.631088e-10	1.0583239e-10
o	0.3952718	0.60464644	6.544928e-05	1.613954e-05	1.7358433e-07	7.650077e-10	1.1578585e-10	2.3085385e-10	5.6951777e-11	1.0847385e-10	2.6253928e-11	2.9732012e-11	1.0526489e-10	4.4227625e-11	4.27666e-11	7.5962604e-11	5.8663395e-12
ì	0.21618316	0.7837941	2.2141558e-05	5.611746e-07	7.0645028e-09	3.2309105e-10	2.5908858e-10	8.6715346e-10	2.1897699e-10	2.356483e-10	2.0517459e-10	2.0106727e-10	2.0737585e-10	2.0160336e-10	2.0113707e-10	2.0251444e-10	1.1886853e-10
t	0.15737772	0.81267613	0.023808673	0.0061298655	7.422756e-06	8.18602e-08	3.2420875e-08	6.9125528e-09	4.1651706e-08	5.3252185e-09	7.3536035e-09	7.2324574e-10	4.181598e-09	9.335177e-10	4.665949e-10	1.4931604e-09	2.75464e-10
s	0.17465733	0.60116184	0.11703166	0.10709024	5.8094647e-05	7.728365e-07	3.1906697e-09	2.7696563e-08	1.7714671e-09	1.2073652e-09	5.033479e-10	1.0833651e-10	3.382994e-10	1.0544831e-10	1.6430575e-10	4.1207862e-10	1.0049998e-10
e	0.33509964	0.65940434	0.0053433683	0.000114410876	3.7314014e-05	6.897611e-07	7.7926956e-08	1.2715846e-07	4.16641e-08	3.101247e-09	2.216278e-08	5.464109e-09	4.7721564e-09	9.985903e-10	8.360947e-10	1.3412101e-09	2.2206721e-10
r	0.17169626	0.6774346	0.12042813	0.02987506	0.0005656063	3.3953987e-07	1.543145e-08	3.6377127e-08	7.712471e-09	1.3757115e-09	1.4474202e-09	6.6068956e-10	5.0485516e-10	3.9986878e-10	3.9752276e-10	4.0097392e-10	2.8497643e-10
e	0.057334453	0.31789634	0.44061518	0.1835477	0.00059995335	6.3920875e-06	2.233002e-08	9.602135e-09	8.359061e-09	8.3818386e-10	1.7559272e-10	1.2904589e-11	1.46928e-10	1.4935903e-11	2.0522908e-11	8.103509e-11	3.3499275e-12
k	0.099389546	0.21243034	0.561295	0.10662875	0.02025133	4.7807207e-06	1.7859404e-07	1.0813727e-07	1.3048081e-08	2.6904676e-09	1.6629577e-09	5.5528454e-10	4.1839435e-10	2.8813993e-10	2.682621e-10	2.7633246e-10	3.0009398e-10
