 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.9947206	0.0036417823	0.0009230362	0.00057073584	9.580257e-05	1.936091e-05	2.1459942e-05	2.1666478e-06	5.137382e-06
a	0.9537449	0.045943517	0.00030109027	1.0419596e-05	8.390148e-08	3.0279953e-08	5.4368443e-09	6.55577e-10	4.2122097e-10
r	0.6562445	0.3437537	1.6508385e-06	1.5534073e-07	3.5815273e-09	3.5705323e-09	9.437701e-10	6.735667e-10	6.958062e-10
ì	0.07062678	0.84038913	0.043464582	0.03187029	0.013312011	0.00019480444	6.782831e-05	7.401336e-05	4.7235247e-07
s	0.16168271	0.7718408	0.06392082	0.0025467612	8.777247e-06	8.104298e-08	4.6488584e-08	3.063187e-08	2.4543972e-08
a	0.038957924	0.7706899	0.026553344	0.1471507	0.016236166	0.00012033923	0.00029114864	4.5247012e-07	3.1342e-08
e	0.20342454	0.6027897	0.1176616	0.074755356	0.0013673704	7.1375456e-07	7.3365254e-07	2.7403809e-08	1.9608093e-08
N	0.091577575	0.11860985	0.47085232	0.27070728	0.048079465	0.0001154391	5.283025e-05	1.4224786e-06	3.7917498e-06
ì	0.014467814	0.34980333	0.04424265	0.47732407	0.07706963	0.014232669	0.01748694	0.005346056	2.6912156e-05
c	0.024470791	0.043876443	0.32898957	0.25978082	0.29939762	0.036081366	0.007329581	6.883836e-05	5.0257063e-06
h	0.031657632	0.06736738	0.30093908	0.39865154	0.1782684	0.0023841227	0.019890955	0.0008016488	3.921948e-05
o	0.00014071964	0.11050528	0.018186357	0.8604424	0.010391267	4.108391e-06	0.00031748743	1.0206595e-05	2.074187e-06
e	0.0188476	0.041233018	0.12757592	0.11529077	0.2815814	0.25640744	0.1577315	0.0011512594	0.00018109451
n	0.028732803	0.030112594	0.05298854	0.050152697	0.25203815	0.21052533	0.3267334	0.039353535	0.0093629565
è	0.049935862	0.06469847	0.07507216	0.09992935	0.3659321	0.046580087	0.22517093	0.048768822	0.023912229
c	0.026802804	0.02788123	0.045982268	0.043372422	0.2118184	0.25236174	0.33149052	0.052986357	0.0073041716
h	0.05102784	0.052366965	0.06989817	0.07132575	0.1771133	0.1428942	0.42079577	0.010802412	0.0037755317
u	0.0001611313	0.30757585	0.051813554	0.28285795	0.023767551	0.01937647	0.29637697	0.012827014	0.0052435324
n	0.017510915	0.02047271	0.028096432	0.02709174	0.10191358	0.25633624	0.27573514	0.14586356	0.12697971
f	0.034991648	0.037576374	0.02349404	0.037239384	0.07311562	0.051177368	0.4550309	0.20057282	0.0868019
a	0.00024132163	0.11799579	0.015467361	0.10863018	0.01636231	0.0104771	0.56291354	0.16085841	0.007053945
m	0.012518063	0.01645963	0.018711612	0.018462036	0.04034424	0.10904844	0.12507217	0.33033684	0.32904696
è	0.011952057	0.043353964	0.026304336	0.045479584	0.05904781	0.06890381	0.17455293	0.4080098	0.16239566
n	0.016010566	0.016203446	0.017575797	0.017398916	0.030107016	0.07356277	0.08381721	0.35214886	0.39317548
a	0.022309968	0.040943246	0.023836624	0.035536252	0.034678318	0.026433129	0.19184469	0.4940295	0.13038826
m	0.0104610305	0.024364745	0.024611922	0.02481885	0.028165957	0.03713678	0.041918006	0.3027308	0.5057919
a	0.023871362	0.04470836	0.03330646	0.045059226	0.040618643	0.0423773	0.061467737	0.43565795	0.2729329
i	0.01671748	0.025175301	0.025481079	0.025547344	0.028579032	0.03766808	0.040952694	0.2828825	0.5169965
</S>	0.035639826	0.036328785	0.036551755	0.036531236	0.038448617	0.044287868	0.045642354	0.23208052	0.4944891
