 	è	possibile	che	è	entrato	da	qui	</S>
i	0.94345206	0.05591644	0.0002574871	4.007992e-05	0.00032243386	1.0960941e-05	2.4085836e-07	1.5477568e-07
s	0.32450092	0.67546713	1.8212624e-05	1.8882652e-06	1.0792866e-05	1.0322317e-06	9.951159e-09	1.1120796e-08
o	0.26245466	0.6001975	0.13283537	0.0040592575	0.00044293236	1.0329572e-05	2.0514026e-09	1.04354525e-10
g	0.20332	0.7957557	0.0009165893	7.668615e-06	8.4795225e-08	2.5664773e-08	9.534047e-10	2.1931976e-09
g	0.18879943	0.625783	0.15160857	0.030295504	0.0033997819	0.00011232287	1.2393374e-06	3.215976e-08
è	0.035915114	0.8245207	0.047950406	0.052612256	0.038528584	0.00047277985	1.06548e-07	1.657123e-08
s	0.11206155	0.387642	0.41739666	0.05684517	0.026017873	3.6172136e-05	1.5220361e-07	3.6458616e-07
t	0.060090095	0.23737246	0.54261607	0.13289164	0.026042242	0.00096529117	2.1945174e-05	3.1170902e-07
e	0.08304417	0.6610872	0.23335631	0.0020622036	0.020429842	1.8205037e-05	1.9848535e-06	2.8309957e-08
k	0.09495415	0.11525044	0.3839164	0.36988038	0.034220982	0.0017752671	2.1414708e-06	2.6212598e-07
a	0.057770856	0.09011616	0.38380405	0.26394224	0.20164101	0.0010823186	0.0016333206	1.0019395e-05
m	0.051714543	0.055879653	0.11858186	0.26155353	0.4147575	0.09730255	0.00018041422	2.9982773e-05
b	0.039497815	0.08172079	0.17616439	0.10901805	0.5573264	0.0060848393	0.029448695	0.00073901436
ì	0.00015595775	0.0012964077	0.00073045684	0.003792098	0.99294585	0.000191781	0.00088026724	7.0756014e-06
k	0.03276588	0.034464173	0.04869388	0.103666365	0.20386466	0.56374025	0.011649835	0.0011549748
e	0.35915473	0.2218002	0.05818469	0.11007349	0.24128775	0.0077305543	0.001732617	3.6013833e-05
a	0.07587202	0.08564248	0.08725624	0.107702196	0.17513376	0.46347013	0.0039254283	0.0009977495
p	0.038965277	0.039051045	0.0402315	0.044082213	0.040955383	0.14447674	0.62913454	0.02310343
ò	0.045731314	0.10464137	0.16749221	0.051443778	0.44813603	0.008210365	0.16805671	0.006288231
t	0.017171223	0.017256217	0.018503616	0.02272812	0.03747565	0.1376596	0.39707386	0.35213166
t	0.027960077	0.028670209	0.029999573	0.032797005	0.044978723	0.09302356	0.563344	0.17922692
u	0.020280566	0.034554835	0.032409266	0.028564332	0.45016855	0.075327195	0.34740552	0.011289695
</S>	0.02766488	0.028312763	0.028281117	0.028984886	0.030840322	0.04227875	0.284536	0.5291013
