 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.99994135	5.4589003e-05	3.9861397e-06	1.5451843e-07	9.204547e-09	2.4667674e-08	3.489663e-09	3.1529004e-09
s	0.9997619	0.00023746706	3.412269e-07	7.545881e-08	1.2916185e-07	5.8902376e-08	5.7938516e-09	3.4008105e-09
o	0.25005636	0.74789065	0.0018748752	0.00016652854	1.128387e-05	2.5990758e-07	6.9725816e-09	2.32186e-09
t	0.9924319	0.0075498433	1.8128178e-05	3.021492e-08	6.7311994e-08	1.2029262e-08	1.2640694e-09	1.170693e-09
r	0.24058317	0.7587167	0.0006944408	5.608713e-06	8.379606e-08	2.5106053e-09	2.6856017e-09	4.451712e-10
a	0.96983385	0.030156102	9.807068e-06	2.3455812e-07	1.642847e-08	2.3358773e-09	9.027812e-10	3.8492824e-11
ù	0.2708698	0.72698975	0.00213274	7.612275e-06	7.907085e-08	1.0060269e-08	3.833334e-09	1.6667154e-09
d	0.214809	0.71337605	0.07178509	2.976131e-05	7.947789e-08	6.075975e-09	1.1554171e-08	3.4959269e-09
i	0.13513286	0.6536891	0.2110125	0.00016537597	2.3317713e-07	2.533323e-09	1.7739702e-09	2.1451168e-09
ì	0.21123588	0.2850434	0.50358444	0.00013619788	8.960875e-08	6.15514e-09	3.107367e-09	4.0463055e-09
r	0.065098494	0.120511435	0.8090272	0.005362436	3.889681e-07	7.52461e-09	2.6443672e-08	2.9469117e-08
t	0.08746583	0.14898679	0.70161915	0.061888594	3.9075534e-05	2.6139818e-07	1.2882143e-07	8.3422805e-08
e	0.36682695	0.1429952	0.37403685	0.11473622	0.0004419942	0.00095814985	4.5988077e-06	4.6101034e-09
g	0.13993756	0.15979618	0.58474654	0.11547454	4.4799828e-05	3.637195e-07	2.6667331e-08	6.651341e-08
r	0.054339323	0.09279339	0.17253278	0.6774949	0.0028323159	4.3249415e-06	2.6380012e-06	2.9041973e-07
a	0.05514098	0.041060228	0.08166376	0.8217886	0.00016669229	0.00017956155	1.9464314e-07	2.5179002e-08
m	0.08068636	0.08978595	0.38707	0.43867737	0.0037518875	2.6429061e-05	1.1923962e-06	7.6958764e-07
m	0.04671121	0.04937475	0.11906248	0.77630913	0.007846159	0.00011565251	0.0005608905	1.9737017e-05
è	0.40772653	0.1329592	0.07398403	0.35686803	0.0016131018	0.026572803	0.00024835626	2.796587e-05
n	0.08010045	0.08357021	0.19134317	0.56162906	0.082785726	0.000460224	8.450925e-05	2.661919e-05
o	0.05170919	0.048544127	0.2825683	0.58209735	0.03335317	0.0016335576	7.946082e-05	1.4861291e-05
t	0.07323988	0.06656754	0.12143618	0.29637715	0.43901807	0.0007383246	0.0010543484	0.00156855
è	0.09007753	0.08230977	0.09976913	0.53779775	0.1537986	0.028868278	0.0063039223	0.0010750279
s	0.10385449	0.10560044	0.15554383	0.36690232	0.25591448	0.004711494	0.0033192332	0.0041537764
s	0.05933971	0.061436344	0.13584115	0.45325202	0.22496223	0.051669974	0.008538137	0.004960456
e	0.059545703	0.03978692	0.02806699	0.73698616	0.035547793	0.099723496	0.0001872484	0.00015570527
r	0.054096926	0.05417549	0.0597527	0.08254664	0.4141032	0.28560275	0.036855284	0.012867059
u	0.03285991	0.03180332	0.03695515	0.10861126	0.42613453	0.2710582	0.023652801	0.06892489
c	0.055326007	0.05523457	0.05770235	0.066739164	0.22292174	0.3528231	0.15118156	0.03807148
h	0.043740746	0.043345883	0.04661403	0.060163546	0.28288755	0.19084492	0.22802666	0.10437672
r	0.01424897	0.008750545	0.01079877	0.089818016	0.07604819	0.71260566	0.069532126	0.018197699
ò	0.1514901	0.021501673	0.031018987	0.02819316	0.01516576	0.6427181	0.008187655	0.10172458
n	0.038339883	0.038444333	0.041247208	0.052217554	0.22790338	0.07718879	0.38787788	0.13678098
u	0.051240947	0.0510168	0.053193927	0.06152947	0.1940292	0.26051223	0.32025808	0.008219364
a	0.08602333	0.08472857	0.08516578	0.08326263	0.07539273	0.11402693	0.3960243	0.07537571
m	0.039053626	0.038967136	0.03923245	0.03993141	0.051690377	0.05780142	0.50622106	0.22710256
p	0.050096236	0.03844142	0.014165825	0.09225924	0.20407547	0.4929104	0.081287414	0.026763972
ì	0.030045522	0.0069290134	0.0017337011	0.0035253342	0.00096880057	0.94632596	0.0069674426	0.0035041336
</S>	0.019668015	0.019671889	0.019827023	0.02043272	0.03081308	0.06205106	0.35702637	0.4705098
