 	avete	cucinato	le	verdure	</S>
è	0.99546766	0.004295137	0.00022107645	1.6124852e-05	5.8439447e-08
c	0.9828098	0.01717304	1.6828377e-05	1.5280938e-07	7.637216e-08
h	0.7696793	0.2277189	0.0024483975	9.8605466e-05	5.467324e-05
e	0.39418945	0.60352826	0.0021895012	9.279457e-05	7.5330764e-10
t	0.3341678	0.65634763	0.009483517	2.1869083e-07	7.438265e-07
e	0.40906593	0.569845	0.019608939	0.0014755619	4.580997e-06
m	0.18962114	0.64403695	0.16628627	1.0109252e-05	4.55573e-05
a	0.1949739	0.4825901	0.28888798	0.032751445	0.00079651707
r	0.0958093	0.23355155	0.66943854	0.0004945945	0.0007060108
à	0.042536255	0.09528049	0.43335775	0.33378017	0.095045395
t	0.053122647	0.099450976	0.60759205	0.0022570326	0.23757732
a	0.06278076	0.09283917	0.6489589	0.058398657	0.13702245
t	0.109406695	0.12762941	0.65208006	0.088145405	0.022738457
a	0.07167906	0.07949976	0.48186153	0.2298949	0.13706471
l	0.10298941	0.11096222	0.34394056	0.112391554	0.32971627
à	0.050582934	0.05689214	0.17241223	0.35909405	0.3610186
c	0.030888364	0.032576855	0.08343518	0.09269585	0.7604037
h	0.07496899	0.041643653	0.14775021	0.2502734	0.48536366
a	0.1892058	0.1405391	0.22495264	0.41557154	0.029730894
n	0.036409132	0.036922555	0.05029326	0.069811426	0.80656356
a	0.050581694	0.041330345	0.071986474	0.10387245	0.73222905
</S>	0.04210549	0.042297516	0.046379235	0.044716742	0.82450104
