 	lo	sentii	ee	che	arrivava	</S>
t	0.99918574	0.00076272915	1.6251957e-05	1.6399837e-05	1.8796696e-05	1.2016102e-07
o	0.95243376	0.047389373	0.00017540554	1.458339e-06	5.218828e-08	4.0073064e-10
n	0.8959138	0.10383305	0.0002530956	7.5405396e-08	1.0897248e-09	1.6378031e-09
ì	0.17124924	0.61648715	0.2116321	0.00060987304	1.9142277e-05	2.5983654e-06
k	0.065529525	0.20886758	0.7130593	0.012497488	3.4187513e-05	1.1913768e-05
u	0.10234902	0.27263632	0.6043369	0.020458443	0.00019842655	2.0868638e-05
s	0.094438195	0.17237693	0.61897403	0.11405821	2.0715657e-05	0.00013185613
a	0.083831206	0.15422519	0.68858814	0.070089996	0.0028555708	0.00040978778
e	0.0690003	0.08944507	0.3129466	0.51989657	0.007839378	0.0008720822
e	0.095316954	0.10062255	0.15881391	0.55561745	0.07162806	0.018001087
k	0.10030646	0.10282439	0.1327098	0.27896413	0.30340007	0.08179508
a	0.3457928	0.040962793	0.03888607	0.11125618	0.44697186	0.01613016
è	0.02165386	0.023995716	0.0510419	0.23178366	0.50810397	0.16342095
s	0.020407977	0.024118239	0.06860475	0.2933459	0.5008091	0.09271404
t	0.02988706	0.030149663	0.04171194	0.15854985	0.45324332	0.2864582
a	0.20087488	0.04829958	0.03300401	0.093429245	0.6053438	0.019048488
z	0.026429132	0.026645038	0.028845387	0.046241403	0.32058832	0.5512507
z	0.020524519	0.020837808	0.026170433	0.07418823	0.42096478	0.43731418
e	0.019177658	0.004895407	0.0020645023	0.003969112	0.9532812	0.016612094
</S>	0.027611367	0.027799278	0.02916538	0.03958751	0.27160943	0.60422707
