 	si	è	rotta	la	coppa	</S>
e	0.9940706	0.0035744482	0.0023005977	4.7872472e-05	4.9780374e-06	1.5290757e-06
g	0.6583208	0.22774471	0.11392276	4.989126e-06	4.858258e-06	1.8167025e-06
l	0.82992786	0.16025989	0.009174342	0.00063198933	5.408455e-06	4.750491e-07
à	0.24962893	0.17605339	0.5711234	0.0022490264	0.0005044989	0.00044074783
s	0.09325018	0.4314227	0.4738758	0.0014470255	3.4811007e-06	8.2725035e-07
t	0.13441421	0.59016466	0.273764	0.000959508	0.0006895257	8.1479875e-06
i	0.51517725	0.46772912	0.0149959475	1.1435936e-05	0.0020852503	1.068684e-06
e	0.12131768	0.17481412	0.57165796	0.12738937	0.0040501645	0.0007706545
c	0.048415758	0.058683887	0.13723026	0.71348965	0.017382164	0.024798254
ò	0.050911758	0.056503825	0.10124209	0.37222943	0.31933638	0.09977655
p	0.02887826	0.035304617	0.08556491	0.49237102	0.26053682	0.09734436
p	0.041963395	0.047287527	0.07383315	0.111797735	0.67462176	0.0504964
a	0.057804488	0.01864885	0.0079006255	0.011674887	0.90152246	0.0024486973
</S>	0.016694944	0.018386686	0.030889746	0.2044786	0.38586646	0.34368357
