 	non	mi	aspetti	che	non	vengo	</S>
m	0.04236295	0.00018707872	0.95743304	8.931191e-06	7.5737553e-06	3.014889e-07	1.3738621e-07
ì	0.9535709	0.01228555	0.0340724	5.9111317e-06	6.51629e-05	1.9559655e-08	7.725374e-09
m	0.30856502	0.0020968497	0.6893151	2.299934e-05	1.1882798e-07	1.040307e-09	2.3024477e-08
e	0.62530935	0.30633706	0.067710884	0.000547121	9.5251846e-05	3.4199283e-07	8.771855e-09
m	0.041563503	0.054181326	0.9030211	0.0012179704	1.6094751e-05	1.8031548e-08	4.46693e-08
ì	0.04177202	0.9216399	0.011417456	0.017447293	0.0049645468	0.002758417	3.6624058e-07
n	0.12995988	0.35775754	0.2468969	0.2458064	0.019321615	0.0002380655	1.9647347e-05
i	0.12780903	0.4772989	0.26459005	0.060800377	0.068305485	0.0011177361	7.844585e-05
k	0.03342015	0.061999302	0.04677747	0.4115662	0.4455527	0.00047455574	0.00020972184
a	0.15238604	0.24876824	0.015334333	0.5088925	0.049743723	0.013538801	0.011336388
e	0.04676826	0.05704204	0.051516842	0.42324698	0.41158122	0.0028356563	0.007008963
n	0.04757424	0.051738508	0.050109204	0.20093542	0.58476776	0.050455928	0.014418945
è	0.1011587	0.084489025	0.0418454	0.08413473	0.32514766	0.1536742	0.20955026
r	0.033502754	0.034572262	0.0334407	0.077763356	0.21641304	0.56775194	0.036555953
k	0.06328311	0.06704918	0.045772158	0.19222867	0.35296002	0.22569758	0.053009287
o	0.045320597	0.6136328	0.020719433	0.10882277	0.08532239	0.06424385	0.061938155
m	0.025136484	0.02553221	0.025309792	0.039797485	0.09424184	0.28536654	0.5046156
e	0.037310194	0.06382377	0.0044437563	0.050584145	0.043715853	0.59134334	0.20877893
</S>	0.029864233	0.03008625	0.030015906	0.0338805	0.049391456	0.21606252	0.6106991
