 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.9993063	0.0003548849	9.288682e-05	0.00015662496	2.3011543e-07	8.875773e-05	2.2000906e-07	6.0731246e-08	3.175776e-08
f	0.9998406	0.00014985113	1.7152585e-06	1.6760952e-06	7.6249637e-07	4.3187647e-06	9.774741e-07	1.4607538e-08	1.2562379e-08
è	0.36341336	0.60678726	0.022999866	0.006215003	4.5624456e-06	0.0005787536	1.1918536e-06	2.7179208e-09	4.4398296e-10
n	0.9733483	0.02663993	9.081723e-06	2.0344557e-06	2.2925703e-07	2.2654893e-07	7.77832e-08	2.611934e-08	4.462149e-08
e	0.6444528	0.35525063	0.0002771034	1.9135838e-05	1.1266637e-08	3.502766e-07	5.092666e-09	4.3264417e-10	5.867276e-11
t	0.26807404	0.7290667	0.0027853283	7.2778006e-05	1.8150725e-07	1.0710628e-06	1.4364971e-08	3.1123526e-10	3.8180137e-10
e	0.10902207	0.8064705	0.05956368	0.017721431	0.0012000267	0.0059764166	4.587568e-05	3.6496512e-08	1.3659638e-09
k	0.15282826	0.78591365	0.0593968	0.0017694857	2.7147496e-05	6.457108e-05	1.648227e-07	1.2104322e-09	5.5376344e-09
a	0.08361764	0.4794369	0.18211345	0.22036739	0.02355239	0.010677382	0.00023391415	8.6118416e-07	1.0897013e-08
o	0.08768828	0.32486427	0.48760384	0.09435872	0.0009888306	0.0044925264	3.2310702e-06	2.5462162e-08	2.2564994e-07
l	0.09625933	0.20661806	0.5680733	0.11776083	0.005715391	0.0055640475	8.113131e-06	3.605217e-08	9.399848e-07
à	0.025792155	0.0812431	0.19799256	0.5415913	0.12191959	0.030776279	0.00047795143	0.00020197709	5.1249517e-06
d	0.04804262	0.09262323	0.31661043	0.3975756	0.11508588	0.02842386	0.0016318889	4.82595e-06	1.6847424e-06
r	0.018537836	0.08083739	0.22985181	0.16885251	0.19168387	0.30926213	0.0009700679	2.0585771e-06	2.357945e-06
o	0.012086399	0.07067738	0.3124853	0.4137806	0.06035199	0.13056631	5.0843726e-05	9.049501e-07	3.4233605e-07
m	0.03398015	0.040532745	0.08565503	0.42144936	0.24613288	0.08443265	0.087578245	0.00021484487	2.4097513e-05
b	0.016347963	0.030560387	0.08272364	0.35767978	0.26539207	0.24259019	0.0012326019	0.0032023105	0.00027098073
ì	0.004834992	0.0097886305	0.09849158	0.42267844	0.15006375	0.3139019	0.00020839869	2.5872629e-05	6.4542496e-06
k	0.03715773	0.039373666	0.05362848	0.21832469	0.16097958	0.06765097	0.38662335	0.03427793	0.0019835639
e	0.021163313	0.041295446	0.059053607	0.26382047	0.20744	0.40295947	0.002147561	0.0018200076	0.00030012344
a	0.052698858	0.05421248	0.058311768	0.09908863	0.084508225	0.14258568	0.46418235	0.033126075	0.011285931
p	0.031069007	0.03139454	0.03328024	0.05256121	0.04683108	0.059107877	0.25072524	0.471523	0.023507724
ò	0.012432241	0.10122757	0.08518612	0.18245587	0.11363795	0.38760465	0.006532095	0.10553824	0.005385195
t	0.017147686	0.017460939	0.019294081	0.039844144	0.03379238	0.058958378	0.22293888	0.36870778	0.2218557
t	0.017907238	0.025575308	0.02677175	0.046422686	0.04172334	0.07175564	0.15157443	0.4456802	0.1725894
u	0.018012755	0.0936062	0.05862966	0.15742126	0.08131828	0.26578587	0.071286425	0.24539837	0.008541223
</S>	0.024774645	0.02473717	0.02522241	0.027848333	0.02706618	0.030677117	0.06204119	0.33447465	0.44315833
