 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.9953348	0.004645291	1.4801653e-05	2.1876147e-06	2.7096953e-06	1.5404954e-07	3.683214e-08	9.17232e-09
u	0.9956456	0.004337758	1.6621952e-05	1.8629581e-08	1.6461067e-08	1.2758341e-09	1.627278e-10	9.179721e-12
à	0.88345104	0.11654783	1.0273005e-06	1.507687e-08	3.058593e-08	5.02569e-10	4.5815232e-10	4.6295381e-10
i	0.17319159	0.81436133	0.012415768	3.120088e-05	1.2916536e-07	2.575615e-08	2.2349207e-09	7.7789775e-09
m	0.22719324	0.7493282	0.02295265	0.0005171683	8.600061e-06	9.229404e-08	2.572213e-08	2.5695257e-08
è	0.30103564	0.27559116	0.30337635	0.11859052	0.000474626	0.00092982664	1.7857845e-06	1.0212526e-07
r	0.17482409	0.774859	0.05001645	0.0002920977	7.724142e-06	4.275412e-07	5.1018027e-08	1.7164807e-07
i	0.1420379	0.73400325	0.10131912	0.022561723	7.648674e-05	1.3650352e-06	5.558903e-08	2.5851254e-08
n	0.13462071	0.2831641	0.5710331	0.011138453	4.1908e-05	1.6864716e-06	5.811206e-09	1.8789313e-08
g	0.044960815	0.09862091	0.49207163	0.363146	0.0010822453	0.0001179886	3.371341e-07	1.9276497e-08
h	0.39205563	0.080985904	0.20651495	0.31991374	4.50702e-06	0.0004441748	8.0973594e-05	1.490093e-07
ì	0.1924025	0.34831673	0.36534873	0.093660235	5.2330015e-06	0.00023376118	2.8330214e-05	4.503173e-06
z	0.06031577	0.12787703	0.7507745	0.05468942	0.0032889335	0.0027167702	0.00031051753	2.707336e-05
i	0.028842766	0.07176628	0.3356624	0.5392395	0.023148745	0.0012304283	5.352625e-05	5.6281344e-05
n	0.07093493	0.080133654	0.26218706	0.47416213	0.09890279	0.013611639	2.8970437e-05	3.8860562e-05
a	0.043249674	0.052793283	0.25184616	0.49292463	0.1505941	0.008424188	8.777171e-05	8.021362e-05
v	0.036763124	0.03955095	0.09257139	0.2669824	0.45904467	0.10354067	0.00040051606	0.0011462208
o	0.1440976	0.0681125	0.12981832	0.4565131	0.028784638	0.114256844	0.057906438	0.00051051955
r	0.042128358	0.040750295	0.061766684	0.17778565	0.38737977	0.27853423	0.0067277197	0.0049272217
à	0.084339276	0.06875771	0.13472278	0.43733734	0.072935894	0.10217736	0.08648503	0.013244645
s	0.027495345	0.02847383	0.04722697	0.11572158	0.19090272	0.49859473	0.075309746	0.016275072
o	0.02662326	0.027545305	0.058225136	0.18308854	0.37396267	0.24196738	0.023416065	0.06517166
m	0.03107529	0.031239405	0.034295693	0.045060623	0.06596098	0.44755745	0.30220196	0.042608544
e	0.056214172	0.04821271	0.051662296	0.10126429	0.15336612	0.3169092	0.14725417	0.12511706
o	0.02691892	0.026932431	0.027744403	0.030826217	0.020940337	0.25160733	0.46161795	0.15341257
t	0.027303042	0.027349532	0.0281742	0.031005831	0.046597853	0.24375851	0.54695296	0.048858065
s	0.039237686	0.032849863	0.02906768	0.04585909	0.053449787	0.31691098	0.3269274	0.15569754
o	0.008070904	0.0008988001	0.000760901	0.00029895813	8.743784e-06	0.054941777	0.9133452	0.021674799
m	0.018269042	0.018289683	0.018678952	0.020013124	0.027437553	0.12635608	0.3810239	0.38993168
ì	0.016243113	0.015450477	0.015169313	0.019338094	0.01066941	0.19908185	0.3931217	0.33092597
</S>	0.02163551	0.021644853	0.021821842	0.022426352	0.024916494	0.06986714	0.3618326	0.45585525
