 	mi	si	gonfiò	il	dito	</S>
m	0.9850736	0.0060154204	0.008822176	7.220538e-05	1.5071911e-05	1.5792598e-06
u	0.7015464	0.2355109	0.06291733	2.4878438e-05	4.831065e-07	5.06892e-08
p	0.091079086	0.88388854	0.025026096	6.1444716e-06	5.315979e-08	2.8135638e-09
r	0.3122052	0.2862697	0.35555586	0.044441283	0.0015265695	1.436035e-06
ì	0.35247535	0.3018131	0.33816785	0.007206342	0.00033702093	4.1877078e-07
s	0.08677444	0.4453874	0.40750924	0.060139094	0.00014667153	4.3208744e-05
t	0.099843435	0.38492537	0.4324558	0.06591127	0.013494455	0.003369662
i	0.5365672	0.30844498	0.14937106	0.0041269003	0.0014881458	1.697571e-06
t	0.045474105	0.057887625	0.054043874	0.5085666	0.32488063	0.009147139
o	0.07986306	0.108831555	0.11272657	0.1601036	0.3706786	0.16779663
d	0.0410707	0.04488291	0.043958142	0.25881153	0.5485264	0.06275036
à	0.027262118	0.03511787	0.03632718	0.0471521	0.55912274	0.29501802
t	0.019591527	0.021472476	0.02180057	0.13726301	0.39093772	0.4089347
t	0.024532732	0.02732638	0.028140778	0.1877001	0.32689324	0.40540677
i	0.38769257	0.089620225	0.052165136	0.0880417	0.36832175	0.0141586065
l	0.02490612	0.0253853	0.025441336	0.052848853	0.34997264	0.52144575
o	0.023336789	0.02458688	0.024696596	0.02865341	0.48864022	0.4100861
</S>	0.032362357	0.032625683	0.032653775	0.04563406	0.25729215	0.599432
