 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.9997154	0.0002737892	6.264169e-06	4.05443e-06	3.384053e-07	2.0504295e-08	4.969333e-09	4.2688413e-09
s	0.9804391	0.019015677	0.00046581865	5.0236165e-05	2.1645346e-05	6.7196975e-06	6.3323034e-07	1.5403985e-07
ò	0.5759989	0.15667242	0.2653677	0.0014496823	0.0005108632	4.271097e-07	3.425383e-09	4.6383344e-10
z	0.7306821	0.2693009	1.5904749e-05	5.233699e-07	2.2712625e-07	1.6618732e-07	1.0427753e-07	6.590207e-08
i	0.21581365	0.77852076	0.005569658	9.253083e-05	3.304769e-06	4.7503878e-08	3.4281655e-09	9.0437824e-10
m	0.27630457	0.7224549	0.0012332282	6.754952e-06	5.6172723e-07	5.4928027e-09	2.864232e-09	1.7601987e-09
i	0.0694461	0.27830333	0.64520824	0.0060341638	0.0010010358	7.0887563e-06	3.1522113e-08	4.0684442e-10
m	0.15582658	0.7468019	0.080008134	0.017166987	0.00019604602	2.391219e-07	5.149741e-09	6.6209047e-09
i	0.07441984	0.18185231	0.72589815	0.013999853	0.0037612775	6.7926274e-05	6.386946e-07	1.6054719e-09
l	0.07875587	0.2772871	0.30377454	0.33589596	0.004266609	1.9866264e-05	1.3364794e-08	3.3088845e-08
ì	0.075836465	0.15749606	0.71438456	0.028920092	0.021419955	0.0019143098	2.8303602e-05	2.4777296e-07
s	0.08832747	0.22010976	0.4483887	0.20120859	0.041675087	0.00028693464	2.1765225e-06	1.3512597e-06
i	0.028585078	0.21761814	0.41287783	0.3041589	0.034394115	0.0023490218	1.418235e-05	2.7589795e-06
a	0.045710783	0.06540558	0.12237545	0.48589867	0.27481583	0.005790221	2.9968892e-06	4.3460525e-07
t	0.03946365	0.049971297	0.080330394	0.28717077	0.48821148	0.054779403	1.9494153e-05	5.346222e-05
s	0.048748024	0.059225105	0.10423522	0.28374395	0.47188324	0.030206468	0.001547613	0.00041045708
è	0.07152995	0.02060558	0.046546668	0.64064544	0.17977935	0.04023625	0.0003435745	0.00031322934
t	0.06715919	0.074113846	0.09509845	0.26644176	0.32313576	0.17236799	0.0016264516	5.6522505e-05
ù	0.027330087	0.047453582	0.11553353	0.40832332	0.2706626	0.12677361	0.003187824	0.0007354359
o	0.036037598	0.038989898	0.048042327	0.1267411	0.31148362	0.4275314	0.0072514685	0.0039226217
m	0.07777244	0.082480915	0.08535364	0.12251258	0.30723476	0.24246487	0.07475411	0.007426673
e	0.06290562	0.064714074	0.0689596	0.08122847	0.17281611	0.47963226	0.05054824	0.019195579
t	0.04370887	0.044759117	0.0451885	0.04921726	0.062513836	0.24020015	0.4144123	0.09999993
i	0.01926935	0.03584909	0.037042353	0.05269739	0.07409206	0.32106772	0.24995814	0.2100239
n	0.03298234	0.033151157	0.03347572	0.035976183	0.045400232	0.16804548	0.47115064	0.1798183
A	0.02715628	0.027346017	0.027593067	0.03033661	0.04158993	0.15613203	0.48034188	0.20950413
n	0.033572845	0.03368846	0.0340133	0.03645816	0.045707088	0.16857648	0.37093595	0.27704772
n	0.028257843	0.028407253	0.028775154	0.031655062	0.04282751	0.1851213	0.3926608	0.2622951
a	0.094677836	0.10325233	0.04761202	0.06273857	0.13951266	0.253612	0.23425195	0.0643426
</S>	0.020540878	0.020583956	0.02068187	0.021458277	0.02452838	0.062206224	0.3582262	0.47177416
