 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9592499	0.0012975784	0.035557654	0.0038370343	5.650891e-05	8.201432e-07	5.368929e-07
n	0.94447386	0.035997998	0.019501539	2.6274429e-05	4.9047037e-07	1.22565265e-08	1.4808153e-08
a	0.28496465	0.68326616	0.031064117	0.0006711754	3.3798005e-05	1.541116e-07	1.9631385e-09
v	0.030312637	0.6075242	0.361366	0.00079350953	3.5329886e-06	4.7089577e-09	4.204327e-10
o	0.101827644	0.0041812556	0.31539765	0.54352164	0.035015114	5.604802e-05	6.789518e-07
r	0.066862434	0.3175178	0.6061818	0.0094241975	1.3320211e-05	4.74635e-07	2.7474625e-08
à	0.08550634	0.37909696	0.36070392	0.10588101	0.068539165	0.000271794	7.9052177e-07
s	0.038400378	0.26032552	0.38231462	0.31754926	0.001406715	2.6117764e-06	8.823984e-07
o	0.057553187	0.3198525	0.5390409	0.07408018	0.00937542	8.420666e-05	1.36173285e-05
t	0.05114923	0.09007389	0.13503073	0.71538734	0.008334098	1.4355158e-05	1.0404313e-05
o	0.08505621	0.05069198	0.45001006	0.32605428	0.085239395	0.0027445762	0.00020358326
t	0.08440048	0.087395	0.110682644	0.6187093	0.0979559	0.00042995828	0.0004266892
s	0.058976278	0.016240006	0.14871521	0.6916299	0.07148958	0.003968936	0.008980126
o	0.0025373714	2.8512082e-05	0.07118384	0.86476266	0.061266813	0.00013556356	8.527533e-05
m	0.031000964	0.0376685	0.04404673	0.29121992	0.56583357	0.024873512	0.0053568874
ì	0.018367108	0.015904915	0.039860804	0.29432797	0.123587035	0.17121744	0.33673474
k	0.04442053	0.046871554	0.049818207	0.1654664	0.6576587	0.02283982	0.012924744
a	0.03392878	0.010233899	0.039042607	0.14548828	0.19646206	0.23486431	0.3399801
i	0.06052053	0.05129184	0.061872598	0.08415121	0.25715464	0.11996066	0.36504847
m	0.029965091	0.03018482	0.030624108	0.042926613	0.13789448	0.6050104	0.12339451
è	0.05698643	0.005528998	0.057079546	0.07599033	0.09572147	0.5748492	0.13384402
r	0.023456734	0.023491941	0.023807663	0.030296363	0.08067164	0.39494425	0.4233314
i	0.018152615	0.013321348	0.018684287	0.031384774	0.12418736	0.39984927	0.3944204
</S>	0.032763813	0.030064303	0.03291344	0.03498542	0.049404316	0.26431715	0.5555515
