 	sta	e	dorme	nel	letto	</S>
s	0.99919814	0.0007642348	2.7778975e-05	7.1574627e-06	2.7420185e-06	4.23331e-08
t	0.98454165	0.015449035	9.29183e-06	5.5762648e-08	4.662146e-09	4.3224327e-10
e	0.99880135	0.0011300914	5.3330292e-05	1.4393612e-05	8.769933e-07	8.7607155e-10
c	0.36414647	0.6358423	1.0454776e-05	7.373514e-07	2.2413257e-08	8.167225e-09
e	0.108786575	0.5293983	0.3601149	0.001680222	1.1645374e-05	8.2983925e-06
p	0.106783666	0.8325575	0.06009291	0.00056374713	1.9305714e-06	3.433795e-07
l	0.27230766	0.08349336	0.57092977	0.06819678	0.004763316	0.00030907657
ò	0.78386706	0.09397435	0.03890911	0.069565624	0.0059336536	0.0077502397
n	0.07481937	0.22197565	0.6400205	0.061678983	0.0011653866	0.0003401346
n	0.06159788	0.24152607	0.5840599	0.08270886	0.024762718	0.005344585
i	0.4481122	0.043973207	0.35524344	0.13634552	0.01625736	6.8221765e-05
s	0.05378982	0.062514886	0.20190126	0.5534287	0.10798127	0.020384096
t	0.04848646	0.055086404	0.28822768	0.46825606	0.097848535	0.042094924
o	0.30238286	0.004964251	0.2287816	0.3339003	0.12384617	0.0061249086
g	0.05070978	0.052924976	0.085303284	0.3220418	0.19770339	0.29131678
r	0.020044738	0.021315318	0.08019719	0.34997562	0.36889625	0.15957077
à	0.010471261	0.0005275474	0.013276359	0.77199715	0.20053592	0.0031917319
t	0.023487017	0.0242524	0.0356405	0.16472359	0.28076792	0.47112855
t	0.025557006	0.026411038	0.041132223	0.18955524	0.26880172	0.44854274
i	0.06598921	0.009111438	0.0763016	0.6066561	0.23895581	0.0029858407
</S>	0.030174436	0.029628813	0.031846594	0.049292084	0.26060098	0.5984571
