 	non	mi	aspetti	che	non	vengo	</S>
m	0.04236295	0.00018707872	0.95743304	8.931191e-06	7.5737553e-06	3.014889e-07	1.3738621e-07
ì	0.9535709	0.01228555	0.0340724	5.9111317e-06	6.51629e-05	1.9559655e-08	7.725374e-09
m	0.30856502	0.0020968497	0.6893151	2.299934e-05	1.1882798e-07	1.040307e-09	2.3024477e-08
e	0.62530935	0.30633706	0.067710884	0.000547121	9.5251846e-05	3.4199283e-07	8.771855e-09
m	0.041563503	0.054181326	0.9030211	0.0012179704	1.6094751e-05	1.8031548e-08	4.46693e-08
ì	0.04177202	0.9216399	0.011417456	0.017447293	0.0049645468	0.002758417	3.6624058e-07
n	0.12995988	0.35775754	0.2468969	0.2458064	0.019321615	0.0002380655	1.9647347e-05
e	0.12780903	0.4772989	0.26459005	0.060800377	0.068305485	0.0011177361	7.844585e-05
k	0.033511154	0.06219546	0.04692704	0.4123917	0.44429958	0.00046902866	0.00020603662
a	0.15213534	0.24833436	0.015316748	0.5095864	0.049776223	0.01349238	0.0113586355
e	0.046776414	0.05704512	0.05152285	0.42311808	0.41171148	0.0028294853	0.006996552
n	0.04749674	0.051670242	0.050038572	0.20109753	0.5849735	0.050338008	0.014385311
è	0.10105402	0.084401585	0.041878898	0.084197834	0.32587105	0.15346622	0.20913036
r	0.033456612	0.034525905	0.03340274	0.07773746	0.21661904	0.56777847	0.036479756
k	0.063180864	0.0669433	0.045739282	0.1920851	0.35316488	0.22591612	0.05297049
u	0.045203935	0.6141741	0.020651266	0.10867847	0.08527694	0.064351365	0.06166388
m	0.026074834	0.026490865	0.026258335	0.041251577	0.0974012	0.26831195	0.5142112
e	0.039259177	0.0704168	0.0047322824	0.052694626	0.040567804	0.5998936	0.19243567
</S>	0.030066863	0.030298099	0.030225603	0.03413099	0.049874756	0.21220434	0.61319935
