 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.99837494	0.0015471054	6.519731e-05	9.948785e-06	1.2667426e-06	1.6461146e-07	8.217111e-08	7.0284536e-08	5.100116e-08	4.8623896e-08	4.9184578e-08	4.585276e-08	4.842398e-08	4.807804e-08	4.7544926e-08	4.8443656e-08	4.2977028e-08	4.8373852e-08	4.836251e-08	4.824449e-08	4.8334382e-08	4.797764e-08	4.846427e-08	4.9010023e-08	4.4944112e-08	4.84274e-08	4.8386223e-08	4.8401915e-08	4.83721e-08	4.8460294e-08	4.839351e-08	4.8334016e-08	4.849247e-08	4.856087e-08	4.826575e-08
m	0.99320436	0.0066589867	0.00013413213	1.4639504e-06	5.145722e-07	2.2345527e-07	6.089476e-08	3.2604937e-08	1.9849018e-08	1.3098347e-08	1.4704918e-08	1.4885464e-08	1.4568459e-08	1.4498273e-08	1.4683366e-08	1.2592618e-08	1.3758141e-08	1.4622494e-08	1.2482188e-08	1.013031e-08	5.586896e-09	1.42590215e-08	1.924074e-09	2.5605666e-09	1.5347116e-08	1.9750743e-09	6.396239e-09	2.0028357e-09	4.012272e-09	3.751687e-09	1.4397743e-08	1.3678259e-08	1.09453735e-08	1.4688659e-08	1.4697172e-09
ì	0.17012735	0.6411982	0.18765265	0.0010015034	2.0189225e-05	2.754921e-08	7.675981e-09	2.0612243e-08	2.8578306e-09	2.973492e-10	2.7332134e-10	1.3521487e-10	2.0030552e-10	1.8798667e-10	1.7242567e-10	1.8174512e-10	5.6768196e-10	1.9885328e-10	1.8319117e-10	1.4607085e-10	8.769798e-11	2.1061258e-10	2.9397172e-11	5.2250423e-11	4.3360733e-09	3.003438e-11	1.0566942e-10	3.381626e-11	5.837712e-11	5.590469e-11	2.7772085e-10	1.8189632e-10	1.549185e-10	2.1286126e-10	2.0294197e-11
d	0.3061901	0.6934076	0.0004009803	5.235552e-07	5.4004994e-07	1.1061567e-07	3.9995726e-08	4.161619e-08	3.7179706e-08	1.12833565e-08	1.1758503e-09	1.1588862e-09	5.675909e-10	7.345102e-10	6.391158e-10	7.5847245e-10	2.0486375e-09	4.6035104e-10	1.45715e-09	9.59196e-10	1.0837256e-09	1.1571414e-09	6.378761e-10	1.5469267e-09	4.05405e-08	7.5758033e-10	1.4686009e-09	2.8430909e-09	3.4755218e-10	2.823112e-10	2.3675348e-09	3.601667e-10	2.9326952e-10	2.514364e-10	3.2728564e-10
e	0.35712767	0.6098435	0.033027813	5.0467514e-07	5.0078785e-07	1.0356051e-08	9.54608e-10	9.556955e-10	7.7221324e-10	2.9138952e-10	9.425236e-11	4.192527e-11	7.3604435e-11	5.381617e-11	3.470176e-11	8.173932e-11	5.887159e-11	6.90867e-11	7.469284e-11	2.1925736e-11	7.2794805e-11	8.581104e-11	4.7299147e-11	7.066747e-11	3.2778555e-10	4.9628964e-11	2.3096521e-11	3.30732e-11	1.4557239e-11	5.889944e-11	6.579624e-11	4.8252374e-11	7.514511e-11	8.5055116e-11	8.741373e-12
c	0.17242682	0.80816406	0.019406093	1.9878623e-06	1.0034252e-06	1.093062e-08	3.800684e-09	1.6485936e-09	8.5880675e-10	2.564328e-10	1.9475363e-10	1.9491046e-10	1.9171305e-10	1.9342537e-10	1.9204317e-10	1.9260588e-10	1.308333e-09	1.908502e-10	2.0039154e-10	1.993645e-10	2.0144923e-10	1.9554347e-10	1.8481297e-10	1.9123902e-10	3.0308225e-09	1.8886326e-10	2.0855474e-10	1.9535298e-10	1.8768469e-10	1.867997e-10	2.0738575e-10	1.9022076e-10	1.8930217e-10	1.8930757e-10	1.7806746e-10
i	0.08383635	0.44337544	0.47118276	0.0012530164	0.0003523714	1.2498917e-07	2.2267931e-08	5.08184e-09	2.7929643e-09	4.103434e-11	8.613139e-11	3.9303394e-11	6.130471e-11	3.569875e-11	2.9109864e-11	2.2670222e-11	8.4941845e-12	6.114904e-11	1.3579625e-11	2.1435657e-12	4.01868e-12	6.0657784e-11	4.942288e-12	6.4056603e-12	1.7402138e-10	3.9831875e-12	1.1214907e-12	2.41901e-12	1.2502259e-12	5.5248896e-12	5.5534397e-11	2.1602801e-11	1.41909115e-11	7.9594276e-11	1.1271802e-12
d	0.15617687	0.6437035	0.19929172	0.00064235035	0.0001841641	1.3181838e-06	7.721815e-08	1.6429079e-08	6.514638e-09	2.2792022e-09	1.154266e-09	8.44964e-10	6.737964e-10	4.766518e-10	6.020607e-10	6.617516e-10	2.7371966e-10	6.198726e-10	5.178923e-10	3.005007e-10	2.975123e-10	1.5516298e-09	5.029465e-10	1.0652862e-09	5.642554e-09	2.9185251e-10	3.4365877e-10	1.0740592e-09	2.940933e-10	3.0967615e-10	3.0994278e-09	3.6798878e-10	3.4740608e-10	3.028408e-10	2.6231994e-10
è	0.062751524	0.24430317	0.63042986	0.054633975	0.0077847615	9.5239724e-05	1.1697582e-06	2.8640144e-07	1.1414191e-08	2.4861069e-09	6.931298e-10	1.7234816e-10	9.171761e-11	8.4492295e-11	8.233597e-11	1.3001435e-10	1.6909106e-10	6.7617495e-11	1.845059e-10	5.7099835e-11	6.5888815e-11	3.0513145e-10	9.0085106e-11	7.645281e-10	2.5417597e-09	5.0160955e-11	1.1097302e-10	3.8911255e-10	1.9752304e-11	2.1143167e-11	2.3558008e-10	3.0060933e-11	2.8459762e-11	3.392429e-11	1.6725557e-11
t	0.094324335	0.31787777	0.5783747	0.007719513	0.0016930791	8.846515e-06	1.2145105e-06	2.3896388e-07	4.691332e-08	3.7424968e-08	2.746637e-08	3.0789053e-08	1.8643222e-08	2.800409e-08	2.537638e-08	2.7152437e-08	7.984103e-09	4.1878554e-09	3.0960003e-08	6.0630243e-09	4.8625584e-09	1.2526473e-08	2.4314879e-08	2.8969021e-08	3.6918966e-08	1.1840931e-08	2.2952163e-08	3.0519164e-08	4.7306687e-09	6.235235e-09	8.333122e-09	1.6402232e-08	6.5433876e-09	5.8354904e-10	2.6580462e-09
s	0.04270491	0.23672	0.4730826	0.11622329	0.13111556	0.00015064629	2.6087223e-06	2.9325912e-07	6.3597675e-08	1.1455346e-09	1.398303e-10	5.400314e-11	7.6547796e-11	5.139725e-11	3.3695827e-11	7.7720774e-11	6.2511656e-11	6.5864966e-11	7.6351675e-11	1.7127784e-11	4.060494e-11	1.2532204e-10	1.3695368e-11	3.3353605e-11	1.716024e-09	1.41027225e-11	1.5144391e-11	1.5116946e-11	5.243404e-12	2.032466e-11	1.894876e-10	3.790627e-11	5.1364125e-11	6.615531e-11	1.9198304e-12
a	0.042539544	0.12930307	0.82480097	0.0033452562	1.0787332e-05	1.8505926e-07	9.966913e-08	4.1730384e-08	2.6810683e-09	2.3319795e-09	1.0953727e-09	2.9902444e-10	5.8730215e-11	2.7963734e-10	4.659822e-11	3.6149955e-10	4.3251142e-10	8.352231e-11	2.3142777e-09	5.922983e-10	1.5772757e-10	1.3936403e-11	6.254124e-11	1.4448354e-10	2.6774656e-09	1.8428347e-09	8.5883045e-10	7.051609e-10	1.5639509e-10	4.196995e-11	3.949367e-10	3.7943673e-11	3.1822064e-10	6.2184514e-11	3.379418e-11
