 	avete	cucinato	le	verdure	</S>
e	0.99546766	0.004295137	0.00022107645	1.6124852e-05	5.8439447e-08
m	0.94403243	0.055699613	2.5398618e-05	0.00024200854	5.1013825e-07
a	0.14944813	0.8365159	0.014033976	2.0322382e-06	1.181836e-08
r	0.66519177	0.33379927	0.0010056607	2.4115255e-07	2.9831674e-06
è	0.28761992	0.672501	0.038769107	5.9707014e-05	0.0010501988
s	0.33347148	0.6186284	0.047795452	9.886058e-05	5.721936e-06
s	0.24838473	0.6859326	0.061661746	0.003712693	0.00030825115
a	0.09276801	0.86805993	0.018991364	0.020180423	3.0144196e-07
t	0.07218183	0.19116971	0.7355888	0.0008800105	0.00017967122
o	0.1547584	0.100383334	0.66440797	0.07739678	0.0030534533
t	0.078812085	0.12182521	0.7939228	0.0042403014	0.0011995761
a	0.057180714	0.077712856	0.6058111	0.19293961	0.06635568
l	0.08685656	0.113751866	0.76635534	0.006674784	0.026361402
à	0.039688975	0.04858099	0.23704134	0.4623508	0.21233794
c	0.031985585	0.037723262	0.20875017	0.048415758	0.67312527
h	0.058186397	0.04206417	0.3109056	0.27147558	0.31736824
a	0.12021335	0.13945812	0.47916633	0.23646642	0.024695767
n	0.042555463	0.044555027	0.10175679	0.18635607	0.6247767
a	0.053964127	0.03877743	0.12186879	0.18759091	0.5977987
</S>	0.037609264	0.03798385	0.047181584	0.044319555	0.83290577
