 	sul	muro	vuole	uno	specchio	</S>
s	0.9995004	0.0004155684	8.404941e-05	2.5853854e-08	9.228767e-09	6.6489183e-09
t	0.985732	0.014206173	6.1687526e-05	6.5149194e-08	1.491341e-09	1.7221308e-09
o	0.99980015	0.00019642587	3.4416225e-06	2.8828046e-08	5.948127e-10	2.2993302e-10
t	0.9596127	0.04000628	0.00038064894	1.7328769e-07	3.6804444e-08	1.3232723e-07
ì	0.12742	0.81343186	0.058236882	0.0007684741	1.1823109e-06	0.00014168736
c	0.24532673	0.74636024	0.008304961	6.44576e-06	6.088762e-07	1.0686905e-06
h	0.09180147	0.7862541	0.12184994	9.3099494e-05	7.4820665e-09	1.3936757e-06
o	0.423601	0.5352523	0.040997855	6.72344e-05	3.4183283e-06	7.8143814e-05
t	0.04873974	0.32884678	0.6217054	0.00068429013	3.099736e-07	2.3466102e-05
è	0.04918642	0.29001895	0.63641065	0.00815403	0.0027234666	0.013506473
l	0.05702869	0.19553451	0.6811238	0.06410665	1.1053731e-05	0.0021952833
i	0.04221055	0.26467815	0.6858455	0.0024312863	0.00017543147	0.0046590343
o	0.1422677	0.1793861	0.5881045	0.039651867	0.007998125	0.042591676
j	0.10139433	0.11970018	0.30955905	0.31557015	0.04405943	0.109716915
e	0.040654894	0.045375757	0.10409557	0.110787176	0.31548437	0.38360226
l	0.045012765	0.050572075	0.11028359	0.45810008	0.1403104	0.19572115
ì	0.02124227	0.024132757	0.06401113	0.056946926	0.37418395	0.45948297
</S>	0.01968726	0.021061294	0.035154805	0.15811116	0.30362403	0.4623614
