 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.9952159	0.0047320784	3.786484e-05	1.3405425e-05	1.2466474e-07	6.281663e-07	1.8959394e-08	1.1719127e-08	1.1058789e-08
k	0.9734977	0.026485972	1.6320135e-05	9.319311e-09	4.4104844e-09	5.1459548e-09	3.6414636e-09	3.6061856e-09	2.9568545e-09
à	0.4948709	0.4420352	0.058998745	0.0040891943	5.1452216e-06	8.3140617e-07	3.8470823e-08	5.334392e-09	2.7569763e-10
j	0.37677294	0.62199503	0.0012314996	3.2637402e-07	1.3901115e-07	5.5670384e-08	2.6795698e-08	6.123973e-09	4.925276e-09
o	0.33087295	0.6041958	0.06479109	0.00013973839	1.3264888e-07	2.9390173e-07	8.8634877e-10	1.4347045e-09	3.0493167e-11
t	0.20799515	0.77815723	0.013826512	2.1041975e-05	5.084452e-08	2.9318144e-08	9.748735e-10	2.0327529e-09	5.6471305e-10
r	0.12355963	0.4772094	0.39545873	0.0037569427	1.8331951e-06	1.3406283e-05	1.7625409e-08	7.8972135e-09	2.5481492e-11
a	0.13403244	0.8134267	0.052519023	1.9323688e-05	1.9916334e-07	2.3848545e-06	6.2176224e-09	2.9680258e-09	1.7347759e-11
ù	0.117963046	0.28716135	0.5819925	0.012841948	2.9104296e-05	1.1802792e-05	2.1929574e-07	3.350628e-09	2.1297573e-08
d	0.078404255	0.26882458	0.58825195	0.06431629	0.00017425221	2.813337e-05	4.445951e-07	2.199769e-08	1.0189367e-07
i	0.06675515	0.17977981	0.5825455	0.16972944	0.0004608274	0.0007284919	6.807204e-07	4.0082895e-08	1.7016111e-09
a	0.078402884	0.0898497	0.1561723	0.6717008	0.003386267	0.00048727935	8.036644e-07	4.581142e-09	2.3755922e-08
a	0.07076184	0.07678885	0.031178508	0.70434123	0.11351205	0.0033961693	2.130953e-05	6.675187e-08	3.3774306e-08
s	0.08847979	0.091086805	0.040965427	0.43535593	0.31218585	0.030828431	0.0010875135	8.717087e-06	1.5290542e-06
ò	0.054326218	0.0614479	0.053969454	0.16362962	0.5242868	0.139704	0.0023774987	0.00024706952	1.1460941e-05
z	0.03882091	0.04052145	0.05385475	0.29426593	0.48299828	0.08148262	0.008041753	1.1112127e-05	3.1878765e-06
i	0.030179415	0.032475848	0.05064739	0.3296774	0.41541928	0.13542718	0.0061635217	2.3034088e-06	7.7744135e-06
g	0.049282826	0.049543325	0.051047646	0.08316695	0.20525806	0.34003913	0.22095796	0.0004806157	0.00022341746
r	0.02748019	0.028569471	0.032378096	0.10447935	0.37758178	0.4088199	0.015093376	0.005060394	0.0005373185
à	0.01581859	0.047093477	0.0075734155	0.04711863	0.1196804	0.74830663	0.013863085	0.00036010824	0.00018562585
t	0.041904956	0.042236518	0.04472741	0.08854468	0.31279358	0.25499257	0.18579976	0.026772628	0.0022279103
s	0.027712805	0.028380953	0.029007738	0.0855012	0.3104558	0.27974683	0.22178948	0.009269974	0.008135251
i	0.021634465	0.03786865	0.00980842	0.062333364	0.12206144	0.722817	0.023140833	0.00022057467	0.00011526274
i	0.04155211	0.041695774	0.041841794	0.046512235	0.067583255	0.10339727	0.3766548	0.23195153	0.04881117
n	0.029852297	0.02987759	0.02870162	0.033161275	0.047574367	0.050918195	0.32492784	0.4288938	0.026093002
ì	0.036086623	0.03617025	0.03078393	0.042435914	0.066617176	0.049296204	0.404027	0.25617957	0.07840336
t	0.02605323	0.026077373	0.02616997	0.028618373	0.04087905	0.05708508	0.27754804	0.4770567	0.040512186
t	0.030266225	0.030483553	0.029507512	0.035102632	0.05844	0.09094613	0.385334	0.29996246	0.03995741
a	0.047743652	0.07214175	0.021821942	0.0224018	0.018420624	0.22276527	0.1751287	0.40018296	0.019393295
</S>	0.020900039	0.020921765	0.020884482	0.021361254	0.023335714	0.025975535	0.06938443	0.3744882	0.4227486
