 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.9996282	0.00036164824	6.9117223e-06	3.2756043e-06	2.720688e-08	6.592208e-09	6.0575363e-09	5.306109e-09	4.7457807e-09
ò	0.99288404	0.007113289	2.2923837e-06	4.8424516e-07	2.101971e-08	3.4388214e-10	3.8860644e-11	3.2516694e-11	3.4602536e-12
z	0.980943	0.019052409	4.108886e-06	3.0697473e-07	1.0382072e-07	5.035018e-08	2.5783937e-08	2.2641467e-08	7.0469603e-09
i	0.71342283	0.28605634	0.0005102041	1.0554916e-05	7.110443e-08	2.2123576e-09	3.2852668e-10	6.3208966e-10	6.554611e-11
m	0.7925394	0.20743322	2.6878963e-05	4.7395005e-07	2.9305433e-08	7.57888e-09	1.7755828e-09	1.9394875e-09	1.4368635e-09
i	0.124017455	0.38416874	0.48693928	0.004846873	2.765939e-05	5.2811828e-08	5.2619753e-09	1.4501448e-09	5.4223074e-11
n	0.20377317	0.79253614	0.003619008	6.815117e-05	3.614722e-06	4.2467477e-08	2.3493634e-09	1.6744314e-09	8.3626883e-10
o	0.05077369	0.70673436	0.23439899	0.0072559947	0.00083631155	7.1064335e-07	4.1837747e-08	2.5160996e-10	1.6512751e-11
m	0.060976937	0.7668518	0.15530027	0.016704211	0.00016664388	7.510349e-08	4.412478e-09	3.8610484e-10	3.4022327e-10
i	0.088595666	0.1499148	0.7019002	0.021423059	0.03767996	0.00046960652	1.6604914e-05	8.8918355e-08	2.598192e-09
l	0.059166286	0.32336155	0.3632208	0.25380823	0.00044204577	1.0629103e-06	2.4596076e-08	4.7188133e-09	2.9636675e-09
ì	0.079592176	0.16005974	0.68336374	0.023242835	0.052611794	0.0010985188	3.0733772e-05	5.0913764e-07	8.698177e-09
s	0.11480379	0.33189127	0.4312921	0.1021884	0.019712608	0.00010907886	2.2022496e-06	1.06481586e-07	3.65205e-07
i	0.026318794	0.21626696	0.37481618	0.33634314	0.044191785	0.002021618	4.1332096e-05	1.4095323e-07	1.5127405e-08
a	0.059265275	0.094737574	0.18263292	0.5706934	0.09237594	0.00028303656	1.1798426e-05	1.54754e-08	4.818001e-08
t	0.06233858	0.0822562	0.13649613	0.4138455	0.30067784	0.0043291375	5.6367524e-05	5.7152757e-08	2.758922e-07
ù	0.037013147	0.049327724	0.08920275	0.232432	0.5346447	0.05302017	0.004179626	0.000150448	2.946934e-05
t	0.05810692	0.066155456	0.08998871	0.25534755	0.49417442	0.035068855	0.0011527099	2.8757047e-06	2.4532571e-06
t	0.035106417	0.047564097	0.08660437	0.31733233	0.44107407	0.07202732	0.00028865412	8.497627e-07	1.9421532e-06
o	0.031532336	0.019049227	0.038176723	0.41484344	0.3666459	0.12932828	0.00042063204	3.1081847e-06	2.703036e-07
p	0.06456112	0.06692215	0.07271107	0.115176626	0.34285894	0.3055049	0.031656824	0.00049918535	0.000109189394
r	0.025270032	0.028318413	0.041817177	0.10318125	0.41412428	0.36473638	0.020664647	0.0008199375	0.001067934
à	0.01162907	0.020399038	0.019939208	0.09981229	0.55119723	0.2766	0.019895837	0.00029855536	0.00022877283
m	0.04458758	0.04766413	0.05673139	0.11609075	0.47118947	0.13110541	0.12769778	0.0022214334	0.0027120225
m	0.028183961	0.03256089	0.03564652	0.06296065	0.22951572	0.41812322	0.18395087	0.0063818404	0.0026763557
a	0.025207061	0.029816424	0.01003171	0.12529607	0.2436707	0.5013963	0.06260512	0.0016539647	0.0003226676
m	0.03786747	0.038280416	0.039412487	0.046635035	0.097267866	0.22437577	0.46973398	0.018702045	0.027724985
e	0.027190648	0.03540857	0.035551876	0.04513386	0.10154698	0.24324012	0.42525157	0.033758804	0.05291761
t	0.03167974	0.031859398	0.032242518	0.034663714	0.05059026	0.09561749	0.41498998	0.16346318	0.14489374
i	0.015264388	0.025915563	0.024473773	0.03425327	0.050899807	0.121782616	0.43176743	0.14131257	0.15433055
n	0.026906887	0.027007008	0.027213804	0.02850942	0.036819186	0.06002776	0.2888357	0.32730874	0.17737155
A	0.023459284	0.023658868	0.023709718	0.025069214	0.03375656	0.056417853	0.26023299	0.42537773	0.12831774
n	0.030988744	0.031064203	0.031271946	0.03253996	0.040686782	0.06301789	0.3056412	0.26089397	0.20389535
n	0.025302297	0.025436586	0.025639528	0.027033346	0.03593132	0.06106381	0.29964206	0.27733344	0.22261766
a	0.06995841	0.119922906	0.03168915	0.06652935	0.09062552	0.052381083	0.3167667	0.14495933	0.10716753
</S>	0.018591875	0.018621713	0.018673472	0.019019732	0.021258587	0.027056547	0.100446776	0.3624985	0.4138328
