 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.99982053	0.0001758227	3.2182236e-06	3.979207e-07	1.9835342e-09	2.5092832e-09	1.1188852e-08	1.1459077e-09
ò	0.99976605	0.00023242948	1.4004696e-06	7.341758e-08	4.772641e-10	1.6458807e-09	1.3055568e-10	1.4233222e-11
t	0.935584	0.0643993	1.648991e-05	1.1619518e-07	1.1469289e-08	1.9373788e-08	8.698418e-10	8.3214086e-10
t	0.8024595	0.19703619	0.0004956033	8.647258e-06	1.1231294e-08	2.373768e-08	4.6486534e-10	2.479673e-11
i	0.9999312	6.6418645e-05	2.15165e-06	2.6475328e-07	5.9264493e-10	1.6635313e-09	4.8067134e-10	3.4619394e-11
ì	0.5624793	0.4355007	0.002019096	8.830274e-07	2.3067153e-09	1.0474295e-08	7.4751794e-10	6.5100264e-10
r	0.12395602	0.86317366	0.012869616	7.246266e-07	1.26634205e-08	1.3359736e-08	6.649303e-10	9.300498e-10
t	0.10874971	0.7610556	0.13001882	0.00017129106	1.3120259e-06	3.2647336e-06	5.90286e-09	9.399442e-10
e	0.78556436	0.21390319	0.0005159047	1.8744081e-06	7.6119886e-07	1.3587144e-05	3.4261987e-07	6.865008e-10
o	0.123501524	0.56555873	0.30974224	0.0011970623	4.1376128e-07	4.4925205e-08	1.3242828e-09	1.8484934e-09
G	0.058109425	0.16987537	0.7368788	0.035096604	3.960137e-05	1.5777564e-07	2.1187149e-10	6.946986e-10
i	0.37910843	0.07160255	0.44266912	0.101581104	0.004436633	0.00059690414	5.1378256e-06	1.0942416e-07
o	0.062199622	0.12984061	0.66437423	0.14344135	0.00014280158	1.2765249e-06	1.6116239e-08	8.3089816e-08
v	0.081964605	0.11854949	0.43423262	0.36121684	0.004034294	1.6869827e-06	1.7321014e-08	5.077206e-07
à	0.18150485	0.07446569	0.5040968	0.20097531	0.035178587	0.0036991446	5.6882778e-05	2.2672912e-05
n	0.049481235	0.07062048	0.3040524	0.49261698	0.082766786	0.00045979762	6.7460076e-07	1.6175809e-06
n	0.032617517	0.07851589	0.4244082	0.32364962	0.13900723	0.0017988052	1.0646089e-06	1.6595424e-06
i	0.17747714	0.15199894	0.5082756	0.13802376	0.023331178	0.0008863414	1.4689414e-06	5.54854e-06
e	0.041285474	0.048796874	0.1328606	0.6450887	0.12401481	0.0079451	3.3174615e-06	5.055187e-06
A	0.07363775	0.0790054	0.12786582	0.6910389	0.027296118	0.0010425602	3.3002596e-06	0.00011023345
n	0.048866495	0.05296368	0.09616111	0.5385604	0.26180696	0.0014338931	8.882852e-06	0.00019860559
n	0.07146771	0.07606548	0.12448725	0.60481113	0.11896106	0.0041192034	1.073073e-05	7.747988e-05
a	0.10869701	0.052426428	0.105778344	0.54870534	0.18173075	0.0025692529	5.077458e-05	4.2104446e-05
g	0.091576815	0.093245596	0.11133861	0.3612148	0.19717367	0.13623685	0.0036563284	0.0055573243
i	0.1181473	0.034293536	0.094563335	0.40213716	0.30160487	0.03317525	0.011308051	0.0047705104
à	0.045307934	0.044219285	0.050644927	0.13114546	0.40509653	0.31002206	0.0021153418	0.011448491
ì	0.029065685	0.030044986	0.039726026	0.17441103	0.4227251	0.2826633	0.017931322	0.003432592
c	0.026623672	0.027223157	0.033113584	0.11609866	0.30096748	0.38638917	0.08262353	0.026960736
h	0.15525445	0.1547783	0.15834436	0.19584869	0.17101108	0.15706465	0.0008450889	0.0068533397
e	0.27294502	0.032982793	0.07541156	0.1170351	0.2533698	0.16312547	0.035038467	0.050091714
p	0.024983816	0.024878932	0.02553059	0.03284261	0.06656475	0.17912593	0.28643686	0.35963652
l	0.068201385	0.028234728	0.046065405	0.08783903	0.1412199	0.13131003	0.13115206	0.36597756
ò	0.3141791	0.07730308	0.073118374	0.054699786	0.13328648	0.14043209	0.050722793	0.1562583
s	0.021926379	0.02198286	0.022515267	0.02897363	0.059426	0.15788013	0.37091717	0.31637856
o	0.033397578	0.031127257	0.03308897	0.0460998	0.101937845	0.22269247	0.18090025	0.35075578
n	0.026086938	0.025872715	0.026022376	0.027254824	0.03199825	0.048715558	0.32527447	0.4887749
t	0.031044966	0.030622752	0.031006854	0.03368454	0.04388643	0.08370388	0.5084028	0.23764779
a	0.023824414	0.007043805	0.0108550275	0.023183808	0.0534393	0.16450143	0.6290406	0.08811162
</S>	0.022823596	0.022761486	0.022829866	0.02354799	0.026425833	0.03670504	0.34007472	0.50483143
