 	non	ti	dimentichiamo	mai	</S>
e	0.9974044	0.0019384936	0.0005436036	0.00010973142	3.7113023e-06
s	0.75014603	0.24982846	2.2771303e-05	1.0987549e-06	1.5658168e-06
e	0.80599105	0.16251685	0.031107413	0.00038427612	5.282889e-07
a	0.19179255	0.8059086	0.0022961232	2.413099e-06	3.1111279e-07
l	0.18531573	0.4972195	0.3149226	0.0019102807	0.0006319438
l	0.09575732	0.1437909	0.7168521	0.03902445	0.004575165
i	0.65195256	0.26756343	0.0670432	0.0110604325	0.0023803771
m	0.15687609	0.6590324	0.107065275	0.07550256	0.0015237335
o	0.063185416	0.22348118	0.669478	0.027485056	0.016370308
n	0.1504845	0.28068858	0.4743564	0.081979096	0.012491398
ù	0.040828448	0.13376719	0.44361675	0.29517716	0.08661046
m	0.039567247	0.07913027	0.12708117	0.6814505	0.072770864
e	0.05457343	0.07436154	0.15831226	0.43305916	0.2796936
m	0.033949986	0.03599175	0.04980624	0.58818585	0.29206616
à	0.070269585	0.11309954	0.16084304	0.5426864	0.11310144
i	0.021151343	0.022612203	0.033828024	0.44307742	0.47933102
</S>	0.029259644	0.030396162	0.039505124	0.5198161	0.38102293
