 	è	che	stanno	ancora	alzati	</S>
è	0.987468	0.007990268	0.0035927824	0.000938977	6.680054e-06	3.1239858e-06
n	0.92771095	0.06990005	0.002387837	1.0288957e-06	6.532183e-08	1.0992254e-07
a	0.4707106	0.3685489	0.16060711	4.2210922e-05	8.42378e-05	6.9490216e-06
s	0.057216715	0.3857595	0.5568859	0.00013740206	3.5904552e-08	4.147357e-07
t	0.11179514	0.21659015	0.6157533	0.04848098	0.004924903	0.002455514
a	0.1557775	0.37176844	0.47186497	5.661218e-05	3.6005092e-06	0.000528836
s	0.06271101	0.22718483	0.6836538	0.026275609	8.365683e-05	9.111223e-05
ù	0.0802929	0.3006407	0.4992898	0.04971423	0.002823337	0.06723901
n	0.08247841	0.12325265	0.51435345	0.2713792	0.00092060934	0.007615655
e	0.06802158	0.15240368	0.5644851	0.19666004	0.006707019	0.011722594
a	0.03497637	0.046762686	0.16538285	0.5776156	0.14161624	0.0336463
n	0.032845877	0.03891087	0.09606991	0.44440174	0.35869235	0.029079242
k	0.11549877	0.116280526	0.13398807	0.12600465	0.07373533	0.43449262
ò	0.26222858	0.35562167	0.079292126	0.0075287847	0.009458685	0.2858702
r	0.014791126	0.018437454	0.055915244	0.22995447	0.3311554	0.34974632
a	0.15193798	0.13974455	0.20459159	0.26826578	0.032520756	0.20293935
o	0.070544675	0.07165176	0.082275845	0.12504135	0.03535386	0.61513245
r	0.021303209	0.021664387	0.024831485	0.05969575	0.39562938	0.4768758
t	0.03146112	0.03228154	0.034180123	0.04969082	0.18984053	0.66254586
ì	0.044584997	0.08274337	0.116797574	0.0008546421	0.004069201	0.7509502
</S>	0.025941554	0.026081381	0.027378429	0.04051397	0.32740495	0.5526797
