 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.66940004	0.32845023	0.0020681142	5.959805e-05	2.0938269e-05	9.701424e-07	4.7866987e-08	1.1502591e-08	1.1330243e-08	1.20947075e-08	1.2833585e-08	1.0448049e-08	1.0444483e-08	1.0592479e-08
p	0.07092186	0.92900246	7.561795e-05	1.6055361e-08	1.1419181e-09	8.7464613e-10	9.796525e-10	9.2506053e-10	7.9421425e-10	7.512646e-10	6.5809275e-10	3.7719436e-10	1.6000411e-10	1.5056417e-10
e	0.85856986	0.055701803	0.0036306009	0.07063828	0.011033332	0.00041828628	7.5439266e-06	2.440347e-07	3.4154358e-08	1.5746817e-08	3.724164e-10	4.6302885e-11	2.4000508e-11	2.0554122e-10
t	0.23502794	0.7609658	0.0039016437	0.00010112221	3.3671256e-06	6.1186284e-08	1.7133805e-09	1.5344414e-09	7.2628015e-10	7.063989e-10	2.4573713e-10	1.372827e-10	1.2974705e-10	1.3188933e-10
à	0.30543315	0.56792104	0.025617981	0.078588955	0.021890031	0.0005176066	3.1233703e-05	7.410897e-08	1.6567175e-09	1.5233256e-09	7.3225134e-11	2.9703958e-12	2.7220216e-12	4.1745726e-12
c	0.08828602	0.3679494	0.53986686	0.00385492	3.627741e-05	5.737167e-06	5.7919965e-07	1.4115778e-07	2.3761409e-08	3.8644785e-08	1.2138703e-09	4.3179366e-11	1.5448347e-11	5.07048e-11
i	0.17234586	0.594537	0.2198341	0.012324074	0.0008997193	5.8555845e-05	7.337855e-07	5.7744525e-09	1.6801827e-09	1.9388376e-10	1.8643902e-11	8.852091e-12	7.2507642e-12	1.0332496e-11
a	0.045544848	0.15732263	0.5435181	0.25127584	0.0023316697	6.8688223e-06	2.2609122e-08	4.989067e-09	2.6920208e-09	1.98384e-09	3.4073117e-10	7.615221e-11	5.731323e-11	8.588979e-11
e	0.041195538	0.06610913	0.45657572	0.39049056	0.0449852	0.00064126257	2.482786e-06	9.0882985e-08	7.318343e-09	3.0222504e-09	1.590452e-10	6.2720856e-11	2.6991447e-11	3.8572572e-11
t	0.15669346	0.16854984	0.22345074	0.23961575	0.1646607	0.04671313	0.00029692985	1.7713928e-05	1.4037313e-06	2.530262e-07	3.7222354e-09	6.554565e-10	1.9496331e-10	1.5754504e-09
o	0.34001967	0.15514472	0.0030680608	0.048653137	0.11548268	0.018948354	0.31826878	0.00036635948	4.5301138e-05	2.8307595e-06	6.7165004e-08	8.064843e-10	1.7881745e-10	1.6655011e-09
s	0.058106966	0.06304296	0.21630014	0.38589573	0.26569104	0.00877478	0.0021654293	1.8439845e-05	4.3421833e-06	1.2508009e-07	1.2903327e-08	3.8966403e-09	3.0418459e-09	5.6034613e-09
ò	0.089455195	0.09603178	0.13439517	0.19282559	0.15249431	0.086490214	0.24621369	0.0018822497	0.00020689954	4.6837195e-06	1.2747755e-07	1.0254344e-08	5.638284e-09	1.414731e-08
z	0.0439876	0.045917343	0.12234013	0.18796447	0.5257641	0.06930651	0.0046939603	2.249273e-05	2.0529246e-06	7.541398e-07	3.967142e-07	3.7612818e-08	1.703303e-08	1.3035309e-07
u	0.02244912	0.026078932	0.16207385	0.24136408	0.34637225	0.15093511	0.049768254	0.0009146931	3.9047023e-05	4.678389e-06	2.5266575e-08	1.6232031e-09	6.096981e-10	5.1899423e-09
m	0.070236735	0.07128927	0.10869553	0.1429598	0.49612713	0.09255975	0.01780693	0.00024460565	7.5784e-05	3.9781435e-06	5.2621004e-07	1.0011991e-08	1.908105e-09	3.9476102e-08
e	0.053334475	0.051074926	0.026676226	0.08928683	0.13590974	0.0574505	0.515737	0.055842217	0.014259204	0.00042868886	1.8040781e-07	4.0533035e-09	1.0360126e-09	1.7501314e-08
e	0.08617619	0.08658187	0.10099613	0.11935257	0.32817113	0.22461912	0.0477737	0.005365304	0.00092562835	3.3897963e-05	3.703336e-06	2.0064176e-07	2.1128962e-08	4.7044662e-07
s	0.041145477	0.041398197	0.050123397	0.05764487	0.16591656	0.35854927	0.26689187	0.010858636	0.007331698	0.00012637222	1.2001514e-05	1.6639171e-07	3.4414402e-08	1.465758e-06
ò	0.030138347	0.029340813	0.022161502	0.054832004	0.14291039	0.10547944	0.4210483	0.12521522	0.065017715	0.003853596	1.6439444e-06	6.787058e-08	3.1545476e-08	9.1547986e-07
z	0.049574874	0.049790774	0.05745821	0.06441832	0.16212939	0.33331472	0.26423994	0.014145648	0.0047015194	0.00021712264	5.471158e-06	9.42702e-07	1.14110854e-07	2.8668746e-06
u	0.021887673	0.022148719	0.032627765	0.046455912	0.19041449	0.3140439	0.26495272	0.088056736	0.015269872	0.0041157096	1.2162569e-05	1.0222875e-06	6.658597e-08	1.3288682e-05
n	0.10762413	0.10773751	0.11008848	0.11432727	0.15403935	0.21211143	0.13949397	0.036760304	0.011558673	0.006132482	3.1890253e-05	1.4847949e-05	1.4866575e-06	7.812655e-05
f	0.031197788	0.031138534	0.0328608	0.0366222	0.07140864	0.1473481	0.16294077	0.27609774	0.19291443	0.017399142	6.677485e-05	1.3474645e-06	5.1357254e-08	3.6290921e-06
à	0.0428274	0.013805588	0.0011598314	0.008613911	0.03250157	0.013499576	0.20246162	0.064786196	0.20759074	0.3994072	0.013257334	3.0108005e-05	1.649423e-06	5.7258334e-05
i	0.03811428	0.038236424	0.042469747	0.04603883	0.09714824	0.21129435	0.23357089	0.06873522	0.20219922	0.017416524	0.0023854033	0.0019449499	0.00021071095	0.00023519038
