 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.8712139	0.12802772	0.00028885147	0.0004018443	3.766965e-05	1.2020624e-05	1.4591025e-05	2.2750444e-06	5.7721223e-07	4.3082252e-07
n	0.9629154	0.036884747	0.00019981163	1.48567985e-08	2.1469975e-09	1.8143508e-09	1.6615253e-09	1.623324e-09	1.6194707e-09	1.5096221e-09
ì	0.29226348	0.5353341	0.17022598	0.0020505097	0.00012571133	2.4776983e-07	2.863935e-08	5.5421695e-10	1.7467108e-10	3.5913841e-12
c	0.07981035	0.17203373	0.68048346	0.06724634	0.00042544308	5.915266e-07	8.398341e-08	9.003253e-09	8.24628e-09	3.0823326e-09
h	0.13132931	0.16476612	0.6724502	0.031413447	3.905834e-05	1.0107107e-06	8.672408e-07	7.769326e-10	1.4856893e-10	2.6448817e-11
a	0.8010796	0.13692293	0.057967797	0.0040092324	1.9972418e-05	3.1051874e-07	2.0973275e-07	2.7895988e-10	1.7646845e-10	4.8248367e-12
d	0.06921676	0.22970398	0.5589363	0.1419482	0.00019453761	1.2153245e-07	3.499797e-08	3.101781e-10	1.7920052e-10	1.6215872e-10
ò	0.106488675	0.24541315	0.5686514	0.06784901	0.010654005	0.00083280704	0.000110559675	3.8266745e-07	5.4654117e-09	2.0495598e-10
n	0.066451564	0.14239207	0.5547196	0.22966759	0.0067360587	3.1629494e-05	1.3078591e-06	7.114304e-08	3.699596e-08	3.3189853e-08
t	0.0442749	0.122197144	0.477616	0.35143062	0.0043197717	0.00012538259	3.622076e-05	1.5481832e-09	4.274936e-11	7.3067385e-11
a	0.78757274	0.03255675	0.13680783	0.04280757	0.00017074404	5.5492455e-05	2.218821e-05	6.626137e-06	9.412171e-08	8.080751e-09
t	0.053991087	0.0646899	0.15200257	0.62804526	0.09874798	0.002482976	4.0167186e-05	5.7257203e-08	1.2480952e-08	1.439739e-08
a	0.07959716	0.049925152	0.064030774	0.70098513	0.09270719	0.012239822	0.00049947115	1.5161529e-05	7.808595e-08	5.0597283e-08
s	0.05377391	0.05768852	0.09055191	0.48658565	0.30515847	0.0059301923	0.000310568	3.793571e-07	1.1939426e-07	1.932582e-07
ì	0.043262854	0.042302933	0.068177104	0.48718908	0.28090957	0.07486991	0.0031836974	0.0001028113	1.06150914e-07	1.9184245e-06
n	0.032884404	0.034709863	0.04837508	0.24428885	0.46128976	0.17105322	0.0073955692	2.2431213e-06	3.8116025e-07	5.740711e-07
n	0.026281048	0.030222908	0.062620044	0.36012483	0.4046935	0.11034437	0.005708228	4.9313608e-06	9.016855e-09	7.078798e-08
e	0.028616227	0.024849735	0.02813426	0.4073875	0.46285567	0.04786682	0.00026319514	2.6052867e-05	2.4290378e-07	3.3383478e-07
f	0.027566923	0.028221773	0.03347411	0.117665924	0.40874264	0.15880428	0.22548194	3.992478e-05	2.2675611e-07	2.2406398e-06
a	0.097731024	0.071220405	0.05497351	0.38986388	0.32017988	0.044554986	0.0070113447	0.014226817	0.00011876966	0.00011949736
ì	0.039026376	0.037831087	0.037770234	0.08406537	0.31779963	0.390868	0.09151997	0.0010402971	2.6778794e-06	7.647766e-05
c	0.023660308	0.024231266	0.028351707	0.09082721	0.33350444	0.3792213	0.119654365	0.0003937809	2.815016e-06	0.00015278872
h	0.04752118	0.049058765	0.05103734	0.079956554	0.26426518	0.4605846	0.045864206	0.0016881903	1.0150821e-05	1.3904887e-05
a	0.38551307	0.044123292	0.038531028	0.1087363	0.16750835	0.19369824	0.004115091	0.056899656	0.00023730687	0.0006375982
a	0.025727047	0.025921747	0.0263632	0.034758154	0.08968463	0.2297415	0.4111778	0.14783628	0.00023152452	0.008558108
n	0.039966248	0.040075127	0.040932562	0.053257164	0.1355811	0.29944202	0.19877014	0.16766319	0.0055538556	0.018758575
o	0.074232824	0.070259385	0.06429218	0.08774019	0.17090718	0.28838477	0.01662823	0.20819108	0.013258395	0.0061057517
ì	0.08190271	0.061256055	0.040056646	0.08590223	0.13748644	0.10513902	0.29689184	0.15345563	0.020984665	0.016924756
s	0.04688663	0.0470705	0.048395786	0.066179894	0.1856401	0.44538996	0.1372526	0.015678858	0.00071929983	0.006786345
o	0.0690827	0.04664552	0.027391082	0.07825409	0.16499414	0.2800647	0.0113828825	0.2895839	0.014132029	0.01846897
n	0.04691437	0.043022744	0.03718766	0.04714969	0.05278718	0.06995567	0.20568395	0.21646133	0.19734186	0.083495565
t	0.032888144	0.032126535	0.030841291	0.03405552	0.041124213	0.060921654	0.069815055	0.23936528	0.38299698	0.07586532
a	0.29491913	0.01446057	0.013710476	0.012578388	0.0050474973	0.0032578898	0.0026302526	0.5484182	0.097059354	0.007918213
k	0.021567306	0.021276912	0.0206443	0.022064814	0.024666324	0.03248825	0.09677601	0.11534478	0.26074183	0.3844294
a	0.042198736	0.011637003	0.0041303127	0.028934535	0.024097849	0.008329088	0.004166087	0.18896902	0.6257033	0.061834104
v	0.022662723	0.022626922	0.020963749	0.023625556	0.024778983	0.028114706	0.053273592	0.061857603	0.24525747	0.49683878
r	0.042254858	0.010322924	0.0036033308	0.02855789	0.02474566	0.009099768	0.005588474	0.1428962	0.6016329	0.1312979
è	0.038050212	0.08254815	0.040445875	0.09701084	0.2732986	0.09110308	0.0068244203	0.16645263	0.06684687	0.13741939
c	0.023250552	0.023259811	0.0232889	0.023659363	0.025799397	0.032136686	0.08486563	0.091051154	0.15454514	0.51814336
h	0.057994712	0.058847077	0.056947406	0.058713883	0.06229067	0.07016985	0.113193326	0.0951852	0.3381732	0.08848468
i	0.045501675	0.22487164	0.21319124	0.04850347	0.16733609	0.03007213	0.00088875374	0.078711726	0.03830342	0.15261988
</S>	0.010189094	0.029622467	0.029352322	0.028934276	0.030620571	0.031986788	0.025365986	0.030971732	0.14007014	0.6428866
