 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.99803096	0.0019648385	2.8815978e-06	1.3313545e-06	2.5584952e-09	3.677453e-08	2.9396527e-09
i	0.99816257	0.0018356269	1.6968047e-06	6.2628665e-08	1.3283641e-08	1.3093671e-08	1.1794856e-08
ù	0.9112195	0.08876779	1.2634467e-05	8.694836e-08	4.3393618e-09	3.6461507e-09	2.471244e-09
m	0.23353554	0.7070789	0.059318677	6.6677465e-05	1.3638395e-07	4.118727e-08	1.5404744e-08
è	0.3356479	0.6553193	0.008756488	0.00027554692	5.867854e-07	2.3901808e-07	2.4193117e-08
s	0.18593918	0.79433644	0.019715298	8.932876e-06	1.504617e-07	4.20383e-08	3.0835118e-08
a	0.14840803	0.78624654	0.06500742	0.00033799707	7.354096e-08	3.2919612e-08	2.600954e-08
è	0.16699713	0.49559492	0.33522323	0.002183788	9.820726e-07	5.5303758e-08	1.00433635e-08
n	0.0776786	0.17283921	0.68538463	0.06403576	5.1332976e-05	1.02743725e-05	1.8101952e-07
a	0.14444354	0.1815425	0.599682	0.07421668	0.00010741922	5.317132e-06	2.5503487e-06
v	0.105735786	0.11818793	0.40318623	0.3395635	0.021951823	0.011142684	0.00023217511
à	0.11818179	0.1077122	0.21609834	0.5303754	0.020528113	0.006128029	0.0009760931
l	0.034352884	0.040451903	0.18890634	0.46973446	0.24897285	0.016945427	0.0006361825
i	0.03810765	0.04929404	0.28798798	0.5651925	0.05607036	0.0032041227	0.00014337528
è	0.07777561	0.07935415	0.1110449	0.2524118	0.3391502	0.12506029	0.015203052
n	0.043001093	0.044897426	0.08737306	0.26845002	0.48776302	0.042906966	0.025608413
a	0.16649993	0.16761132	0.2041326	0.35411918	0.104009196	0.0026498204	0.0009780104
t	0.07064736	0.071184725	0.07595228	0.09625765	0.40994057	0.19985524	0.07616222
a	0.04588554	0.049081884	0.054638963	0.12779374	0.38837862	0.27108854	0.063132696
p	0.061579097	0.061979447	0.06567345	0.08152865	0.32974136	0.30368578	0.09581214
p	0.019268788	0.018783238	0.017249571	0.03485216	0.15108258	0.3752247	0.38353896
è	0.046129607	0.10254372	0.0016094144	0.11405417	0.0010325098	0.7291525	0.005478081
t	0.014775624	0.014958422	0.01872808	0.03547226	0.2229175	0.36037344	0.33277467
o	0.0949421	0.104570344	0.093325235	0.13037583	0.25979695	0.14365795	0.17333163
</S>	0.027644273	0.027708754	0.02795524	0.02924427	0.049161896	0.25922468	0.5790609
