 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.99830294	0.0013620186	0.00018119336	7.676235e-05	7.1357594e-05	4.891026e-06	4.9309693e-07	2.5007316e-07
ì	0.9941603	0.005832565	6.020787e-06	5.7541854e-07	3.5642515e-07	1.2535288e-07	5.80525e-08	2.5792943e-08
n	0.9744699	0.025459893	6.799879e-05	2.0118096e-06	2.2660589e-07	3.040779e-08	8.0513285e-10	1.0089488e-08
i	0.43770164	0.56150234	0.0007807133	1.5179405e-05	9.775104e-08	3.685028e-09	1.2723753e-09	1.5536475e-10
e	0.18786128	0.8118493	0.0002807631	8.226713e-06	4.8554574e-07	5.022095e-09	3.227445e-10	6.9985595e-10
n	0.12147563	0.2702067	0.37512255	0.22837304	0.004668277	0.00015273059	3.2407473e-07	7.5832554e-07
è	0.09112264	0.19301471	0.4461399	0.24890034	0.016500156	0.0042675575	5.436887e-05	3.4963122e-07
r	0.094876125	0.21739675	0.19843613	0.4814812	0.0071517895	0.0006501542	3.4874718e-06	4.339169e-06
k	0.040637247	0.11548104	0.4307783	0.3127745	0.0946758	0.005598754	5.6126746e-06	4.875193e-05
o	0.02336966	0.15304612	0.811123	0.010470786	0.0019759948	1.349478e-05	7.4516765e-07	1.7460145e-07
t	0.042987917	0.08437379	0.30210897	0.42794836	0.13357897	0.008749343	0.00023392832	1.871978e-05
t	0.01975738	0.088454746	0.59618753	0.1557181	0.13158579	0.00770503	0.00054860546	4.2819214e-05
e	0.10917703	0.025200048	0.5519393	0.08456589	0.22757816	0.0012084775	4.35392e-05	0.00028751418
e	0.0530663	0.06441198	0.13187715	0.36520118	0.33700016	0.047201745	0.000475113	0.00076635083
t	0.030185401	0.03357169	0.05184229	0.16643831	0.26670772	0.42138022	0.02104016	0.008834134
u	0.008273059	0.044351306	0.22605157	0.055393368	0.56473476	0.049903955	0.034088813	0.01720311
s	0.027120372	0.02962716	0.042035952	0.11472645	0.19287704	0.4462239	0.11521942	0.032169648
m	0.023301367	0.030795151	0.04282424	0.06429975	0.1567945	0.19391842	0.32285005	0.16521652
è	0.20339401	0.036868956	0.042924106	0.017588248	0.024749042	0.009644904	0.28321964	0.3816112
n	0.023407364	0.024609098	0.03155207	0.07195293	0.11882018	0.31675655	0.07482241	0.33807942
o	0.025184415	0.03156574	0.07124953	0.24414562	0.17465773	0.22224285	0.14955164	0.08140243
m	0.019525606	0.019999571	0.022446457	0.036595777	0.054553345	0.22666174	0.3066007	0.31361684
e	0.014418299	0.03860103	0.059997175	0.0236716	0.09243079	0.17253833	0.5329781	0.06536467
t	0.018275637	0.018685324	0.019913202	0.026382197	0.034467403	0.13315889	0.33055604	0.41856137
r	0.00991098	0.044199213	0.06169454	0.037278473	0.07120225	0.19047967	0.52720153	0.0580333
ò	0.004087826	0.025063043	0.037559267	0.003541325	0.008169529	0.017227689	0.89702576	0.0073255394
m	0.01742448	0.01765981	0.019037902	0.026551241	0.034503818	0.14018637	0.38700733	0.357629
e	0.018183535	0.026108785	0.027947837	0.03074058	0.035246454	0.10508415	0.45006385	0.3066248
</S>	0.02549672	0.025645768	0.025933545	0.027351985	0.02901518	0.05050844	0.29561275	0.52043563
