 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.99265456	0.0073050237	3.86262e-05	1.7662425e-06	9.9929984e-08	5.1955915e-09	3.0893204e-09
t	0.99747294	0.0025130643	8.896756e-06	4.9551068e-06	1.0744065e-08	5.968674e-11	8.7122705e-12
e	0.99896777	0.0009453937	8.575497e-05	9.950882e-07	6.8540764e-08	1.7544795e-09	6.1166544e-11
k	0.4065132	0.5934739	1.2511057e-05	4.3024954e-07	4.9663065e-09	3.2578347e-09	2.9523222e-09
a	0.6027364	0.20379272	0.17062397	0.017951583	0.004862326	3.268425e-05	3.0562117e-07
m	0.13443099	0.85213196	0.013217853	0.00021812203	1.0520287e-06	6.184527e-09	7.546864e-09
m	0.36641958	0.35624403	0.25076872	0.017741136	0.008652225	0.00017195684	2.3218004e-06
è	0.79629683	0.12670298	0.067811504	0.008074255	0.0010920934	1.4981747e-05	7.286711e-06
n	0.2040057	0.61380196	0.17360723	0.0082072625	0.00034352188	3.3470318e-05	7.887267e-07
i	0.11414634	0.6512471	0.12656324	0.10493486	0.0030953914	1.27241265e-05	3.8319828e-07
s	0.051200304	0.13311127	0.3014594	0.5120139	0.0022108115	4.2976167e-06	7.2852764e-08
t	0.08137752	0.13505267	0.72510296	0.049062863	0.008193584	0.0011730664	3.741187e-05
o	0.25240058	0.11527098	0.59113	0.017522981	0.023539633	4.7940288e-05	8.7906745e-05
g	0.09047886	0.12187398	0.43510503	0.3469293	0.0055030836	0.0001032371	6.4924957e-06
i	0.061749265	0.09266382	0.67481357	0.06733644	0.07485262	0.024315074	0.004269254
a	0.04414126	0.052672405	0.21201578	0.63276803	0.05753425	0.00053133676	0.00033686112
r	0.028814152	0.03503252	0.15543684	0.54377276	0.19500701	0.03947072	0.0024660316
d	0.09041496	0.09382808	0.25853452	0.13102011	0.32224765	0.08744218	0.016512485
ì	0.118677214	0.0007319096	0.54482067	0.011184308	0.3224916	0.00011130516	0.0019829522
n	0.029366896	0.031624082	0.07680393	0.36860144	0.2757346	0.16261378	0.055255257
o	0.03264016	0.03355772	0.121583246	0.49660894	0.23291616	0.04979369	0.032900117
s	0.047907256	0.048363224	0.058087226	0.14166693	0.31740463	0.1627581	0.2238126
t	0.05330598	0.051326867	0.07532723	0.08340916	0.44725886	0.18083496	0.108537026
o	0.106605515	0.0051375832	0.15989494	0.02388128	0.6791733	0.017001085	0.008306205
c	0.04234689	0.042562865	0.046774425	0.08106101	0.16096552	0.15665647	0.46963283
ì	0.021974089	0.021499015	0.028379662	0.08307245	0.20030966	0.48436204	0.16040316
p	0.018647803	0.01881374	0.021788254	0.04763715	0.111857206	0.4330275	0.34822837
o	0.024748495	0.0246773	0.027370691	0.039601546	0.10121456	0.4360409	0.3463465
</S>	0.025654582	0.025682194	0.026404688	0.03162794	0.046504445	0.35912877	0.48499733
