 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.98178375	0.018084247	5.998559e-05	7.062767e-05	1.3065871e-06	9.764071e-09	2.3357341e-08	7.6065145e-09	1.265055e-08	6.0580256e-09
l	0.9114152	0.088504836	7.581007e-05	3.9789843e-06	1.5125921e-07	6.935981e-09	2.101666e-08	4.8942312e-09	4.576724e-09	2.1817375e-09
ì	0.8429995	0.05277869	0.03361967	0.055400614	0.0151960375	2.2042677e-06	3.0015487e-06	7.828824e-08	2.0140695e-07	3.8496561e-10
k	0.21277618	0.77374536	0.013474765	3.5322842e-06	1.16572096e-07	1.4458413e-08	3.0867536e-08	2.5703233e-08	2.5629554e-08	7.044774e-09
o	0.40622663	0.57514864	0.017262403	0.0013394443	2.2820803e-05	3.139125e-08	2.7549081e-08	1.1771157e-08	3.5967445e-09	5.442247e-10
e	0.20834033	0.68971384	0.10116302	0.0007494105	3.3343473e-05	3.666923e-08	1.0999144e-08	6.0016356e-09	5.7171743e-09	3.4342964e-09
n	0.09604077	0.14479047	0.5629909	0.16608267	0.030081583	1.2003983e-05	1.5595116e-06	2.3090085e-08	7.2687083e-09	9.022648e-10
p	0.06737309	0.08683847	0.2887537	0.48031223	0.073229164	0.00279166	0.0006401961	6.106359e-05	4.7622996e-07	1.4557896e-08
r	0.06455853	0.0032245396	0.005137233	0.90038425	0.018374804	0.001994092	0.005945906	0.00031765402	6.309519e-05	4.5211586e-09
a	0.033674724	0.0046746586	0.019997817	0.92678297	0.010367244	0.00032861298	0.004035082	5.289757e-05	8.601507e-05	2.4522253e-08
t	0.033517648	0.057741594	0.28349423	0.28773156	0.333082	0.0031590154	0.0012255762	4.720394e-05	1.100987e-06	1.234504e-07
ì	0.047119632	0.05914582	0.2614084	0.4819737	0.106415235	0.009604391	0.030171739	0.0040572905	8.784188e-05	1.5979691e-05
m	0.036882434	0.04332967	0.113190986	0.11116236	0.59425956	0.09739213	0.0035226413	0.0002412412	1.8039344e-05	9.3165625e-07
à	0.03123097	0.038255762	0.1261566	0.30463636	0.41823834	0.03488136	0.04271667	0.0034446272	0.00042464028	1.4666332e-05
i	0.025107844	0.027199883	0.048600886	0.09914947	0.43191373	0.24198534	0.115552105	0.010407726	6.485765e-05	1.8140934e-05
n	0.02595389	0.02724127	0.039692942	0.07014435	0.36761647	0.23054609	0.15721974	0.08082415	0.00015638606	0.0006047322
e	0.05557114	0.055711653	0.065251	0.08284815	0.30955017	0.06224775	0.30154222	0.06691775	0.0003289701	3.115804e-05
m	0.059207205	0.05918336	0.061032604	0.06582564	0.13864322	0.2549051	0.14189078	0.20543517	0.0018763123	0.01200066
m	0.106428355	0.027501991	0.040987477	0.15956081	0.08351746	0.019459417	0.4845744	0.0629574	0.014065325	0.0009474341
è	0.5908765	0.15531865	0.08677109	0.04614458	0.042414736	0.00037875553	0.06287014	0.0064018494	0.0010682404	0.0077554598
n	0.023406714	0.02378838	0.027473249	0.036616337	0.16723682	0.22725537	0.32534456	0.14577933	0.014205124	0.008894143
o	0.033973407	0.030395493	0.039002214	0.057713527	0.17269742	0.10695411	0.28895792	0.24431361	0.011610276	0.014382063
m	0.025059856	0.025128853	0.025939073	0.027904887	0.056771938	0.16154864	0.1477817	0.35681742	0.12308139	0.04996631
i	0.049163617	0.029469633	0.032698352	0.05690779	0.06270254	0.067376636	0.2583378	0.30718702	0.061762836	0.07439376
n	0.027365463	0.02716439	0.027370846	0.02895379	0.043354698	0.098001726	0.09212621	0.2560259	0.2520747	0.14756228
a	0.019948397	0.019868834	0.020314053	0.02149694	0.03808914	0.09844043	0.09665581	0.26174894	0.30447385	0.118963614
l	0.02473188	0.024686517	0.02499643	0.02607309	0.038864505	0.090725616	0.080124095	0.23209845	0.3171766	0.14052287
i	0.04460986	0.03078147	0.03604759	0.047040466	0.038868643	0.03773981	0.112215936	0.2117696	0.20662168	0.23430493
p	0.021480942	0.020407507	0.019632114	0.02243033	0.02783678	0.048692383	0.045509867	0.12888733	0.3436103	0.32151243
ù	0.038267035	0.020467617	0.0235329	0.04101971	0.024727909	0.01753739	0.068161555	0.11159421	0.4345866	0.22010507
n	0.01649624	0.016510796	0.016660692	0.01700945	0.021769395	0.04074724	0.03776995	0.11315321	0.3124418	0.40744123
a	0.03835685	0.038018767	0.038100768	0.036246333	0.036231734	0.03940426	0.055414807	0.14763846	0.49070224	0.07988583
</S>	0.027609987	0.027580388	0.027529513	0.027697459	0.028539283	0.030476896	0.03103621	0.042628255	0.18171254	0.5751895
