 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.9961593	0.0037493508	5.4589287e-05	2.7290545e-05	8.277275e-06	8.3091993e-07	1.0241062e-07	3.46393e-08	2.665133e-08	2.2617654e-08	2.2511694e-08	2.325191e-08	2.2504867e-08	2.407453e-08	2.2386365e-08
ì	0.9416561	0.0583424	5.794501e-07	7.4095624e-07	1.4108798e-07	2.8957173e-08	2.1031761e-08	1.2336516e-08	1.2202697e-09	7.00306e-11	1.7042032e-10	4.4601883e-10	1.5430707e-10	2.0300621e-10	1.27055e-10
n	0.9012508	0.09867091	7.56111e-05	2.510922e-06	7.1170504e-08	2.9335894e-08	7.519767e-09	6.6557178e-09	5.278933e-09	4.0648332e-10	8.98103e-10	4.764054e-09	7.6516843e-10	1.061011e-09	1.1723679e-10
o	0.38868245	0.6112417	6.419144e-05	1.1575464e-05	6.969287e-08	1.24881065e-08	3.2904443e-10	2.0468434e-10	4.0642163e-11	1.0227474e-11	1.0323902e-11	1.9539826e-11	3.881765e-11	6.348667e-11	5.844704e-12
ì	0.21503781	0.78493667	2.4882873e-05	6.097081e-07	2.6964033e-09	4.3618607e-09	3.72047e-10	4.8752663e-10	2.2712131e-10	1.9931037e-10	1.9607334e-10	2.2610082e-10	2.0335156e-10	2.0452041e-10	1.2568262e-10
t	0.15490147	0.81718546	0.022201521	0.0057096304	1.6537267e-06	8.561501e-08	6.1090425e-08	7.1896054e-09	4.248756e-08	3.297114e-09	2.5968743e-09	5.97699e-09	1.5263906e-09	2.0219346e-09	2.8859248e-10
s	0.18212177	0.64061105	0.106928356	0.07015369	0.00015419765	3.0670526e-05	2.0821625e-07	2.8484752e-08	4.3421613e-09	4.943518e-10	2.929703e-10	1.6802197e-09	2.2128016e-10	4.4451134e-10	1.13828814e-10
e	0.32506287	0.6698962	0.0048299883	0.00016630112	7.0359233e-06	3.651291e-05	6.4654023e-07	3.7033226e-07	1.5332998e-07	1.1585256e-08	3.4342498e-09	4.394417e-09	1.7809179e-09	1.1768679e-09	2.6259772e-10
r	0.16619872	0.6698864	0.13379693	0.030089242	2.7125261e-05	1.241619e-06	3.5317834e-07	3.2428833e-08	1.285531e-08	2.8960094e-09	7.912614e-10	1.3961353e-09	4.319214e-10	3.96432e-10	3.0211175e-10
e	0.05415866	0.30445218	0.4166184	0.22381344	0.0007912442	0.00016497442	1.0375263e-06	5.5964016e-08	3.173901e-08	7.8896584e-11	2.4031185e-11	6.602441e-10	2.8088016e-11	8.844176e-11	3.3986548e-12
k	0.09253862	0.2014139	0.55982006	0.14558901	0.0006123842	2.2813028e-05	2.9036835e-06	1.7822023e-07	5.588952e-08	2.8048968e-09	9.722183e-10	1.8011153e-09	3.0152636e-10	2.6895144e-10	3.1234404e-10
a	0.0685152	0.10562166	0.6522618	0.16105993	0.0051498604	0.0072949636	6.723323e-05	2.5984575e-05	3.2856715e-06	4.4487845e-09	8.608552e-10	1.3359235e-08	2.5189303e-10	8.145269e-10	7.0908583e-12
s	0.060226496	0.10114367	0.41528782	0.393108	0.02782017	0.002378686	2.894565e-05	1.5992251e-06	4.499704e-06	1.5077843e-08	1.3265249e-08	1.3871111e-08	5.085764e-10	5.7615296e-10	8.643423e-10
ì	0.024605962	0.069984615	0.34801984	0.41597772	0.04865515	0.091988824	0.00050432427	0.00019514952	6.801559e-05	2.2314443e-07	1.9786448e-08	1.6064843e-07	3.8466723e-09	1.9302626e-09	2.0399208e-11
m	0.06398534	0.099522196	0.24082169	0.5716935	0.015451531	0.007763402	0.00048769804	0.00023772744	3.4110166e-05	1.7306224e-06	5.441487e-07	4.14079e-07	3.5597477e-08	2.1506251e-08	2.371923e-08
m	0.025315749	0.04875719	0.2536605	0.43853822	0.12929523	0.10131974	0.0018760669	0.0011834734	5.3696036e-05	4.517752e-08	6.859468e-09	4.7985207e-08	2.2586368e-09	7.000935e-10	2.814929e-11
e	0.0178529	0.039175503	0.601223	0.10500141	0.008369948	0.21777312	0.00093611894	0.009667003	8.694894e-07	5.2051778e-08	1.1848386e-08	7.468413e-08	1.8694356e-08	7.408505e-10	1.5033531e-10
r	0.03634149	0.04258805	0.10085353	0.26819557	0.37587595	0.17536464	0.0006203337	7.825123e-05	8.07804e-05	1.1564164e-06	4.9908827e-08	1.4586061e-07	1.7135223e-09	4.2903614e-09	4.839496e-09
i	0.017259393	0.027720671	0.12994398	0.27201182	0.27131665	0.24634062	0.021436308	0.012946387	0.0010033884	1.9111734e-05	5.8772923e-07	9.223459e-07	1.4406783e-07	1.2015532e-08	1.2301962e-10
è	0.03952248	0.04234647	0.06729939	0.1556257	0.41402894	0.27371863	0.006373637	0.0008422685	0.00023591534	6.200382e-06	1.658789e-07	2.1850605e-07	4.0204053e-09	8.684117e-09	6.0358496e-09
f	0.040812645	0.05049712	0.1410206	0.40538615	0.24685204	0.08469137	0.018293226	0.0073145116	0.0050931717	3.3146247e-05	3.1475136e-06	2.46304e-06	2.5326749e-08	2.8406843e-08	2.967226e-07
r	0.025049517	0.026804138	0.04691248	0.10513048	0.2810005	0.33695567	0.077042185	0.076989196	0.024000654	9.069128e-05	1.4327935e-05	5.346789e-06	4.7711096e-06	6.856292e-08	2.5190362e-08
ì	0.031736925	0.013552733	0.13012269	0.037201498	0.02652856	0.6268975	0.017382892	0.11617939	0.0003818556	8.308384e-07	1.9158908e-06	1.2640177e-05	4.8948647e-07	4.8256155e-08	1.4008671e-08
s	0.07582235	0.077445336	0.09049995	0.13809642	0.29030308	0.23150632	0.034146573	0.03540872	0.024648083	0.0019774411	7.715463e-05	6.5090346e-05	1.2410211e-06	1.0451802e-06	1.1805226e-06
k	0.015901454	0.017322551	0.034814958	0.08048276	0.23978743	0.2712802	0.13370866	0.0991164	0.104263574	0.0030037072	0.00024052091	7.1236325e-05	5.9156287e-06	2.0728581e-07	4.282305e-07
o	0.01786286	0.011658897	0.055185948	0.017145446	0.008905452	0.68156767	0.022611456	0.18295002	0.0020286602	2.7586511e-06	4.6955156e-06	7.5553246e-05	2.1723794e-07	2.0865981e-07	1.0972941e-07
è	0.046845924	0.047307085	0.050014526	0.058990266	0.108434156	0.14806093	0.22658975	0.28190386	0.024901329	0.00669692	0.00018783232	4.869245e-05	1.810802e-05	1.11472204e-07	5.2550274e-07
t	0.051458303	0.052368123	0.059853196	0.086143315	0.23336743	0.29194602	0.09018765	0.08013931	0.035346128	0.018242499	0.0006740865	0.00024280668	1.498445e-06	9.44751e-07	2.8649454e-05
s	0.023959626	0.023889683	0.030720303	0.030882638	0.07313139	0.10952505	0.18562452	0.2394168	0.26723468	0.014262655	0.0011342156	0.00016326482	3.800815e-05	4.882324e-06	1.2292611e-05
i	0.029071895	0.007994007	0.033145398	0.007504488	0.014613918	0.1454806	0.1737239	0.49055684	0.095527515	0.00033944295	0.0007876153	0.0011812022	7.851213e-06	6.49163e-05	3.8032792e-07
c	0.061310664	0.061507717	0.0629943	0.0649538	0.0787944	0.09100481	0.14314379	0.2088184	0.1670928	0.03215628	0.014690734	0.012602459	0.0008736199	9.0910765e-07	5.5270793e-05
h	0.029418556	0.02953897	0.031344626	0.034909286	0.059952375	0.047825042	0.17817923	0.075064026	0.35448152	0.117198855	0.035206985	0.006665341	0.0002003104	9.773868e-06	5.0968983e-06
r	0.0048370864	0.0046910197	0.031394403	0.0036728156	0.0029410166	0.15110967	0.08696465	0.66050977	0.034781788	0.0020954763	0.005772086	0.0103962915	8.4605854e-05	0.00070767733	4.1610336e-05
ò	0.006640887	0.008226268	0.024739036	0.00957673	0.0049990863	0.2562607	0.050312795	0.5831107	0.03875913	0.0026690934	0.009144426	0.005136632	0.00013860286	0.00021865168	6.730451e-05
c	0.060311515	0.06045156	0.061572984	0.0652317	0.08479474	0.09666885	0.09551829	0.12033185	0.05293445	0.2617839	0.018522631	0.0138882715	0.007168425	7.916867e-05	0.00074165233
e	0.02487232	0.024920603	0.0262448	0.027803062	0.041577034	0.050717644	0.1064596	0.15684211	0.29143223	0.20403665	0.036372975	0.007944967	0.0006889335	4.7164423e-05	3.984709e-05
e	0.03865405	0.038766693	0.038844734	0.03912121	0.039273847	0.0414268	0.046517104	0.052169472	0.078871615	0.19146207	0.15478006	0.1752272	0.06315917	3.453799e-05	0.0016914638
n	0.039400615	0.039417084	0.039571	0.03991545	0.042025395	0.037826147	0.051154085	0.035367336	0.095912166	0.37813967	0.082854226	0.058404915	0.055140536	4.300579e-05	0.00482829
è	0.029457672	0.029194463	0.034520794	0.02921942	0.037345253	0.028466526	0.060286544	0.026306272	0.15540709	0.25553346	0.19960329	0.10939193	0.0032036663	4.0093233e-05	0.0020235449
k	0.03078397	0.030798346	0.03104824	0.03145101	0.034248225	0.0358846	0.045177467	0.056090597	0.084206454	0.37422526	0.089936376	0.038938995	0.11514453	2.8371247e-05	0.0020375021
a	0.026822954	0.026609547	0.030405106	0.026764529	0.03233867	0.037554115	0.053081874	0.07339142	0.1400238	0.21777241	0.16114968	0.15249105	0.008296237	0.0006899562	0.01260859
n	0.027571432	0.027542077	0.028289212	0.02753712	0.028776208	0.02910373	0.030752193	0.03252721	0.040079236	0.09834225	0.121184714	0.1848148	0.29053143	0.011355452	0.021592967
n	0.023011439	0.023008382	0.023268694	0.023099843	0.023688417	0.023851268	0.026403118	0.026464755	0.038975462	0.120465755	0.16107549	0.217328	0.23970495	0.0037374918	0.025916943
e	0.012318242	0.01168421	0.060873628	0.009877148	0.040758263	0.07102755	0.074223354	0.080035195	0.050972924	0.022344528	0.058744542	0.26342586	0.1969248	0.012900761	0.03388898
o	0.019757029	0.019781735	0.019884292	0.01984795	0.019954566	0.019471036	0.021716306	0.018400434	0.029918713	0.08884273	0.12052907	0.1561448	0.26449016	0.019920977	0.16134024
b	0.027447075	0.027450506	0.02752542	0.027552016	0.028046047	0.026038999	0.03012972	0.02235166	0.040522944	0.117041804	0.1354584	0.17266276	0.27853188	0.009981253	0.029259553
à	0.009315307	0.008008454	0.04342006	0.0056155194	0.0101406425	0.04214772	0.03646618	0.061163828	0.022806307	0.03430059	0.07412127	0.47033304	0.03992787	0.07718713	0.0650461
g	0.0126020275	0.012604854	0.012632734	0.012704646	0.013112276	0.013371319	0.01491096	0.016725902	0.02425715	0.08952441	0.123116195	0.15497208	0.27612218	0.07075732	0.15258597
n	0.014144915	0.013973278	0.017954942	0.013521084	0.017739292	0.01901859	0.02067768	0.022976287	0.029720142	0.0677259	0.12752335	0.19409654	0.2564653	0.047350686	0.13711207
o	0.0022042848	0.013396533	0.013129444	0.006839963	0.00026162877	0.21382262	0.0021372158	0.36632565	0.0037772397	0.0066667884	0.014187913	0.23224786	0.045177527	0.055664606	0.024160763
</S>	0.016209157	0.016347758	0.016223336	0.016367227	0.014736802	0.016622286	0.01614461	0.017739693	0.020141529	0.042367674	0.059470408	0.0850395	0.27394345	0.13604149	0.2526051
