 	sono	stato	sempre	poveretti	</S>
ì	0.9966456	0.0028152713	0.00051894644	1.8065317e-05	2.0005457e-06
m	0.9514149	0.048583113	1.7132423e-06	7.6242884e-08	2.4099182e-07
e	0.12729724	0.8716953	0.0009971862	5.856402e-06	4.471512e-06
s	0.22845721	0.7715294	1.3457986e-05	1.6157925e-08	1.68873e-08
t	0.05392175	0.94237465	0.0037025765	1.0422732e-06	2.8154824e-08
a	0.009848639	0.9879274	0.002219819	3.9451043e-06	2.579653e-07
m	0.21994358	0.72277236	0.057233974	4.8393897e-05	1.7542466e-06
m	0.16002075	0.7864308	0.04713819	0.0020690446	0.0043412237
è	0.0059551056	0.89399755	0.09942376	0.00039618838	0.0002272862
n	0.291817	0.510039	0.19761963	0.0003103033	0.00021409111
a	0.12898019	0.59543544	0.19645835	0.007107167	0.0720188
p	0.141942	0.23614956	0.5812527	0.013731214	0.026924562
à	0.055840507	0.111696884	0.5381013	0.1112964	0.18306492
n	0.06480805	0.07839668	0.42336768	0.18505472	0.24837287
t	0.10129956	0.10278683	0.6917437	0.039945	0.064224966
a	0.08507446	0.2865045	0.5899305	0.020218216	0.018272381
t	0.05593195	0.057712883	0.14153576	0.31132618	0.43349317
e	0.031759106	0.037340492	0.133036	0.36349592	0.43436843
c	0.05012349	0.050901085	0.08489165	0.55701417	0.25706962
h	0.023447512	0.02395277	0.05109761	0.4036544	0.49784768
ù	0.011346275	0.07699233	0.13242951	0.7418551	0.03737678
d	0.020272601	0.020805415	0.049148194	0.41179165	0.49798214
d	0.02379991	0.024568446	0.04997241	0.3934457	0.5082135
h	0.0067020725	0.028505642	0.5358019	0.4106124	0.018377991
i	0.009658409	0.008550908	0.21777381	0.71127117	0.052745685
</S>	0.027151953	0.027933728	0.034716114	0.31114426	0.5990539
