 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.9993488	0.0006327464	1.7893617e-05	4.7118812e-07	1.8273866e-08	2.7219361e-08	4.686453e-09	3.2148604e-09
à	0.9989593	0.0010388285	1.8240112e-06	2.7958846e-08	8.955239e-10	1.7114117e-09	3.404227e-11	1.473331e-11
o	0.9764237	0.02356189	1.3561089e-05	6.6927663e-07	8.114254e-08	5.2639972e-08	6.068474e-10	4.060878e-09
c	0.093232736	0.90576565	0.001001397	1.7304123e-07	1.9128333e-08	1.4669279e-08	3.6365966e-10	3.0070454e-10
e	0.10028678	0.87767935	0.022030082	3.7633397e-06	8.421823e-09	2.173889e-08	5.005061e-10	3.4956336e-11
r	0.034527056	0.73664796	0.22882284	2.0716561e-06	2.2815204e-08	2.9066198e-09	1.8629093e-10	3.932197e-10
k	0.18854916	0.6991846	0.018094568	0.09374567	0.0003765607	4.9329497e-05	5.751392e-08	3.088691e-08
è	0.8392367	0.14887322	0.011801839	8.729593e-05	5.141562e-07	3.7087713e-07	9.961239e-09	6.3959584e-09
o	0.07170921	0.49185115	0.43629488	0.00013115442	1.1975851e-05	1.2926631e-06	1.8464779e-07	2.2557894e-07
n	0.040521014	0.29435837	0.65696657	0.008135887	1.7744092e-05	4.778949e-07	1.3460465e-09	2.5998235e-09
t	0.16697915	0.42915595	0.24004103	0.16372998	7.973827e-05	1.3649027e-05	5.083081e-07	7.9417956e-10
a	0.57654	0.35191703	0.023747804	0.04514046	0.0015734293	0.0010796962	1.1161679e-06	4.508247e-07
è	0.061858717	0.111056745	0.70578057	0.1208366	0.000426032	4.0083592e-05	7.6125815e-07	4.783216e-07
n	0.043100417	0.078632995	0.5115301	0.365583	0.0011375517	1.4866157e-05	1.4596147e-07	9.077291e-07
a	0.18337764	0.20809522	0.4265018	0.15741177	0.024140283	0.00044248617	2.9928608e-05	9.069499e-07
f	0.123522304	0.1327186	0.2539666	0.26148835	0.21557285	0.01254729	9.271578e-05	9.127626e-05
ù	0.0975087	0.087047264	0.027963622	0.5843353	0.16195065	0.029946297	0.010980544	0.00026769497
r	0.047003623	0.052057724	0.13535547	0.46464366	0.27845487	0.021218413	0.0010775146	0.00018876295
n	0.022297442	0.028108487	0.13091259	0.3572152	0.4366886	0.017636092	0.0046199667	0.0025215754
o	0.27884462	0.06084871	0.031090952	0.38724908	0.23576534	0.005659164	7.989975e-05	0.00046224156
k	0.029889312	0.030703347	0.04346303	0.108698644	0.35489666	0.40340254	0.014151863	0.014794614
a	0.063840866	0.052588563	0.027464233	0.23905906	0.45651463	0.049437743	0.09352635	0.017568495
k	0.045955524	0.04584158	0.052504398	0.08033438	0.24744958	0.46140167	0.017065283	0.049447585
à	0.05079939	0.033422176	0.012614537	0.08509892	0.21776114	0.088387	0.436491	0.0754258
n	0.022190174	0.022428524	0.025859784	0.04294113	0.13997278	0.2673755	0.29819882	0.18103322
n	0.043821365	0.044021945	0.05005152	0.0857584	0.18486089	0.40585244	0.1141137	0.071519695
i	0.1253302	0.04255299	0.03894106	0.10132048	0.13506258	0.24844313	0.27668592	0.03166359
r	0.019301359	0.019349895	0.020388786	0.025132112	0.055152595	0.14899735	0.33152586	0.38015196
ù	0.026713444	0.022924615	0.017153013	0.03522487	0.09235481	0.17646888	0.5647698	0.06439058
s	0.018244173	0.018294351	0.01903638	0.022460928	0.043396756	0.11199895	0.39462632	0.37194213
t	0.017230691	0.016246349	0.018240048	0.023642551	0.06453943	0.16526075	0.35756934	0.33727095
i	0.03385154	0.016791567	0.0056590624	0.027074927	0.07654004	0.46550557	0.3660391	0.008538125
k	0.024761727	0.024675507	0.024938311	0.02581772	0.030558417	0.04785484	0.2886369	0.53275657
u	0.030411461	0.02562845	0.025819764	0.030087765	0.049427498	0.10430422	0.59258956	0.14173123
</S>	0.030082796	0.02989623	0.030136457	0.030608285	0.033025626	0.042198997	0.24642186	0.5576298
