 	il	muro	vuole	uno	specchio	</S>
o	0.9989103	0.0009100435	0.00017897444	5.074038e-07	7.288933e-08	1.3534529e-07
t	0.9821408	0.01694247	0.00091364037	1.1786136e-06	3.0973882e-07	1.4875108e-06
ì	0.1404024	0.84027886	0.019299714	1.509698e-05	2.742217e-07	3.5948217e-06
c	0.54637	0.45196253	0.0016642436	1.8673604e-06	2.6802363e-07	1.0714178e-06
h	0.2664552	0.7223975	0.011144873	1.5783592e-06	3.6044698e-09	8.617861e-07
o	0.3381089	0.65560985	0.0062795756	1.3966679e-06	1.0303025e-07	2.120054e-07
t	0.069577284	0.41260612	0.517603	0.000209945	7.5194905e-08	3.53799e-06
è	0.07844687	0.41024464	0.50877446	0.0014443994	0.00019543718	0.0008942623
l	0.06921661	0.19050351	0.723489	0.016360903	3.7828545e-06	0.00042621436
i	0.051669877	0.27032873	0.677119	0.00043691284	1.3589107e-05	0.0004319211
n	0.16037785	0.19766074	0.60681975	0.016666513	0.002920974	0.015554134
a	0.069557175	0.096847706	0.4283279	0.08399112	0.11976298	0.20151313
n	0.05538782	0.06717018	0.20204268	0.5858784	0.018817343	0.07070355
g	0.025785938	0.030547442	0.08327676	0.24841374	0.20774564	0.40423054
h	0.06798866	0.043504816	0.05300864	0.004107933	0.8134891	0.01790088
i	0.029930584	0.036226787	0.2152906	0.059414998	0.6411365	0.01800048
a	0.01981638	0.022024011	0.045730498	0.08848555	0.36056426	0.46337932
l	0.01707948	0.01851393	0.033539183	0.16973087	0.33604747	0.4250891
ì	0.027010823	0.027488438	0.033141304	0.035543974	0.3566273	0.52018815
</S>	0.024156868	0.024632305	0.02939185	0.08334692	0.29019907	0.54827297
