 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.99955374	0.00034345803	7.7974895e-05	2.3192195e-05	1.4865604e-06	4.174756e-08	2.0789019e-08	2.1333182e-08	2.4104786e-08	1.9693088e-08
t	0.99890447	0.0010947199	5.4621034e-07	4.01331e-08	1.0674394e-07	2.5284221e-08	1.13061e-08	1.0154052e-08	2.697911e-08	5.7854804e-10
s	0.2490271	0.71933913	0.03067001	0.000820339	0.00014059537	2.2812242e-06	3.473729e-07	1.6906435e-07	8.067609e-09	9.793226e-10
e	0.94693047	0.052993856	1.061689e-05	6.396164e-05	9.623928e-07	1.3150742e-07	1.4223398e-09	1.4507194e-09	1.4929459e-10	4.1362064e-10
r	0.7452564	0.2545306	0.00021169864	1.1765904e-06	1.111619e-07	7.630575e-09	1.0327313e-09	1.0927392e-09	6.0632486e-09	4.660002e-10
e	0.3392662	0.64257556	0.016508123	0.0016293582	2.0620355e-05	7.7183905e-08	6.2368716e-10	6.5570754e-10	7.9369983e-10	2.3309032e-11
k	0.2000767	0.7737289	0.026053831	0.00013764338	2.9423738e-06	1.0707446e-08	1.1341995e-09	1.0384561e-09	2.8203246e-09	4.397821e-10
a	0.11473517	0.6253709	0.13877977	0.11629932	0.004538102	0.00027607512	5.382059e-07	1.5886306e-07	1.4437301e-09	7.836706e-11
k	0.108167775	0.38061172	0.45137697	0.059206232	0.0006300474	7.1195554e-06	7.9078525e-08	2.560079e-08	4.6435424e-09	1.2050998e-09
à	0.07777056	0.3861617	0.19915001	0.32546422	0.0072682644	0.0040939585	8.3600935e-05	7.5531575e-06	1.9378689e-07	1.7699404e-09
n	0.09529	0.21607476	0.5613094	0.11631804	0.010829999	0.00017177456	4.585336e-06	1.3066012e-06	5.483539e-08	1.3307881e-08
n	0.05046147	0.19677852	0.50064635	0.10362382	0.14736253	0.0011161974	1.1083267e-05	4.8586188e-08	1.9541375e-09	2.8423028e-10
i	0.07850231	0.42427397	0.31207618	0.14381462	0.041204203	0.00010663	2.0763971e-05	1.1882566e-06	5.2457e-08	1.3523541e-09
t	0.04536652	0.072230265	0.41980726	0.11731198	0.29023477	0.055031702	1.7079183e-05	4.3459428e-07	4.540135e-08	2.4887985e-09
s	0.015728232	0.07302439	0.27616745	0.57907623	0.052194625	0.0033206313	0.00042707907	5.9451093e-05	1.9180234e-06	1.6121213e-08
ì	0.14562838	0.019457076	0.053537726	0.7503205	0.030888937	9.43594e-05	6.0678136e-05	1.2080974e-05	2.9060314e-09	3.006835e-07
c	0.06936356	0.07535055	0.16141371	0.30641225	0.25207514	0.13445751	0.0009048014	2.1390837e-05	1.0065331e-06	3.4280248e-08
h	0.021536449	0.030803816	0.1616716	0.23380908	0.4269201	0.11675513	0.0078251865	0.0006757437	2.7109306e-06	2.5644053e-07
r	0.011467575	0.024172254	0.03961757	0.85934544	0.06376572	0.0008353108	0.00051275745	0.00024219343	6.530466e-08	4.1190102e-05
a	0.040597476	0.008420401	0.012746235	0.9075494	0.0293242	0.0008608207	0.0004255972	5.040205e-05	1.9096053e-08	2.539501e-05
c	0.036704306	0.038131278	0.06313115	0.119282015	0.34839487	0.26148695	0.1267675	0.0060461	5.301905e-05	2.8276327e-06
e	0.05740784	0.069722496	0.07841851	0.1416965	0.24701013	0.17552081	0.2222691	0.0078785885	7.3728406e-05	2.2286883e-06
e	0.0321193	0.033074975	0.03933459	0.042821467	0.1305624	0.43705094	0.21059172	0.07182613	0.0024958306	0.0001225888
n	0.059299003	0.059750956	0.06491916	0.0528837	0.13495776	0.5067029	0.09647544	0.022018379	0.0024683247	0.0005243744
ì	0.037162032	0.06508857	0.073887475	0.044920456	0.18733372	0.3691172	0.11820651	0.102200456	0.0018999347	0.00018364798
c	0.03213756	0.032801736	0.036888756	0.044584762	0.09324277	0.36336192	0.35647687	0.03844408	0.0011503134	0.00091121893
h	0.04794234	0.04929721	0.05373287	0.05918526	0.1165487	0.38546908	0.24624391	0.04097391	0.0005154652	9.1225156e-05
e	0.03398998	0.11800498	0.08295406	0.17009464	0.076333344	0.044247296	0.21429229	0.25693494	5.2184114e-06	0.0031432386
n	0.021076256	0.02109611	0.021756342	0.023458831	0.03172173	0.09496434	0.18280266	0.33089265	0.18203442	0.090196654
a	0.029648231	0.031170564	0.031852446	0.034779113	0.04854429	0.1374819	0.2516508	0.40975052	0.009789325	0.015332749
n	0.021391531	0.022588823	0.023007723	0.02161979	0.028568456	0.063918985	0.07630329	0.2324141	0.39259163	0.11759568
a	0.032336876	0.03302053	0.033558093	0.0340242	0.04031839	0.08118247	0.14244576	0.3740397	0.16855432	0.060519706
t	0.022153683	0.029183187	0.02960289	0.020142553	0.03641834	0.077056825	0.04101015	0.16165249	0.5037011	0.07907869
è	0.021603491	0.038288623	0.038554374	0.039080985	0.03154596	0.019897547	0.04672909	0.2853281	0.13152215	0.34744972
t	0.016454803	0.016525153	0.016722834	0.01709604	0.019172791	0.034400314	0.062023737	0.16584869	0.3390736	0.31268206
s	0.02045599	0.026747303	0.026892006	0.0274399	0.030105947	0.047347266	0.08231235	0.22668776	0.3440799	0.1679316
i	0.08029912	0.09772919	0.020613331	0.4222178	0.01452657	0.0024589645	0.020850493	0.1021925	0.0004983367	0.23861364
</S>	0.025308514	0.024905464	0.02451526	0.025642077	0.025347548	0.028356351	0.033464804	0.057175566	0.20773661	0.5475478
