 	io	non	ho	cosa	da	mangiare	</S>
e	0.9883853	0.011598558	1.0103656e-05	2.3197179e-06	3.6289277e-06	8.140397e-09	3.385453e-08
v	0.9831055	0.016769854	0.00010817821	1.4914739e-05	1.1600492e-06	4.941575e-08	4.334271e-07
ò	0.8116046	0.1552711	0.03190155	0.000735012	0.0004877056	7.33085e-09	1.9104755e-08
e	0.25044933	0.7493404	0.0002031368	6.703965e-06	2.4797185e-07	5.2130726e-08	1.11456515e-07
n	0.13615844	0.84502184	0.017655633	0.0010987421	6.5152475e-05	2.892937e-08	2.2773533e-07
è	0.095581405	0.46708986	0.41273406	0.020205928	0.004388462	1.7287022e-07	6.20862e-08
c	0.26163113	0.44947323	0.26732433	0.01632372	0.0052334163	2.210948e-06	1.1991261e-05
h	0.12677318	0.10276842	0.26754713	0.33159176	0.1707164	0.00011217442	0.0004909147
o	0.042668335	0.025364304	0.37414348	0.5485455	0.007885709	0.00072337536	0.0006693405
t	0.02058603	0.042978883	0.21977337	0.33384353	0.37256977	0.005326257	0.004922092
i	0.03569181	0.051147223	0.31912985	0.47179306	0.066260666	0.012174658	0.04380284
è	0.044910394	0.048929747	0.0880448	0.20729093	0.57779956	0.012965289	0.020059228
n	0.029536264	0.034564495	0.08448938	0.20527837	0.53346163	0.08915528	0.023514643
a	0.12632102	0.11960107	0.1062513	0.10087338	0.48905495	0.053992886	0.0039054402
f	0.04493447	0.045905676	0.051503	0.06770282	0.18721609	0.5128709	0.08986702
à	0.14684826	0.0363417	0.12165106	0.21480907	0.04952072	0.13791266	0.29291648
o	0.018280225	0.018760044	0.023073876	0.0370327	0.123399474	0.39414302	0.38531068
</S>	0.023344444	0.02369897	0.026407188	0.034802392	0.09148441	0.4274096	0.372853
