 	la	pasta	vuole	sale	</S>
i	0.98530823	0.014218251	0.0004647571	8.234705e-06	4.3769967e-07
p	0.16742714	0.83196664	0.00058609975	6.820677e-06	1.3247559e-05
à	0.33342013	0.6514198	0.014762529	0.0003955368	1.998575e-06
s	0.2728572	0.70117646	0.02596077	3.9698516e-06	1.5516716e-06
t	0.2623261	0.73230916	0.004953452	0.00039408443	1.7172786e-05
a	0.014076838	0.98581797	9.484487e-05	9.550014e-06	8.0052916e-07
ì	0.09276361	0.26089984	0.6425213	0.0036907152	0.00012455825
t	0.052528773	0.12942249	0.7298662	0.07900461	0.009177821
e	0.13718094	0.20899856	0.5799881	0.057646524	0.016185906
l	0.06266385	0.06746415	0.23644081	0.59598786	0.037443317
e	0.084869966	0.10853658	0.21105468	0.33131087	0.26422793
à	0.036406893	0.038122438	0.09829615	0.56751925	0.25965524
l	0.026660604	0.02945562	0.13821903	0.5575876	0.2480771
a	0.028486865	0.030076055	0.07677694	0.45781207	0.406848
</S>	0.039165974	0.039535422	0.04906573	0.22735485	0.64487803
