 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.9245412	0.07541277	3.0626932e-05	1.4245604e-05	7.839738e-07	2.664527e-07	7.951005e-08	8.069698e-09
v	0.99237156	0.0075750514	4.2034197e-05	9.165116e-06	1.7094343e-06	3.8912924e-07	7.52141e-08	3.2912364e-08
ò	0.08541961	0.90425324	0.006141759	0.004181776	3.3863587e-06	2.3226616e-07	3.4979817e-09	9.176234e-11
s	0.4289861	0.55608356	0.014747863	0.00018175758	5.8003525e-07	5.808675e-08	4.099131e-08	4.881022e-08
t	0.21395683	0.7342228	0.038227644	0.013553313	3.8888174e-05	4.594368e-07	2.3471653e-08	1.9455038e-09
i	0.3596693	0.6402052	8.684664e-05	3.7006852e-05	4.4771414e-07	9.661472e-07	1.8432841e-07	3.5620982e-11
z	0.18374965	0.44052485	0.3251058	0.050605405	1.425213e-05	4.3424485e-08	1.6131553e-09	1.5951986e-08
o	0.06788873	0.2734761	0.5076738	0.13445634	0.016452413	5.2508592e-05	1.0465255e-07	1.3987461e-08
ì	0.062095255	0.104403995	0.518129	0.31418967	0.0011790126	2.999774e-06	2.9390975e-08	4.201007e-08
m	0.0331545	0.06179208	0.4028784	0.4983234	0.003848162	2.7274152e-06	1.3026519e-07	6.1236216e-07
m	0.043614373	0.058996987	0.3001051	0.5096896	0.08738075	0.00020341681	5.328448e-06	4.4128487e-06
u	0.06752311	0.3016678	0.09831736	0.48890042	0.042041227	0.0015111595	3.8992996e-05	2.4437231e-08
ì	0.05984096	0.0647941	0.15537202	0.46067894	0.25796676	0.0012850446	5.31978e-05	8.979698e-06
m	0.042483095	0.047713026	0.1504558	0.46468773	0.29052982	0.003918334	0.00012883308	8.3232866e-05
e	0.05758217	0.061437763	0.10839263	0.2982978	0.46757856	0.004859201	0.00022298297	0.0016289453
p	0.11620944	0.11720812	0.1285301	0.17406549	0.2580053	0.196263	0.0050967326	0.004621794
à	0.0841171	0.091996156	0.09585799	0.12232169	0.41064256	0.16474456	0.016101768	0.014218179
n	0.061783534	0.06227542	0.070269234	0.10299775	0.17472932	0.40231717	0.08599484	0.03963278
t	0.08487661	0.08059633	0.09917647	0.16594294	0.31283063	0.21984436	0.022243757	0.0144888945
a	0.10175308	0.07237636	0.05029969	0.23599458	0.22451034	0.25637344	0.05616596	0.0025265436
p	0.053280894	0.05342524	0.055070695	0.061411053	0.074919894	0.3159149	0.20295078	0.1830265
o	0.0239818	0.024686797	0.025727656	0.030859703	0.055250775	0.31364423	0.25442	0.271429
l	0.039585542	0.039739445	0.040357675	0.042890247	0.04804909	0.16997182	0.3490667	0.27033943
e	0.021891251	0.023757651	0.020936837	0.017601877	0.032469198	0.24805354	0.44222143	0.19306818
m	0.02589535	0.025995115	0.026285809	0.027561586	0.03007784	0.09468946	0.32123244	0.44826236
i	0.022776699	0.026378008	0.022842478	0.018755108	0.028180415	0.14902261	0.5063512	0.2256936
m	0.022744259	0.022817364	0.0230137	0.023895938	0.02561306	0.07083647	0.32298937	0.4880898
m	0.023084885	0.026949786	0.02378209	0.02046459	0.027430879	0.10885938	0.507211	0.26221734
è	0.0052177696	0.02783085	0.0043661133	0.014355615	0.0053914147	0.1571398	0.7845199	0.0011785711
n	0.022106608	0.022152193	0.022285325	0.022923447	0.024098353	0.056182917	0.32365733	0.50659376
a	0.030719753	0.029810838	0.030814916	0.033025857	0.03576382	0.12205851	0.4295902	0.28821614
</S>	0.030015169	0.030053485	0.030116325	0.030418979	0.031018317	0.04557241	0.24595009	0.5568553
