 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.99794036	0.0020227148	3.4780303e-05	1.6270175e-06	4.5125827e-07	7.6792986e-08	1.3797378e-08	1.0598206e-08
a	0.99430084	0.005661002	3.8160124e-05	2.505006e-09	6.833522e-10	2.6637426e-10	1.3083882e-11	2.579088e-12
k	0.8162269	0.1837696	3.5361602e-06	2.6995632e-09	3.2437977e-09	1.794846e-09	4.185871e-10	3.0866856e-10
à	0.54062974	0.28501752	0.17225413	0.0020843968	1.2818543e-05	1.3667479e-06	1.9067912e-08	1.2198733e-09
j	0.25787508	0.7333175	0.008804847	1.8888305e-06	4.920983e-07	4.7697146e-08	2.7127296e-08	7.200972e-09
o	0.1803014	0.5485488	0.27068594	0.00046198434	1.0496414e-06	7.046099e-07	4.4391847e-08	3.6913947e-10
t	0.19115712	0.77442604	0.034328844	8.7608794e-05	3.896536e-07	2.8594181e-08	4.138109e-09	2.0648314e-09
r	0.092801295	0.4116844	0.47351554	0.021983523	7.1920476e-06	7.901465e-06	1.12713195e-07	6.16521e-10
a	0.13423894	0.69021446	0.17550479	4.0745024e-05	8.8152296e-07	1.4720618e-07	4.4469868e-08	3.9252787e-10
v	0.11525929	0.26587403	0.5947559	0.024095489	8.608592e-06	6.5921517e-06	1.2046935e-08	3.870698e-08
ù	0.05735878	0.21804944	0.5854007	0.13723674	0.0017771687	6.4410895e-05	0.00011270083	1.7638648e-08
d	0.081219636	0.15115477	0.6759223	0.08976707	0.0014419948	0.00049172185	1.2576282e-06	1.278041e-06
i	0.03418956	0.11871308	0.3988914	0.4400273	0.006720921	0.001445232	1.1968009e-05	6.389342e-07
a	0.082330056	0.09629606	0.22321995	0.5955682	0.0023344627	0.00024978802	1.2679428e-06	2.1512484e-07
i	0.060359016	0.06921896	0.06278768	0.8040769	0.0022552558	0.0011698791	0.00010845109	2.3864382e-05
g	0.15941313	0.16273421	0.09144385	0.5765047	0.003481591	0.0054929545	0.00066000177	0.00026952772
r	0.04710377	0.056034323	0.032117426	0.05962157	0.78470135	0.018803462	0.0014560462	0.00016205145
à	0.0051719816	0.009517	0.0042407513	0.028650036	0.9384069	0.013309078	0.00047787823	0.0002263389
f	0.07241997	0.07606904	0.11100539	0.64067787	0.035370316	0.021970712	0.04028614	0.002200554
u	0.037443414	0.039019976	0.04925044	0.25488833	0.5275502	0.08570255	0.0025794453	0.003565665
t	0.043196227	0.04344854	0.045304768	0.07752966	0.15464726	0.5030545	0.12414581	0.008673205
t	0.0383828	0.040349063	0.034731783	0.080515236	0.36311492	0.37247884	0.010598512	0.059828825
e	0.07211626	0.095641665	0.060552176	0.014792775	0.6051144	0.14728841	0.0014431264	0.0030512114
a	0.033755932	0.03386318	0.03440685	0.04445048	0.0735431	0.33714637	0.33159393	0.11124016
t	0.034415368	0.034477282	0.029973635	0.043585498	0.04457018	0.2806274	0.5053514	0.026999248
s	0.039262686	0.03982922	0.037174296	0.043047726	0.08819447	0.40656263	0.09812926	0.2477997
è	0.043612525	0.15985315	0.04294066	0.008464832	0.20007108	0.30926394	0.21106581	0.024728
n	0.023626568	0.023655351	0.023913858	0.027917208	0.03777601	0.16579083	0.32836837	0.36895174
ì	0.01909907	0.019173734	0.019577399	0.030175565	0.06101644	0.27756092	0.34961668	0.22378017
t	0.018457813	0.01847362	0.018604537	0.020759393	0.026788265	0.10910106	0.40446684	0.3833484
t	0.027392438	0.027808102	0.02523021	0.030330846	0.03578944	0.1040063	0.43669513	0.31274742
a	0.025131265	0.035580993	0.014059855	0.03512962	0.0799903	0.43107823	0.3514956	0.027534114
</S>	0.022194013	0.022225771	0.022234652	0.022811588	0.0243555	0.044874754	0.34669954	0.4946042
