 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.9415759	0.052642155	0.0056060976	0.00012852729	4.60477e-05	7.182688e-07	6.575032e-07
g	0.12575635	0.8730727	0.0011707529	2.5077912e-07	9.153159e-09	1.9937074e-09	2.329649e-09
e	0.93613535	0.0061387834	0.0033266277	0.054215267	0.00017996875	3.8617954e-06	1.2695198e-08
n	0.21361507	0.775995	0.010273981	0.00011334893	2.5953846e-06	1.9058801e-09	4.4960675e-09
i	0.2582379	0.6680758	0.050847735	0.022516254	0.0002735757	4.8429014e-05	4.3716182e-07
t	0.14210974	0.7418222	0.10892739	0.007139352	1.2856257e-06	4.9056785e-09	4.5603668e-09
ò	0.18774767	0.5257822	0.107871845	0.14197327	0.019084608	0.0174904	4.9954826e-05
r	0.047409944	0.21893288	0.6465602	0.08685193	0.00024304297	1.5763165e-06	5.23418e-07
u	0.08471333	0.4438919	0.3990647	0.07065321	0.0016601975	1.246877e-05	4.270733e-06
e	0.05365435	0.10146352	0.5217724	0.32285365	0.0002529014	2.9378468e-06	2.1285304e-07
n	0.07361565	0.083916515	0.38330296	0.3842106	0.07450387	0.00033130372	0.00011907822
è	0.17862102	0.12506476	0.24954171	0.14172906	0.27384433	0.030348046	0.000851041
n	0.15911323	0.16418481	0.3117549	0.19375744	0.15338236	0.015758263	0.0020490554
u	0.20347512	0.2019231	0.22704798	0.29658854	0.055417996	0.010742383	0.0048048557
s	0.15619917	0.1501605	0.14797534	0.20697197	0.12662894	0.18255684	0.029507238
s	0.1767726	0.056818414	0.01381787	0.14237623	0.41894174	0.15717468	0.034098472
c	0.26548925	0.03202446	0.034749582	0.24271053	0.35835552	0.033695202	0.032975458
e	0.032732558	0.001405983	0.017438194	0.58806866	0.25313714	0.10068348	0.0065339897
r	0.0261843	0.026933039	0.04832342	0.07506769	0.2386786	0.3550846	0.22972837
r	0.036212426	0.032556888	0.040413354	0.11280994	0.4537365	0.12425608	0.2000148
è	0.004392378	0.00023428726	0.005606333	0.10309328	0.4789266	0.3965476	0.011199545
t	0.024199685	0.024396854	0.034967415	0.04734354	0.15566994	0.49909523	0.21432729
s	0.023331465	0.018385004	0.012965306	0.043714937	0.099284574	0.49883428	0.3034844
u	0.076394044	0.004404904	0.038657356	0.31374824	0.35514703	0.20242463	0.009223788
m	0.024338013	0.024559345	0.025810177	0.02793839	0.04555592	0.34540278	0.5063954
e	0.04681706	0.021231037	0.005150937	0.048418175	0.07531583	0.64181924	0.16124777
m	0.024204895	0.024271619	0.024711723	0.026028125	0.03529166	0.3554887	0.51000327
à	0.061287545	0.021174366	0.0043270867	0.055862583	0.05553884	0.65298504	0.1488246
i	0.02111889	0.0211523	0.022086559	0.02314666	0.03480668	0.37632173	0.5013672
</S>	0.02690797	0.026923165	0.027468255	0.028067904	0.03451821	0.32576478	0.53034973
