 	ho	finito	di	scrivere	</S>
s	0.4157331	0.58423704	2.9365712e-05	4.867411e-07	1.6069725e-08
p	0.7184645	0.27888718	0.0026481908	5.4505392e-08	4.0217034e-09
ì	0.96834075	0.030498827	0.0011576442	2.1332494e-06	7.066157e-07
c	0.2610563	0.73227453	0.0066683535	6.251271e-07	1.95492e-07
c	0.21050504	0.77880687	0.008923663	0.0017585892	5.8850665e-06
e	0.9075516	0.09234908	9.6826305e-05	2.4052088e-06	1.2234021e-07
t	0.115713134	0.38521013	0.49828222	0.00078194676	1.260274e-05
s	0.34314913	0.5934815	0.05023918	0.012445634	0.0006846494
a	0.4886816	0.4959801	0.014453462	0.00050462486	0.0003801292
à	0.061539233	0.09133963	0.7519768	0.090800874	0.004343452
t	0.029095119	0.038197927	0.48495358	0.43183902	0.0159143
s	0.061051685	0.06683387	0.48253563	0.3646502	0.024928574
e	0.6917801	0.07757438	0.17076406	0.05727884	0.002602634
g	0.028809698	0.029591898	0.11364437	0.51655054	0.31140348
r	0.039200585	0.042457532	0.28739244	0.52377343	0.10717593
à	0.05774114	0.001086072	0.054984782	0.8833969	0.0027911619
t	0.021256266	0.02181383	0.078734875	0.4588886	0.41930646
s	0.020979933	0.021451619	0.08759986	0.4604088	0.4095598
i	0.24696925	0.019257423	0.06997323	0.65638834	0.007411764
</S>	0.034570705	0.034455948	0.042117357	0.27128643	0.61756957
