 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.99971396	0.00011540517	1.3884675e-05	0.0001142308	1.3593793e-05	2.6020041e-05	2.6541402e-06	2.025527e-07
t	0.99989724	0.000101001104	1.3083744e-06	2.654818e-07	8.339825e-08	4.100598e-08	3.6857615e-09	2.63925e-09
e	0.6710195	0.0101448735	0.005051866	0.3037532	0.008238547	0.0017398298	4.9692793e-05	2.515765e-06
l	0.98445696	0.015515408	2.0734937e-05	6.347617e-06	4.622821e-07	4.0841737e-08	6.526351e-09	6.0099337e-10
a	0.98308784	0.0011887639	4.31117e-05	0.015504843	0.00013148406	4.085238e-05	3.0624944e-06	1.2331457e-08
e	0.8589819	0.13702303	0.00073771324	0.003216312	3.4412085e-05	6.232231e-06	4.0752496e-07	2.6144214e-08
M	0.11197188	0.46753368	0.2853588	0.13085605	0.004202371	7.266179e-05	4.2379424e-06	2.768975e-07
a	0.22767635	0.0009172888	0.00026698905	0.74151427	0.021482777	0.007479143	0.00063665846	2.6537442e-05
r	0.06363789	0.30069393	0.13405435	0.4893324	0.009365261	0.0028233714	8.5469685e-05	7.3665033e-06
ì	0.07028234	0.0069013704	0.00045788672	0.89779246	0.0023194912	0.018405076	0.002887799	0.00095361104
a	0.12553494	0.6167931	0.1188385	0.107898004	0.027166402	0.003319886	0.0001260946	0.0003230658
à	0.034585297	0.121562794	0.3306704	0.41345888	0.054935373	0.042442154	0.001999123	0.00034589643
v	0.020969251	0.048538066	0.2618907	0.34172055	0.14671808	0.17542876	0.0012633138	0.0034712055
v	0.122715876	0.07129417	0.025460275	0.37684897	0.29234025	0.1086345	0.0016021349	0.0011038859
r	0.56858516	0.0047952575	0.009661721	0.31914842	0.008724543	0.07866801	0.00041756566	0.009999304
i	0.511259	0.00091855455	0.0019857495	0.268171	0.004897886	0.1732925	0.0003730757	0.039102223
n	0.02620382	0.005010826	0.0055403276	0.097120866	0.17258355	0.40527895	0.03025929	0.25800237
a	0.15782458	0.08437834	0.0498312	0.14807142	0.19109541	0.35403392	0.0040186797	0.01074644
r	0.018654775	0.016194917	0.028982013	0.04356288	0.14635305	0.22193722	0.3325192	0.19179596
t	0.08464185	0.005820398	0.0040014153	0.19512284	0.08121354	0.46973744	0.012528473	0.146934
i	0.15804178	0.00045153074	0.001150337	0.023742119	0.0011724187	0.68383616	0.020013077	0.11159264
s	0.020584077	0.006287194	0.004412363	0.035987485	0.08539822	0.23914261	0.16611168	0.44207639
e	0.029656507	0.0016625716	0.00026985415	0.09741517	0.12952365	0.5589525	0.14209296	0.0404268
m	0.020974059	0.0015151553	0.0007425802	0.025518598	0.02459798	0.10618481	0.32122117	0.49924564
è	0.08280036	9.242033e-05	1.4738018e-05	0.102471724	0.014925052	0.45309058	0.1822488	0.1643564
n	0.016116016	0.015926313	0.018620005	0.020211726	0.03956298	0.092316575	0.3847352	0.41251126
a	0.0772987	0.006261466	0.0032524928	0.07009693	0.05881446	0.3470388	0.27998123	0.15725595
</S>	0.020621497	0.004067038	0.001791857	0.022208532	0.02163559	0.049216177	0.40518722	0.47527212
