 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.97270036	0.027120277	0.00013616703	4.0656756e-05	2.2841273e-06	2.8684383e-07
s	0.9778029	0.022155598	4.1100364e-05	4.055936e-07	4.1382023e-08	2.6392918e-08
o	0.31615353	0.59954304	0.082964055	0.0013337327	5.412508e-06	1.499152e-07
s	0.39694282	0.60002774	0.003028874	5.8013256e-07	6.5747345e-09	3.741929e-09
e	0.24149172	0.5521891	0.20490071	0.0014180064	4.5439376e-07	2.6901534e-09
è	0.27281064	0.33587635	0.38954315	0.0017699362	4.4033985e-08	2.7657967e-08
m	0.2215027	0.26206025	0.42939198	0.087027006	5.2576015e-06	1.2928994e-05
b	0.17816152	0.19700113	0.60392785	0.02031325	0.00054975617	4.653322e-05
i	0.011382929	0.1648061	0.8232724	0.0005384733	1.1054292e-07	1.6061037e-08
à	0.07318876	0.07674342	0.18681988	0.65376216	0.009383479	0.00010231911
t	0.046084184	0.047983192	0.104561165	0.55068916	0.24935466	0.0013276716
t	0.16948421	0.17568958	0.31405476	0.24790154	0.07552499	0.017344892
i	0.038188364	0.31007904	0.64182127	0.009677464	0.00021069308	2.313127e-05
f	0.10583091	0.10661896	0.11509242	0.25341186	0.3325724	0.08647346
i	0.052456073	0.05579449	0.07722906	0.29288563	0.40874276	0.11289196
n	0.047215432	0.04745103	0.049786784	0.08904131	0.47032064	0.29618475
è	0.029317465	0.029288176	0.023330381	0.105444565	0.61230606	0.20031337
s	0.026874272	0.02694987	0.029129714	0.0713645	0.5367395	0.3089421
t	0.024097888	0.024301717	0.02727563	0.08049591	0.47278655	0.3710423
r	0.04702947	0.2406836	0.40095717	0.1114953	0.19693783	0.0028966859
a	0.0449606	0.04832127	0.10148969	0.2121109	0.5778879	0.015229648
</S>	0.028171314	0.028229788	0.02860434	0.035019983	0.26281554	0.617159
