 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.99845886	0.0011148108	0.00041046186	1.5167267e-05	5.595133e-07	2.7400889e-08	1.3507496e-08	1.2466351e-08
m	0.9808929	0.019039141	6.6769855e-05	6.486193e-07	4.3843477e-07	6.4372855e-08	3.3730474e-09	3.4186451e-09
a	0.8793358	0.10120246	0.0154169	0.0038222896	0.00022108585	1.4308434e-06	7.7490714e-10	1.4232567e-09
r	0.7694207	0.22217266	0.008403683	2.7660453e-06	1.6118504e-07	2.6139011e-08	3.553456e-09	1.8813464e-09
a	0.48892844	0.41300893	0.07342499	0.02410277	0.0005267789	7.984917e-06	1.4591784e-07	5.848258e-09
n	0.23101394	0.7298851	0.039097704	3.1863044e-06	5.481508e-08	4.9298676e-09	1.6525371e-09	3.5498465e-10
g	0.116531834	0.7539707	0.099993035	0.029420955	6.442733e-05	1.7987793e-05	1.052942e-06	1.1773871e-08
i	0.9830152	0.009182728	0.005213211	0.002544504	3.995728e-05	4.2922125e-06	4.608434e-08	6.916977e-10
à	0.046402156	0.26558512	0.67662627	0.010837206	0.00054504874	4.2156616e-06	1.8073466e-08	1.4141612e-08
n	0.04611619	0.3615726	0.4690785	0.120227285	0.003003935	1.4359728e-06	1.2943711e-07	1.7247915e-08
e	0.06453775	0.3292661	0.58647084	0.016861232	0.002855363	7.933455e-06	7.8986335e-07	7.431338e-09
è	0.030993223	0.1368174	0.5628261	0.2609361	0.008421041	5.980967e-06	1.6372626e-07	1.3267399e-08
n	0.023189815	0.12541921	0.43771863	0.38270068	0.03093602	3.14303e-05	2.1324533e-06	2.0707196e-06
e	0.100664325	0.13343203	0.68209285	0.06658308	0.01716528	4.670132e-05	1.5131799e-05	6.9813484e-07
s	0.06609383	0.075428456	0.20045672	0.50849855	0.14285876	0.006540902	2.683752e-05	9.595491e-05
e	0.11237022	0.13740373	0.13329925	0.4320361	0.13206348	0.051423363	0.00085055706	0.00055328495
g	0.05316169	0.05778321	0.10628447	0.3416335	0.43120015	0.009033237	0.00020353848	0.0007002043
i	0.10743983	0.09994556	0.07455405	0.46662048	0.13128999	0.11876348	0.00034995715	0.001036603
r	0.037753493	0.040325295	0.07162888	0.22622094	0.5200809	0.10112565	0.0018881413	0.0009767069
è	0.04739824	0.050930638	0.079562046	0.43066067	0.22522941	0.13986263	0.00455408	0.021802258
t	0.028159391	0.029969338	0.05484201	0.1671066	0.44099608	0.26254278	0.009444946	0.0069388836
s	0.019274268	0.022084268	0.050712015	0.21212256	0.33285668	0.27494338	0.044702966	0.043303933
i	0.033232313	0.0011234015	0.009852979	0.45529756	0.250182	0.24992865	1.4037611e-06	0.0003816901
d	0.05277477	0.05143093	0.06109392	0.095483325	0.3097175	0.35300973	0.019443361	0.05704642
ò	0.018493123	0.01888358	0.0288054	0.11185468	0.2861256	0.33300015	0.019011136	0.18382636
p	0.02063031	0.020905083	0.024427429	0.040020656	0.13572507	0.24679942	0.22957073	0.28192133
u	0.026777653	0.026908806	0.018158743	0.049130045	0.14875606	0.29477242	0.19967283	0.23582345
e	0.035710674	0.034668792	0.036879633	0.04190562	0.072233155	0.12987538	0.1566871	0.4920396
m	0.030353442	0.030393763	0.031080892	0.03391451	0.050770365	0.08425695	0.6021222	0.13710791
a	0.07048351	0.064499155	0.0047132387	0.14063296	0.084184125	0.5114797	0.016065596	0.10794178
r	0.023231752	0.02326989	0.02351482	0.027680226	0.04931095	0.09254738	0.27101547	0.48942947
è	0.043662954	0.0319329	0.019449402	0.056003045	0.09029985	0.19758302	0.2283437	0.33272517
i	0.019009354	0.019038789	0.019500308	0.021361213	0.03260638	0.05527556	0.38496447	0.44824398
</S>	0.021646993	0.021597235	0.02193989	0.02303895	0.029401783	0.042044137	0.36519873	0.4751323
