 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.9999068	9.0723406e-05	2.3455548e-06	1.512749e-07	9.499465e-09	1.843597e-09	2.8580944e-09	1.8620302e-09	1.6943115e-09
s	0.9979341	0.002060244	3.7023751e-06	9.214183e-07	5.120753e-07	4.2372303e-08	4.3787048e-07	1.6453932e-08	2.7865168e-09
o	0.39744204	0.58938426	0.012719112	0.00045028352	3.3469569e-06	5.2621687e-08	9.019474e-07	2.945243e-10	6.8736315e-11
t	0.98154956	0.018428368	2.194628e-05	7.403631e-08	5.5358488e-08	3.1305387e-08	3.275618e-08	8.9473373e-10	8.2013973e-10
r	0.19597472	0.7693261	0.034493133	0.00020269524	3.0067151e-06	3.8642934e-08	3.7596718e-07	1.2639091e-09	5.9441466e-11
a	0.8503398	0.14931539	0.00034397715	7.7771455e-07	1.7261772e-08	1.3915556e-09	7.396172e-08	1.4566364e-09	2.3872026e-12
ù	0.35284218	0.6437528	0.0033581129	4.281436e-05	3.855388e-06	6.493814e-08	8.711356e-08	1.4943956e-09	3.5077214e-09
d	0.38914728	0.5739109	0.03677953	0.00016047171	1.6188552e-06	1.441419e-07	4.5561535e-08	1.0116591e-09	1.3216688e-09
i	0.13316916	0.4560914	0.41050172	0.0002370122	5.12241e-07	5.4086637e-08	2.3978598e-07	1.0829708e-09	1.7626388e-10
è	0.18067028	0.20804226	0.61087334	0.0004113954	2.615976e-06	2.4920165e-08	8.004359e-08	5.4731664e-10	1.0886415e-09
n	0.07235299	0.13043511	0.78940195	0.0077808215	2.8427845e-05	5.1091513e-07	2.2120759e-07	6.0059095e-09	5.9323964e-09
g	0.20235409	0.093494244	0.6358954	0.06748282	0.00067957287	1.4148638e-05	7.9525125e-05	1.7158983e-07	8.700565e-09
r	0.034099124	0.02222932	0.1189325	0.81807387	0.0058785547	3.0662045e-06	0.00078257744	1.0031148e-06	1.6746982e-09
a	0.08710753	0.10683587	0.26427007	0.5378302	0.0034127163	6.0514135e-06	0.00053319853	4.335359e-06	2.8456173e-08
m	0.08168625	0.103225954	0.5721034	0.1836953	0.05641129	0.0026894961	0.00018703453	1.0247669e-06	3.4151944e-07
m	0.046467558	0.05089411	0.13931943	0.6903117	0.06881936	0.0008745343	0.0027304292	0.00058224326	6.6211726e-07
è	0.08160629	0.044867057	0.026695715	0.80878484	0.037418965	0.00015323891	0.00043660737	2.4355764e-05	1.2829153e-05
n	0.07626687	0.083113335	0.23461401	0.29773387	0.27558073	0.01781821	0.014692775	0.00017885526	1.3705345e-06
o	0.04876679	0.030954668	0.29258317	0.4175664	0.20535755	0.0025989644	0.0021494618	2.215917e-05	8.579728e-07
p	0.028629137	0.02007071	0.056558825	0.17405084	0.45105693	0.20356865	0.065867074	0.00017932746	1.8463503e-05
u	0.069451466	0.06328405	0.035122685	0.5028067	0.2772465	0.013712559	0.031719614	0.006275606	0.0003807763
s	0.034028187	0.034191832	0.04867899	0.13354532	0.43801662	0.1928311	0.117574215	0.0007720857	0.0003616088
s	0.036587365	0.034408428	0.03795428	0.27255377	0.5070042	0.05307987	0.030925043	0.012187521	0.0152994795
è	0.07306328	0.027477285	0.021594629	0.5879835	0.24714763	0.012145768	0.016896417	0.0034479487	0.010243519
n	0.031742033	0.032237325	0.041690387	0.05099618	0.1762472	0.47182968	0.17260581	0.021554857	0.0010964704
a	0.06157736	0.056148335	0.077789076	0.15217075	0.35215032	0.1247046	0.173164	0.0020870622	0.00020856048
p	0.023542605	0.023199864	0.02467345	0.030528892	0.07300616	0.28331488	0.3936878	0.1374112	0.010635133
o	0.07076174	0.06547597	0.04162547	0.12683588	0.3607274	0.13935809	0.06799817	0.0725987	0.054618564
è	0.023456777	0.023243744	0.024373889	0.028610546	0.057678953	0.22030954	0.3833327	0.21122661	0.027767258
t	0.014549191	0.014605376	0.015667988	0.021668343	0.06517501	0.2326231	0.30313903	0.31579724	0.016774759
a	0.030725705	0.029405324	0.03235684	0.041469797	0.09989127	0.33090606	0.1835096	0.15716684	0.094568506
d	0.025936054	0.02585758	0.02615057	0.027067725	0.032754797	0.07627034	0.18417364	0.48906475	0.11272455
i	0.027476385	0.026594846	0.02476266	0.033476822	0.06358081	0.10132996	0.13514595	0.25253016	0.33510244
k	0.024455218	0.024277983	0.024585498	0.02508284	0.02789509	0.04874326	0.10463104	0.46220145	0.25812757
ò	0.034813292	0.026419898	0.02139493	0.043783348	0.05201639	0.024790883	0.15011992	0.41322505	0.23343632
m	0.01568365	0.015689056	0.015814278	0.016481979	0.020711368	0.054490138	0.1309626	0.36737272	0.3627942
m	0.017237222	0.01567131	0.017988835	0.019126005	0.023655482	0.050976206	0.13721943	0.37830827	0.33981726
a	0.013536369	0.006384845	0.011383174	0.034897607	0.018325377	0.0014543749	0.32081598	0.570675	0.022527259
</S>	0.020900974	0.020876529	0.020816311	0.021129929	0.022636684	0.0335482	0.063678056	0.36652523	0.42988804
