 	forse	non	li	ha	a	casa	</S>
f	0.99845874	0.0014686164	6.901026e-05	1.881225e-06	1.574287e-06	7.266445e-08	1.3865714e-08
ò	0.9969379	0.0030593101	2.8814297e-06	4.7161755e-09	1.461745e-08	7.9752e-10	6.716467e-11
r	0.92810917	0.071811266	7.770558e-05	1.5530928e-06	1.5730157e-07	6.40601e-08	9.3120356e-08
s	0.5042481	0.49446183	0.0012859176	3.5266414e-06	5.9658055e-07	1.3133945e-08	1.0049167e-09
i	0.99991167	8.6088505e-05	1.987202e-06	1.9971947e-07	4.0684814e-08	2.8006808e-08	2.2994374e-10
e	0.80468774	0.19373955	0.0015669705	5.0357526e-06	7.367698e-07	3.684917e-08	1.9828008e-08
t	0.15545784	0.5605535	0.2783635	0.0056114583	1.3617422e-05	5.441618e-08	1.6140865e-08
u	0.062203977	0.07961024	0.70493317	0.12968399	0.021763436	0.0017841245	2.1045946e-05
s	0.10807068	0.21571241	0.6330705	0.041195136	0.0018798249	3.279575e-05	3.8614617e-05
è	0.05333773	0.06728317	0.44708908	0.36975566	0.05587546	0.0064672045	0.00019181338
c	0.07050693	0.097656906	0.31476834	0.46557808	0.048993826	0.0023791718	0.00011667797
h	0.03236856	0.05214299	0.19400184	0.45574534	0.25722727	0.00816998	0.00034399587
i	0.15467827	0.13132805	0.18172209	0.2109458	0.31904465	0.002012456	0.00026864407
è	0.032053452	0.036453515	0.0790146	0.36571902	0.45291388	0.019412171	0.014433432
s	0.019978648	0.024876578	0.074831285	0.3056828	0.3100937	0.2473105	0.017226482
s	0.040493697	0.042124197	0.066692255	0.26281604	0.38313097	0.19138052	0.013362271
u	0.09930517	0.015827015	0.2364989	0.11438521	0.52556354	0.006122265	0.0022979567
</S>	0.048011694	0.048794493	0.054988425	0.11465908	0.24100275	0.11650024	0.37604332
