 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.97102016	0.028925298	5.043022e-05	3.5721166e-06	4.6512707e-07	1.4516777e-08	6.0191687e-09	4.5014215e-09
m	0.60600865	0.3939314	5.832776e-05	1.0195744e-06	6.003815e-07	2.9320269e-08	4.9322866e-09	6.3881385e-09
a	0.8846981	0.037763048	0.06865301	0.008620695	0.00026293454	2.2730078e-06	1.6639666e-09	3.03887e-09
r	0.48773727	0.50886184	0.0033468625	5.3225973e-05	8.4435385e-07	3.0269614e-08	3.052371e-09	2.9298204e-09
ì	0.2787186	0.5730071	0.12429112	0.019019812	0.0049523725	1.07895385e-05	1.9755058e-07	1.2598299e-08
o	0.13565207	0.64514947	0.21790689	0.0012848284	6.683909e-06	5.888389e-08	4.4257193e-09	1.2843229e-08
e	0.053920425	0.2577763	0.5951857	0.092366956	0.00075050973	1.1746105e-07	3.2992373e-09	9.112384e-10
t	0.06373682	0.12129813	0.566464	0.2454934	0.0030050236	2.573984e-06	5.3839294e-08	1.3218974e-08
è	0.09034544	0.079401515	0.64578485	0.13551408	0.0478632	0.0010626102	2.1961956e-05	6.4294104e-06
l	0.058033258	0.09844053	0.49280143	0.34452203	0.0061920974	8.334706e-06	1.2272114e-06	1.0296656e-06
i	0.05631001	0.10769604	0.5835209	0.2300603	0.022402367	5.7066577e-06	4.487831e-06	2.0873328e-07
f	0.062293697	0.06773979	0.13432564	0.48617306	0.24826175	0.0010977389	1.858774e-05	8.9704125e-05
a	0.10203396	0.037180204	0.3797135	0.17236371	0.28034484	0.028146787	9.906093e-05	0.00011793443
m	0.051694732	0.053796183	0.08193757	0.26536158	0.5278441	0.017725462	0.0012138508	0.00042655115
è	0.069689274	0.021428635	0.120528825	0.093476735	0.5065935	0.17608513	0.0024356686	0.009762242
n	0.041030794	0.04217368	0.055215493	0.1792286	0.41093442	0.25264066	0.014053573	0.004722826
o	0.036688957	0.038235273	0.06172058	0.27884915	0.48721984	0.09387642	0.0021326619	0.0012771094
a	0.033200864	0.033502746	0.037063114	0.06907459	0.15116082	0.39554316	0.24831901	0.032135706
p	0.03420713	0.03454619	0.038364574	0.07093568	0.15882733	0.42328936	0.21733783	0.022491883
p	0.0691345	0.02989182	0.06746112	0.02979151	0.21753535	0.5216316	0.013093249	0.051460817
è	0.48205554	0.059887927	0.067266755	0.099718735	0.12793885	0.07659304	0.0010886654	0.0854504
n	0.015746145	0.015976427	0.018518506	0.042612825	0.10181656	0.25830013	0.1930618	0.35396764
a	0.04662127	0.045578692	0.05473206	0.15193532	0.30790284	0.30030528	0.019181123	0.07374337
o	0.025310917	0.025335763	0.025991615	0.03116766	0.04428716	0.12468665	0.22302404	0.5001962
m	0.025440866	0.025470847	0.025911504	0.029423116	0.038243044	0.09405395	0.5444794	0.21697721
a	0.1398454	0.013553747	0.0942407	0.008750289	0.12529561	0.31326184	0.028570736	0.2764817
r	0.021191878	0.020819066	0.021540985	0.024246795	0.03192039	0.07842898	0.33233553	0.4695164
è	0.04017274	0.023750482	0.038166642	0.018772384	0.05333462	0.138648	0.22477475	0.46238035
i	0.018856129	0.018875128	0.019122409	0.02115292	0.02605731	0.056994013	0.38964626	0.44929585
</S>	0.021315945	0.021326877	0.021468906	0.022592967	0.02533998	0.04195526	0.37479377	0.47120625
