 	può	che	sono	ancora	svegli	</S>
i	0.9996902	0.0001505641	3.6899182e-05	8.368127e-05	3.4535416e-05	4.1409453e-06
s	0.9327149	0.066286914	0.0007212587	0.0002134016	5.936096e-05	4.175822e-06
ò	0.53452903	0.45284942	0.010929738	0.001688794	2.5570548e-06	4.96441e-07
z	0.55617124	0.44338858	0.0004395	3.8519153e-07	1.7108998e-07	1.5481947e-07
i	0.2308229	0.75309753	0.016021559	5.6089786e-05	1.6298847e-06	2.3674536e-07
k	0.13100287	0.8425988	0.026382234	1.4880682e-05	8.170626e-07	3.942456e-07
a	0.14481162	0.78545856	0.058640648	0.010944639	0.00011427035	3.0379484e-05
ì	0.103844315	0.42472646	0.4608674	0.010405561	0.00011638686	3.9915416e-05
n	0.047771633	0.21778798	0.5556627	0.1695666	0.002525295	0.006685813
e	0.19009434	0.23633847	0.5464314	0.026480414	0.00038140165	0.00027398072
a	0.051528823	0.07074391	0.22083615	0.5966868	0.046487108	0.013717261
n	0.044437278	0.06050933	0.21013495	0.529476	0.12084374	0.0345987
k	0.13108343	0.15612905	0.27280766	0.3397385	0.013534625	0.08670672
ò	0.3388119	0.12699017	0.052346747	0.010199015	0.013939135	0.457713
r	0.0180399	0.03605191	0.19311832	0.34204054	0.060771175	0.3499782
a	0.07100263	0.09940043	0.38010123	0.42332178	0.009257637	0.016916329
a	0.05794573	0.059541963	0.077620044	0.17038944	0.5544841	0.080018744
t	0.0205671	0.021687752	0.031907346	0.14850883	0.39977795	0.37755096
s	0.0490335	0.05757326	0.04627327	0.15264612	0.057633545	0.6368403
ù	0.25376028	0.010660312	0.00021669369	0.00033179327	0.0047430815	0.73028785
n	0.05211924	0.053414516	0.06726067	0.22667564	0.29416484	0.30636507
n	0.03434962	0.038138464	0.07577429	0.40043482	0.23574279	0.21556005
i	0.33649626	0.19762135	0.11022419	0.11705962	0.019675737	0.21892287
t	0.022199817	0.022591366	0.026345167	0.06785703	0.3343405	0.5266661
i	0.21984081	0.4857929	0.074036166	0.057918493	0.005002278	0.15740925
</S>	0.047553256	0.047532503	0.047895584	0.04790794	0.14746127	0.6616495
