 	sicuramente	stanno	ancora	svegli	</S>
s	0.9997062	0.00024705214	3.303841e-05	1.2473995e-05	1.2261991e-06
i	0.99917966	0.0008196027	6.6698675e-07	1.2693822e-08	7.764523e-09
k	0.99806553	0.0019334077	6.957844e-07	3.2724972e-07	1.5126016e-08
u	0.8842022	0.11015315	0.0051607993	0.00047411656	9.737754e-06
r	0.8571491	0.14284497	4.161789e-06	1.6801154e-06	5.623907e-08
a	0.41521814	0.5692037	0.013703856	0.0016689579	0.00020540164
m	0.1778761	0.82209677	2.4861003e-05	1.9211836e-06	2.696267e-07
è	0.21095948	0.75168276	0.035247985	0.00088203495	0.0012278006
n	0.07580322	0.92114735	0.002972346	7.190409e-05	5.1694965e-06
t	0.07346075	0.9186162	0.0077311127	0.00018181939	1.0205637e-05
e	0.19850402	0.7967604	0.0035538268	3.6035584e-05	0.0011457307
s	0.069365785	0.83665866	0.08739364	0.0064144465	0.00016749382
t	0.059960462	0.90157133	0.035460573	0.00021567939	0.002791988
è	0.3579618	0.6276925	0.0020842236	0.00017123496	0.012090273
o	0.087522335	0.78699934	0.101724304	0.019156761	0.004597286
n	0.027539797	0.28702867	0.5389496	0.14226197	0.004219983
e	0.4051642	0.3271092	0.2560096	0.005729366	0.0059875674
a	0.053107098	0.08232911	0.525306	0.3104864	0.028771356
n	0.025691634	0.057500888	0.43859786	0.4190747	0.059134923
k	0.12903991	0.1637914	0.5030694	0.104061015	0.10003831
ò	0.5044071	0.020307038	0.0042958935	0.021174122	0.44981584
r	0.02233509	0.06581309	0.37574932	0.16357638	0.37252608
a	0.09152237	0.16187225	0.6823162	0.029913487	0.034375727
a	0.07432646	0.08014258	0.13258559	0.61209744	0.100847945
t	0.0232925	0.026136285	0.09892278	0.38459066	0.46705776
s	0.03533802	0.053265303	0.09417346	0.05375913	0.7634641
ù	0.19715974	0.0077439593	0.0015359778	0.0042133983	0.78934693
n	0.04698303	0.051446598	0.17205937	0.4608146	0.26869646
n	0.03977086	0.05255142	0.3276477	0.36183828	0.21819182
i	0.15425879	0.14293341	0.13452946	0.02564685	0.54263145
t	0.022640787	0.024514996	0.070578255	0.32457367	0.5576923
i	0.22072762	0.35267225	0.009131803	0.001139515	0.41632885
</S>	0.06285679	0.062736146	0.04019158	0.09542373	0.73879176
