 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.99991095	8.283372e-05	5.4778493e-06	6.614032e-07	1.6201636e-08	1.2845691e-09	9.683054e-10	5.2125317e-09	8.813277e-10
ò	0.9989247	0.0010722923	2.86618e-06	1.3491294e-07	1.1582203e-08	1.1429108e-09	4.5025865e-11	2.0561224e-10	9.410091e-12
t	0.9904757	0.00948837	3.5710105e-05	1.7206139e-07	6.155661e-08	2.0332426e-08	2.62803e-09	6.46853e-10	8.775724e-10
t	0.77135444	0.22750904	0.0011083598	2.5994841e-05	2.0836915e-06	2.9996432e-08	5.053898e-10	2.6233832e-10	1.3938232e-11
i	0.9998087	0.00018432381	6.5653485e-06	4.4383373e-07	5.1897906e-08	3.5457293e-09	2.0348044e-10	1.5209614e-09	1.685361e-11
è	0.453512	0.5424988	0.0039762515	1.285577e-05	2.852962e-08	9.615697e-10	5.856963e-10	5.609589e-10	5.716051e-10
t	0.26795182	0.6716878	0.060331296	2.8865408e-05	1.4366013e-07	3.6301465e-08	7.878734e-09	1.4525654e-09	1.9418167e-09
t	0.11790449	0.5257772	0.35534742	0.0008980035	6.765298e-05	5.1993698e-06	1.300693e-08	1.9265858e-09	3.5765524e-10
a	0.80258363	0.19181715	0.00557861	1.7793114e-05	1.4913345e-06	1.1452421e-06	4.4112213e-08	1.4884039e-07	3.1972017e-10
s	0.11118871	0.4511939	0.42849138	0.0090054935	0.00012022064	3.8606015e-07	2.0775022e-09	1.4645296e-09	3.942497e-09
e	0.043525267	0.34050587	0.5877914	0.027729739	0.00044396284	3.7381765e-06	9.258196e-09	1.6838316e-09	6.005627e-10
o	0.05303951	0.11969046	0.5347622	0.29118735	0.0013177806	2.6990176e-06	3.7095407e-09	2.5719655e-09	5.1172186e-09
G	0.03709323	0.06697181	0.29775968	0.58451366	0.013643026	1.8480941e-05	2.3468937e-08	5.821359e-09	9.825684e-09
i	0.29125282	0.17165948	0.4037997	0.08124002	0.04764914	0.004296833	8.025577e-05	2.1343723e-05	3.8724824e-07
o	0.03757518	0.058340285	0.2468602	0.60936767	0.04759903	0.0002558366	1.1761167e-06	2.5563074e-07	3.7234156e-07
v	0.050446246	0.06052209	0.13779476	0.56835794	0.18220082	0.00067129295	4.121598e-06	7.594343e-07	1.9501867e-06
à	0.17625044	0.14025584	0.30673704	0.26374686	0.0816429	0.022797689	0.0070205117	0.0015035684	4.514783e-05
n	0.037057526	0.04469221	0.1186345	0.5313334	0.22995287	0.038270395	4.6392932e-05	1.1008951e-05	1.7319007e-06
n	0.026835648	0.045027055	0.21028087	0.539596	0.15401927	0.022179745	0.0017424634	0.00030343345	1.5505218e-05
i	0.1843054	0.19567575	0.1969915	0.3242963	0.07868345	0.01966939	0.00030599194	5.3615287e-05	1.8555455e-05
e	0.026172107	0.02872085	0.051759034	0.25470662	0.4710922	0.16568513	0.0018122315	3.2313557e-05	1.9380324e-05
A	0.04216636	0.04385578	0.056193914	0.18332618	0.56296635	0.10941663	0.0017752904	4.6470173e-05	0.00025306415
n	0.032910224	0.034294236	0.046208054	0.16882482	0.47068462	0.24543114	0.0012818325	0.00013384664	0.00023129061
n	0.046289876	0.048182275	0.064013354	0.22615851	0.5042367	0.10793374	0.0026638845	0.00022168458	0.00029992807
a	0.086088195	0.10284496	0.045701846	0.12802485	0.5044171	0.12643951	0.0056233625	0.0006919727	0.0001681488
ì	0.037653547	0.03817589	0.041336223	0.073263295	0.27019832	0.36680576	0.16143735	0.0040102615	0.0071192794
s	0.022374408	0.023115458	0.0294353	0.09498729	0.33067074	0.42228496	0.073203854	0.0022485678	0.0016793547
t	0.029800124	0.032124322	0.03343257	0.08070879	0.30613735	0.31825528	0.15849999	0.024988499	0.01605302
i	0.11242705	0.049203876	0.064668596	0.046223365	0.19968568	0.15653098	0.15861215	0.21017025	0.0024779486
g	0.036996506	0.037162617	0.037719056	0.044206247	0.08624222	0.23373096	0.36231685	0.03124354	0.130382
g	0.024445562	0.025470028	0.023451742	0.03378378	0.114574365	0.215647	0.36210865	0.080367245	0.120151706
h	0.18492763	0.02719251	0.010619171	0.0048848134	0.020947233	0.6056155	0.06088512	0.0816937	0.0032342875
e	0.050665677	0.010799051	0.0048063756	0.006131259	0.03623576	0.85961396	0.016051652	0.009382983	0.006313359
c	0.022763781	0.022673547	0.023463206	0.03040959	0.07767317	0.22408837	0.33329108	0.13034114	0.13529614
è	0.041358933	0.044464916	0.03338949	0.036683943	0.07940154	0.21903642	0.40590236	0.09972825	0.040034246
p	0.030467812	0.030513493	0.030899806	0.034380667	0.05635521	0.1408712	0.29097566	0.06783479	0.3177014
l	0.023065519	0.024696087	0.022228584	0.026041396	0.050617676	0.13509643	0.32156727	0.047177617	0.3495094
o	0.007175897	0.016912198	0.00463457	0.005449922	0.0289078	0.12586348	0.66730714	0.13414523	0.009603839
n	0.021546556	0.021499757	0.021587363	0.022362286	0.027115483	0.045382053	0.112409614	0.24527952	0.48281738
n	0.025382731	0.025595361	0.02521889	0.02686274	0.037228875	0.07656571	0.2061521	0.28975117	0.2872424
e	0.033909135	0.0405786	0.0230156	0.024669426	0.048082583	0.13444108	0.25016227	0.3822432	0.0628981
</S>	0.02136876	0.021374503	0.02144016	0.022100668	0.026003465	0.04058093	0.09689437	0.25774857	0.49248862
