 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.9997404	0.00014711468	9.096933e-05	1.9829691e-05	1.2559276e-06	7.8509615e-08	5.4787538e-08	3.9172217e-08	1.2356963e-07	3.6383355e-08
s	0.9999424	5.607991e-05	1.4553042e-06	2.1735147e-08	2.69743e-08	2.0056419e-08	2.843169e-08	1.6834933e-09	1.357882e-09	1.4561142e-09
e	0.46205813	0.4634548	0.073861375	0.0005842687	3.9064747e-05	1.0878922e-06	1.2705982e-06	9.782914e-09	1.5481267e-09	3.20145e-10
l	0.9555386	0.044376645	8.474988e-05	1.8688523e-08	1.5417745e-08	8.389809e-09	1.322349e-08	6.535433e-10	5.893695e-10	5.9722055e-10
a	0.7054058	0.27294174	0.021375222	0.0002761601	1.1047177e-06	8.328404e-09	2.445264e-08	1.4828893e-09	3.2417649e-09	5.5214866e-10
n	0.5979231	0.39354756	0.008526793	2.2369625e-06	1.9259275e-07	4.018894e-08	4.4962203e-08	1.1742425e-09	1.0796954e-09	1.5148773e-09
a	0.22671787	0.53630435	0.23140441	0.005470625	0.000102267804	2.6950568e-07	2.0772308e-07	1.6617163e-09	3.54184e-10	4.099039e-11
v	0.10990298	0.18142182	0.70501614	0.0036565952	2.5219151e-06	1.47892525e-08	1.3267119e-08	9.629549e-10	4.5385806e-10	6.044655e-10
r	0.2510309	0.35558787	0.038255572	0.3495263	0.0053852135	7.5766264e-05	0.00013803938	3.6975774e-07	2.1702729e-08	1.3891095e-08
ì	0.41299555	0.32722324	0.16860852	0.088811345	0.0023112022	9.148809e-06	3.7248854e-05	2.6152625e-06	1.0820548e-06	3.1272263e-09
k	0.09465756	0.2250706	0.65853417	0.015889699	0.005762459	8.157357e-05	2.5704333e-06	1.0228583e-06	1.5005084e-07	1.4746693e-07
o	0.08873888	0.32887086	0.32098603	0.2509078	0.010218227	0.00017895768	9.782781e-05	1.4394354e-06	1.9778623e-09	5.904983e-10
a	0.10122003	0.13118187	0.67257816	0.09001871	0.00496791	2.5241963e-05	7.902096e-06	1.11604166e-07	9.922404e-09	2.8472403e-08
f	0.0616551	0.073929325	0.40607268	0.4033161	0.053845666	0.0010803126	0.0001007303	4.16497e-08	1.4801953e-09	6.978601e-09
ù	0.052983124	0.06218571	0.08131053	0.7359031	0.05677134	0.009278848	0.0013108297	0.00025455593	5.6983544e-07	1.3769958e-06
r	0.049060248	0.057254497	0.2323858	0.5746034	0.08012115	0.0050562704	0.0014887695	2.8229055e-05	7.860145e-07	9.558239e-07
n	0.01830824	0.03030786	0.21957473	0.35575408	0.34568158	0.029321421	0.0009360731	0.00011493303	2.1240672e-07	9.2156665e-07
o	0.11849578	0.04552581	0.14657705	0.5455921	0.14178886	0.0019195073	8.644519e-05	1.3948406e-05	2.6447796e-07	2.2490352e-07
k	0.03508578	0.03682989	0.07385743	0.22401156	0.3836545	0.17406233	0.07198805	0.0005045809	1.2136492e-06	4.757705e-06
a	0.05070772	0.054269787	0.08366301	0.50566155	0.2494254	0.04886995	0.0026328664	0.00431974	0.0004240471	2.5902042e-05
k	0.048460063	0.04882337	0.06645359	0.13533492	0.31753442	0.28432867	0.096910365	0.0020497348	1.9031986e-05	8.5785236e-05
a	0.053116564	0.052522413	0.060935527	0.3386339	0.2865108	0.14312735	0.005966109	0.05142549	0.0064537185	0.0013081509
n	0.03308954	0.032995716	0.04153755	0.07531021	0.18637154	0.36135605	0.26167274	0.0072347717	0.0001056904	0.0003262376
n	0.021957597	0.022451162	0.040931724	0.10799914	0.25493535	0.34439358	0.16103172	0.039298117	0.0013073925	0.0056941872
i	0.024827687	0.021975784	0.07253967	0.20800693	0.3595546	0.21992786	0.048391927	0.041665442	0.0017065735	0.0014034999
u	0.017892342	0.018150467	0.02433306	0.049385313	0.13471578	0.3179358	0.39263305	0.03899547	0.0011067126	0.004851969
n	0.03125589	0.031323157	0.034246	0.043755747	0.08416489	0.2829375	0.39514515	0.08765623	0.004436019	0.005079445
r	0.03635562	0.036959305	0.045936633	0.06098685	0.13952214	0.43417656	0.11917511	0.088830315	0.02565105	0.012406404
ù	0.0042470717	0.003275768	0.0026111645	0.019909812	0.03968249	0.09624683	0.013897105	0.16207564	0.61933357	0.038720503
s	0.019313104	0.019460123	0.022051712	0.03300076	0.06883851	0.19449435	0.35807225	0.26375976	0.0057447096	0.015264666
t	0.01652118	0.016724195	0.019530201	0.029617406	0.06699885	0.21467799	0.25310537	0.1990297	0.086360045	0.09743501
i	0.039443962	0.0011268101	0.011644757	0.055672955	0.03087816	0.017104398	0.03245904	0.6776521	0.1203292	0.01368856
k	0.0306005	0.027992344	0.031070013	0.032641184	0.03748222	0.06819782	0.14915946	0.2031356	0.15294687	0.26677397
o	0.017008794	0.016566332	0.01885623	0.022899047	0.029625975	0.070957415	0.0325132	0.28589654	0.45070103	0.05497539
k	0.027450662	0.024182618	0.027753992	0.028478745	0.030477706	0.04312235	0.08017477	0.12243132	0.25816482	0.35776302
a	0.013094362	0.010694161	0.01768045	0.021896329	0.02425342	0.03124753	0.013346597	0.18814221	0.62429106	0.05535388
l	0.019505467	0.01812036	0.019713182	0.020327402	0.02217126	0.033673022	0.065379806	0.10693022	0.28777325	0.406406
ù	0.017675385	0.010707614	0.020153454	0.024930663	0.023217374	0.026676591	0.012853195	0.17911561	0.63255775	0.052112326
</S>	0.018842086	0.018849505	0.019031521	0.019727632	0.02196157	0.03581049	0.07198769	0.12200756	0.23588015	0.43590173
