 	voglio	che	Maria	venga	domani	</S>
i	0.999534	0.0004651497	1.7834691e-07	3.006823e-07	1.8689721e-07	1.13386896e-07
t	0.9842376	0.015741058	1.4486496e-05	2.0858533e-06	2.5017068e-06	2.2986264e-06
è	0.6703955	0.3269965	0.002355302	0.00024508382	5.071563e-06	2.593544e-06
l	0.528948	0.47087768	0.00014273344	2.5084959e-05	5.1045e-06	1.3019609e-06
o	0.22182438	0.7778323	0.00024323803	9.3478026e-05	5.233483e-06	1.517961e-06
n	0.18734114	0.7934761	0.014338913	0.004810636	1.8660812e-05	1.4463246e-05
a	0.4606296	0.34104708	0.17666312	0.015986534	0.0003124196	0.0053612594
r	0.07118346	0.22609082	0.47422737	0.20786297	0.0013463639	0.019289067
t	0.21736965	0.3587584	0.005863438	0.026007015	0.010509948	0.3814915
i	0.81439936	0.04468595	0.014864972	0.0069548837	0.0019242795	0.11717049
à	0.040760722	0.104901716	0.465681	0.1901369	0.0049625095	0.19355711
v	0.018276073	0.03417146	0.32293546	0.2586933	0.070609264	0.29531443
v	0.054297265	0.06006647	0.0252619	0.06533688	0.053084813	0.7419527
r	0.6670802	0.02247925	0.014186669	0.013291124	0.009365405	0.27359733
i	0.94348496	0.01895448	0.00032372886	0.00020620854	0.00015075997	0.036879987
i	0.03889864	0.039858412	0.0034466868	0.02280694	0.0071644858	0.8878249
M	0.022695012	0.023290887	0.056211848	0.20664701	0.2293735	0.46178168
a	0.6341564	0.32381678	4.108655e-05	0.0002770194	0.00019443787	0.04151431
r	0.019478299	0.020092927	0.049265224	0.19377476	0.24583194	0.47155687
ì	0.07777538	0.07127144	7.158438e-05	0.0008754907	0.00048373197	0.8495224
a	0.026747523	0.02693798	0.08218777	0.21318601	0.34419563	0.30674508
</S>	0.03540212	0.03586657	0.006747638	0.09735035	0.032257464	0.79237586
