 	le	melanzane	vogliono	ee	girate	</S>
t	0.9983783	0.0005407416	0.0010594837	2.1259657e-05	1.7991992e-07	5.363122e-08
e	0.9995382	0.00038582014	7.39344e-05	2.1493156e-06	7.337701e-09	1.2515187e-10
s	0.95854425	0.04144933	6.4557657e-06	2.4871229e-08	1.8086311e-09	8.707718e-10
m	0.47283098	0.2946511	0.1391538	0.09310977	0.0002474686	6.864382e-06
a	0.9646114	0.001308575	0.031834543	0.0022420634	3.087333e-06	2.713775e-07
r	0.38637513	0.5744696	0.038342986	0.00081173854	3.1337672e-07	1.8499615e-07
a	0.24196593	0.56788063	0.162994	0.02569814	0.0006845637	0.0007766943
n	0.063676305	0.489415	0.43910253	0.0078052636	9.876755e-07	9.063683e-08
g	0.07527561	0.46089536	0.40862545	0.041783996	0.0051508243	0.008268723
i	0.6785104	0.021803059	0.10454726	0.19105119	0.0035428624	0.00054529274
à	0.03202586	0.23415317	0.51486397	0.21793593	0.00096352526	5.758514e-05
n	0.025063295	0.22547813	0.3849155	0.35541546	0.0084524155	0.00067519664
e	0.044427495	0.07688846	0.5852051	0.2896467	0.0023459569	0.0014863762
t	0.0308825	0.05334983	0.26129526	0.58621037	0.057256978	0.011005027
è	0.09655056	0.13628553	0.27649868	0.20593338	0.10789416	0.17683761
l	0.0336025	0.043988388	0.15232207	0.5412545	0.19126937	0.037563194
u	0.03264554	0.051717006	0.22656003	0.45699322	0.11003155	0.12205261
n	0.04960993	0.05115957	0.070732884	0.22714117	0.5009157	0.10044077
e	0.03340174	0.0344369	0.06563517	0.25677106	0.38924405	0.22051105
e	0.030844077	0.03185777	0.0404788	0.11609993	0.5967327	0.18398678
e	0.04067058	0.04170309	0.050769124	0.12084048	0.6501569	0.09585984
v	0.040349767	0.04137552	0.048207384	0.117556974	0.6484478	0.104062505
o	0.07071552	0.061603367	0.021418942	0.13951887	0.5278717	0.17887156
t	0.022973638	0.023506856	0.02753031	0.06647237	0.42081124	0.43870562
i	0.030049242	0.019249266	0.021457536	0.08129014	0.49516055	0.35279322
m	0.025945615	0.026026586	0.027981048	0.044492133	0.32014802	0.5554066
m	0.03372212	0.024089303	0.02587392	0.056413114	0.3896809	0.47022063
è	0.038582124	0.00060051784	0.047930546	0.019261014	0.82213384	0.07149193
n	0.030063711	0.010221439	0.032528408	0.044314086	0.26052254	0.62234986
e	0.024822393	0.02387197	0.028252885	0.08054973	0.47981513	0.36268783
</S>	0.037174556	0.036815755	0.03823382	0.045470692	0.20778167	0.6345235
