 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.9998234	0.00017152455	4.7972703e-06	3.4002932e-07	5.1267623e-08	3.4433354e-09	3.2534129e-09	2.1829345e-09	1.9939181e-09	8.085564e-09	2.0006419e-09	1.9882178e-09	2.060636e-09	1.9876454e-09	1.9864137e-09	2.390389e-09	1.9789446e-09
ò	0.9981597	0.0018388666	1.2510726e-06	1.649166e-07	6.9014265e-09	2.069351e-10	4.5387455e-10	4.092867e-10	1.4465802e-11	6.411214e-10	2.1888482e-11	1.9995483e-11	4.677793e-11	2.2957315e-11	1.9347711e-11	1.0900222e-10	1.6916139e-11
t	0.96119356	0.03875511	4.894551e-05	1.6687345e-06	6.619934e-07	6.3432104e-08	2.3693534e-08	8.662302e-09	1.545456e-09	8.067502e-09	7.0109594e-09	5.393325e-10	6.3902483e-10	4.880946e-10	4.847167e-10	4.9016485e-10	4.1980672e-10
t	0.76502	0.23445708	0.0005221308	4.3220942e-07	3.8249294e-07	7.2805e-09	1.4747878e-09	4.305143e-10	1.6755478e-10	3.5825798e-10	1.215042e-10	9.774092e-11	2.5422375e-10	1.6235444e-10	5.6898573e-11	1.6318553e-10	4.1785373e-12
e	0.9997627	0.0002351925	1.9899555e-06	5.5155002e-08	1.1255649e-08	2.0686273e-09	9.381201e-11	3.2433323e-10	9.68028e-12	8.253155e-10	1.5949989e-10	7.756786e-11	6.612344e-11	7.8079515e-11	9.778881e-11	2.6164854e-10	7.328361e-11
o	0.31903225	0.6741465	0.0068199127	9.60162e-07	4.1152006e-07	4.8986895e-09	1.6910903e-08	8.918947e-10	3.9543183e-10	6.3525285e-10	4.0742038e-10	3.556323e-10	3.5687103e-10	3.559533e-10	3.544087e-10	3.5516662e-10	2.3932742e-10
G	0.08847289	0.8056628	0.10577401	5.239723e-05	3.7745063e-05	2.0672282e-08	8.425387e-08	1.0980238e-09	4.9404286e-10	6.810247e-10	4.2534604e-10	3.8339984e-10	3.8537792e-10	3.834313e-10	3.8199985e-10	3.8239492e-10	3.1128597e-10
i	0.54710543	0.20363264	0.02410138	0.18658914	0.038095586	0.0004725388	2.585828e-06	2.1041778e-07	2.744505e-08	5.010027e-07	1.861085e-08	2.8806774e-10	8.2087276e-10	2.727823e-10	2.309437e-10	1.3921977e-09	2.1480578e-11
u	0.0882167	0.557745	0.3534343	0.00021352989	0.00038800717	2.3022485e-06	9.352106e-08	7.0619013e-09	1.4191391e-09	7.4181634e-09	2.882822e-09	2.3250829e-10	3.1358147e-10	1.9240241e-10	1.8761448e-10	1.905032e-10	1.9598777e-10
v	0.05277347	0.2233965	0.71980035	0.00052058115	0.0034256768	6.834138e-05	1.4409122e-05	3.9997863e-07	2.6287747e-08	2.4552267e-07	3.1550893e-08	2.7098654e-10	5.939745e-10	2.0304435e-10	1.9465042e-10	2.1125356e-10	2.1467898e-10
à	0.13767207	0.14402021	0.055114746	0.557184	0.10053065	0.005441102	3.693506e-05	1.584883e-07	3.010907e-08	9.2016876e-08	1.4481525e-08	9.18195e-11	5.37639e-10	6.096697e-11	5.4808585e-11	4.4235268e-10	1.21845355e-11
n	0.047928628	0.1652579	0.75989735	0.013774063	0.013083418	5.4783897e-05	3.3662993e-06	9.801326e-08	3.099044e-07	6.288259e-08	3.3150513e-08	6.8752013e-09	1.4060044e-08	2.1766726e-09	1.6080297e-09	4.230586e-09	7.486213e-09
n	0.027531069	0.17258677	0.4010853	0.24058017	0.15639046	0.0018135859	1.26791565e-05	2.5123468e-08	3.7098702e-09	1.8917181e-09	3.4283656e-10	5.2383303e-11	6.363904e-11	5.595799e-11	4.24962e-11	5.0690067e-11	4.0475184e-12
i	0.18137217	0.41734996	0.12156125	0.19987457	0.07965555	0.0001313625	5.3781652e-05	1.3256978e-06	4.3953228e-09	9.9105364e-08	2.107355e-09	3.1536931e-10	3.1478697e-10	1.3252084e-10	2.7106263e-11	6.59467e-11	5.7529246e-12
ì	0.041093037	0.08224969	0.49823576	0.07913594	0.29505485	0.004225668	4.9351916e-06	1.1732705e-07	2.3697924e-08	5.0894432e-08	4.251227e-09	2.3780988e-10	3.993192e-10	1.7768687e-10	1.2763957e-10	1.2527374e-10	3.068345e-10
r	0.04647166	0.11274943	0.66854525	0.033721425	0.1331358	0.005284468	9.039982e-05	7.043629e-07	7.3342596e-07	1.3684355e-07	3.3149792e-08	2.5389195e-09	2.9889662e-09	1.7005914e-09	1.1768873e-09	1.5424342e-09	1.8565499e-09
t	0.02521689	0.040082216	0.19852155	0.3594514	0.35873416	0.017225211	0.0007622794	2.5393601e-06	2.6333823e-06	1.7363293e-07	9.210857e-07	1.8359352e-10	8.5413326e-10	1.2967925e-10	1.1502276e-10	1.1167947e-10	4.5196576e-11
e	0.15309897	0.0469526	0.11367094	0.66148835	0.023951711	8.465181e-05	0.0006999026	3.7633035e-05	1.5400971e-07	1.3527119e-05	1.4186368e-06	1.5903728e-08	8.0096314e-08	1.4337215e-08	1.8910682e-09	6.443778e-09	2.7395888e-10
