 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.9754152	0.0055919546	0.017009767	0.0019340279	4.8079724e-05	5.5945304e-07	3.5133834e-07
c	0.9896848	0.009438731	0.0008057014	5.3579024e-05	1.6182634e-05	5.343848e-07	5.225398e-07
h	0.04360429	0.94119	0.015121756	8.088718e-05	2.9686278e-06	9.390546e-08	1.4409489e-09
a	0.28647658	0.5649852	0.14086059	0.0068418975	0.0008356185	5.620629e-08	3.5014727e-10
n	0.04128824	0.9458328	0.012876094	2.9121695e-06	6.9025505e-09	4.0819242e-10	3.2150316e-10
a	0.19723918	0.7673084	0.03447287	0.0009548892	2.430207e-05	2.399316e-07	2.170573e-08
v	0.03467614	0.6702015	0.29273397	0.002379051	9.4525485e-06	1.4624785e-08	2.2167217e-09
o	0.0034660453	0.010535214	0.40854913	0.56355727	0.013880593	1.1729505e-05	1.4450098e-08
r	0.03202386	0.383045	0.5670323	0.017853795	4.4295193e-05	7.1190914e-07	6.2577456e-08
à	0.016590739	0.45514053	0.31374443	0.1430715	0.07065639	0.0007887124	7.660372e-06
s	0.03944776	0.2357237	0.53907573	0.1855076	0.00024139303	2.6903654e-06	1.0889462e-06
o	0.03233461	0.34098518	0.5626829	0.05649259	0.0071561025	0.00029394784	5.459002e-05
o	0.04474532	0.07558843	0.24762039	0.6234045	0.008606456	2.4667635e-05	1.0290378e-05
t	0.057947684	0.077746294	0.18426782	0.63450396	0.044705514	5.2688825e-05	0.00077595084
s	0.0040651164	0.0691511	0.41321877	0.38280746	0.10872839	0.021159971	0.0008691502
o	0.0019931004	0.00022645527	0.40903142	0.54432654	0.043171894	0.000318457	0.000932141
m	0.035987943	0.03980975	0.06269004	0.32337692	0.52153146	0.0156065235	0.0009973341
ì	0.009909945	0.02601025	0.104068674	0.38663253	0.09494607	0.08208927	0.2963433
k	0.045754008	0.047520775	0.059438482	0.2205168	0.60885715	0.01513481	0.0027779136
u	0.010679524	0.020380888	0.0568674	0.2888432	0.2570754	0.09195486	0.2741987
à	0.083633125	0.07020759	0.09011133	0.13410477	0.33990023	0.09754664	0.18449627
i	0.021971168	0.022713825	0.026936157	0.08543133	0.272102	0.4643197	0.10652578
m	0.034201056	0.034968004	0.03626052	0.05180212	0.1235316	0.62008667	0.09915009
è	0.0025568674	0.0155761745	0.054396063	0.0732151	0.103572376	0.6057614	0.14492205
r	0.025376445	0.025536437	0.02621156	0.033336405	0.066383	0.37661475	0.44654146
i	0.015418306	0.017276645	0.021420121	0.0335569	0.08941599	0.41082412	0.41208795
</S>	0.036771808	0.033705525	0.037719384	0.040035278	0.04973865	0.22681531	0.575214
