 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.9957963	0.004168671	3.2494696e-05	1.5727746e-06	7.1168375e-07	5.7455903e-08	1.5475888e-07	7.934108e-09	6.9038375e-09
c	0.9854197	0.014538608	3.764328e-05	1.6811651e-06	2.213387e-06	2.2189116e-08	2.755766e-08	1.0583689e-08	8.602214e-09
h	0.48063803	0.35690907	0.16216764	0.00025743028	2.6868685e-05	5.8151755e-07	3.2453275e-07	4.825202e-08	2.2303486e-09
r	0.07454187	0.8952201	0.029505963	0.0004787759	0.00025139074	1.7264342e-06	2.5317775e-07	9.937244e-10	2.4468778e-12
ò	0.32668898	0.6613886	0.011914267	1.779866e-06	6.409935e-06	2.1438796e-08	3.2554492e-08	2.9111373e-09	5.2516208e-12
n	0.7932697	0.09212769	0.11248587	0.0019951367	0.000113370945	7.3983706e-06	6.2333476e-07	3.8943675e-08	6.3361504e-08
o	0.19537899	0.560606	0.24225722	0.0017225443	3.3722197e-05	1.5598056e-06	1.2263386e-08	1.2141169e-09	4.5752128e-11
k	0.08254983	0.1596611	0.7519022	0.005500449	0.00038492083	1.4060649e-06	1.0341365e-08	6.115821e-10	1.3942681e-09
a	0.16599336	0.2879953	0.43488342	0.07305679	0.009235358	0.02873633	5.7675024e-05	4.1666943e-05	1.1211863e-07
m	0.09539282	0.13319677	0.6510348	0.06818988	0.049775183	0.0024095732	5.4619454e-07	2.790354e-07	1.5095657e-07
b	0.11657485	0.16972362	0.4627957	0.1482761	0.01832931	0.08205369	0.00085429085	0.0013876357	4.7572344e-06
è	0.13996594	0.65979207	0.15996994	0.0018045126	0.037408944	0.00025688967	0.000798316	3.2671026e-06	1.5003539e-07
n	0.034607977	0.040922347	0.15526985	0.20276734	0.55624896	0.010125613	5.4253753e-05	2.9231007e-06	6.957164e-07
n	0.124388345	0.14119262	0.38641688	0.1526563	0.11032092	0.08293297	0.0015489624	0.000536954	6.07899e-06
i	0.25833872	0.20741507	0.15743569	0.21029727	0.05195228	0.11205504	0.00213671	0.00032702854	4.2160867e-05
è	0.025990581	0.026737163	0.04131836	0.16743155	0.33388045	0.3981923	0.0022415754	0.0038129552	0.00039507748
n	0.022745442	0.023877466	0.043399166	0.20054103	0.29752272	0.4014072	0.0070672934	0.0022760413	0.001163691
a	0.19484256	0.19398643	0.18354471	0.041552097	0.16877843	0.2083951	0.006550594	0.0020624828	0.0002875992
f	0.06306324	0.062227514	0.06807223	0.1032441	0.18389812	0.36411586	0.017859522	0.12255901	0.01496042
à	0.12574954	0.13587496	0.12330133	0.07417824	0.01938536	0.2973961	0.16945481	0.05323352	0.0014261785
o	0.026203822	0.026396329	0.029270953	0.054262	0.11837471	0.23847416	0.13438195	0.3217267	0.0509093
p	0.030058704	0.030012365	0.031742796	0.044567686	0.07825799	0.15452951	0.049837563	0.5428023	0.038191088
o	0.047086477	0.049464785	0.050570868	0.052249696	0.06465566	0.13302806	0.3788368	0.109456465	0.11465113
d	0.026382748	0.026491465	0.02696331	0.030509552	0.03920853	0.0590823	0.1838112	0.484468	0.12308287
d	0.029901387	0.030692559	0.030768622	0.030608749	0.042024855	0.09914198	0.37488312	0.13966036	0.2223184
h	0.0036183975	0.03462321	0.0010182635	4.4322896e-05	0.001324364	0.00018157419	0.8638023	0.09494993	0.00043764617
à	0.0041623297	0.017688371	0.0005608213	7.550779e-05	0.0025640044	0.00081667025	0.6194474	0.34717005	0.007514821
g	0.015719578	0.015772846	0.01659571	0.023289528	0.04108224	0.081584565	0.22743464	0.38602608	0.1924948
l	0.059628066	0.05934306	0.04699066	0.006319718	0.019673213	0.018407257	0.1304957	0.6340839	0.025058433
i	0.026149796	0.056571994	0.00183603	5.2201274e-05	0.0036647643	0.00042108487	0.8864879	0.023848783	0.0009674152
c	0.025476651	0.026115535	0.023114536	0.01733046	0.027937707	0.026943425	0.06961697	0.38742644	0.3960383
è	0.07138058	0.07266337	0.051502068	0.005971338	0.015339851	0.013199464	0.10355871	0.58921844	0.0771662
a	0.023561658	0.02356504	0.023556478	0.021672064	0.024790484	0.027169626	0.053118728	0.34630895	0.45625696
</S>	0.021987349	0.021991372	0.022048967	0.02246467	0.02390976	0.026753036	0.017715355	0.34206477	0.5010647
