 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.99931	0.0006588471	2.7585502e-05	3.0222739e-06	3.8841253e-07	5.4807106e-08	1.6388672e-08	8.162291e-09	7.400773e-09	7.1440747e-09	7.177482e-09	7.3593327e-09	7.119535e-09	7.1106463e-09
p	0.7416901	0.25828037	1.5015342e-05	8.006578e-06	2.92946e-06	1.4403672e-06	1.9640509e-06	1.0500637e-07	2.048739e-08	1.2590272e-08	3.5040366e-09	7.739602e-09	4.1057544e-09	2.8483975e-09
à	0.6881036	0.26162142	0.049411643	0.00070975337	0.0001431203	9.517093e-06	8.6686714e-07	1.2474348e-07	4.6835877e-09	1.1430131e-09	7.8844625e-10	3.3397524e-10	2.0798432e-10	1.288835e-10
o	0.7927814	0.20453818	0.0026759994	3.792579e-06	2.6596743e-07	8.2279946e-08	6.523458e-08	6.714712e-08	4.5116742e-08	6.4009047e-09	3.4250076e-09	3.3079587e-08	3.0504104e-09	2.0247803e-09
v	0.09850858	0.70709	0.19438285	1.773214e-05	8.8732094e-07	7.967862e-09	6.9615798e-09	6.4121547e-10	2.4055305e-10	2.0386562e-10	8.100959e-11	1.8838671e-10	1.07859145e-10	3.056697e-11
r	0.25133443	0.73328304	0.013715875	0.0016388296	2.6420905e-05	1.2266449e-06	1.247382e-07	3.7163325e-08	1.5941502e-10	3.6162646e-11	3.2759583e-11	3.0734713e-11	5.8171896e-12	4.1512883e-12
ì	0.8087421	0.1903866	0.00076670595	0.00010252308	1.6760574e-06	1.6859978e-07	1.397548e-07	8.083922e-08	1.8877408e-08	1.18814e-08	5.3727187e-09	3.3933238e-09	6.611655e-10	6.461635e-11
s	0.36799607	0.37658146	0.252723	0.002406568	0.0002548809	3.3701566e-05	2.5235856e-06	1.6185191e-06	1.6943932e-07	9.412178e-09	3.2822713e-09	1.8235806e-08	8.5746715e-10	3.1833058e-10
k	0.12599726	0.60718256	0.2517816	0.0140232155	0.0010099788	4.2877127e-06	1.1113206e-06	4.652446e-09	4.637126e-10	8.171755e-11	3.6570056e-11	1.8373398e-11	1.06062e-11	6.982673e-12
o	0.59672785	0.3938369	0.007677014	0.0014836218	0.00025272346	5.382676e-06	1.4685915e-05	1.3638239e-06	2.1734782e-07	8.692855e-08	1.1769354e-07	8.533147e-08	4.3473976e-09	9.904289e-10
n	0.051241778	0.18821678	0.72059655	0.03959658	0.0003424735	5.555133e-06	1.3291131e-07	5.8755536e-08	7.953851e-09	1.1103247e-09	2.8869866e-09	2.709419e-10	1.7144637e-10	1.4564347e-10
t	0.048874862	0.24295916	0.5298213	0.17179348	0.00654274	4.657842e-06	3.7041082e-06	1.5837756e-07	7.494222e-10	1.7406932e-11	7.889107e-12	2.8469107e-11	5.7375263e-12	9.239463e-12
a	0.6358747	0.1424501	0.19056416	0.010423512	0.020081101	0.00024432936	0.0003251055	3.6424604e-05	2.1624106e-07	3.7183046e-08	1.5166087e-07	1.2690728e-07	5.9028706e-09	6.4906036e-10
n	0.04272076	0.079747654	0.5354599	0.33090818	0.011089128	6.739976e-05	6.491697e-06	2.2498628e-07	2.4795742e-07	5.5089555e-09	9.482832e-09	2.6377613e-09	1.6148803e-10	6.124302e-10
a	0.029522477	0.0834126	0.4519355	0.36478758	0.06968406	0.00051403145	0.00013429602	9.2092405e-06	1.6730928e-07	5.2365834e-10	3.6254336e-11	1.9327626e-09	1.0604662e-11	9.319896e-11
f	0.041284334	0.0735673	0.5018844	0.31737944	0.064771235	0.0010661666	4.6819816e-05	1.91109e-07	9.357383e-08	3.8483368e-09	2.2152482e-09	4.5168225e-09	1.5657453e-10	7.046032e-10
u	0.07679362	0.09742734	0.12057427	0.61427134	0.06818837	0.014964625	0.0071704146	0.0005784407	3.0833082e-05	1.6053193e-07	5.665228e-09	6.322731e-07	7.4713535e-10	3.2904224e-09
r	0.033491585	0.04049552	0.17512117	0.41137868	0.32675883	0.012009641	0.0007427908	8.209503e-07	8.3737837e-07	2.3852596e-08	1.0369195e-08	3.1409293e-09	3.3469139e-10	9.883014e-10
n	0.029366355	0.041035082	0.17272069	0.46544763	0.24119006	0.027765177	0.019077964	0.003338987	5.744655e-05	5.176359e-07	2.4415817e-08	1.860419e-07	2.214861e-09	8.464413e-09
o	0.10613134	0.060181398	0.18104032	0.20382105	0.39980277	0.031492848	0.017199373	0.0003304057	4.0105715e-07	2.2182586e-08	9.4508685e-09	3.9808548e-08	8.650974e-10	3.414406e-10
k	0.030080777	0.037185524	0.16834027	0.44832805	0.266032	0.030100435	0.019849716	5.117738e-05	3.0767616e-05	1.0888548e-06	7.482244e-08	2.1217671e-08	1.5387013e-09	1.1427424e-08
a	0.06155514	0.064173065	0.08773481	0.4210216	0.2731913	0.038371973	0.039084997	0.014523523	0.00027264992	5.061016e-05	5.350948e-06	1.4768369e-05	1.4278164e-07	1.9336943e-08
k	0.028996792	0.031260572	0.07289124	0.2240315	0.41069046	0.17614967	0.05567665	0.0002112733	8.953679e-05	2.1768763e-06	4.352899e-08	5.1515972e-08	1.078139e-09	8.05966e-09
à	0.05332964	0.053802803	0.056668196	0.32144326	0.31414706	0.07945342	0.06215527	0.05770948	0.00092410657	0.00015310898	0.000102115584	0.0001095639	1.6998979e-06	3.3147998e-07
n	0.06291059	0.06664595	0.13131073	0.39355758	0.24215838	0.04924514	0.050898295	0.002812295	0.00041023814	4.2550426e-05	1.3416484e-06	6.419842e-06	1.4420598e-07	3.2090423e-07
n	0.016863676	0.018776054	0.055260215	0.17651577	0.2991622	0.28146175	0.10302517	0.038335904	0.010568746	2.999069e-05	5.5201966e-08	4.456449e-07	2.4009245e-10	3.262871e-09
i	0.087691054	0.021382721	0.07782094	0.14946459	0.27087677	0.21329568	0.13932525	0.03825727	0.0018817767	2.2804966e-06	5.7112055e-07	1.0668053e-06	5.003507e-09	3.600667e-08
t	0.020439383	0.020970887	0.02992764	0.0681826	0.18296152	0.2991932	0.32108542	0.053590845	0.0034975775	0.0001490221	1.027381e-06	6.884209e-07	1.6180337e-08	6.2472e-08
o	0.027120503	0.020188011	0.021488288	0.033238668	0.18544787	0.2830302	0.18429244	0.23747681	0.006813426	0.000870774	1.8211953e-05	1.3873447e-05	8.159626e-07	1.1696514e-07
t	0.031663366	0.031702332	0.035890304	0.050563265	0.110364005	0.27856186	0.39981312	0.0510108	0.008820549	0.0016036233	3.866079e-06	1.970022e-06	2.2429938e-07	6.397744e-07
s	0.015440013	0.011940352	0.016159035	0.015832689	0.09369341	0.23193234	0.269981	0.2871741	0.0488701	0.005648732	0.0031429136	0.00016233824	1.650732e-05	6.457477e-06
