 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.9836255	0.012053028	0.0028469553	0.0011377429	0.00016037708	0.00017172965	3.967974e-06	5.184829e-07	7.380349e-08	6.702821e-08	6.2374994e-08
n	0.95877993	0.040999956	0.0002179019	1.4961745e-06	5.073727e-07	6.450834e-08	2.0180737e-07	5.2279418e-08	2.8129876e-09	4.36237e-09	2.2370104e-09
a	0.43611145	0.51756895	0.04410456	0.0021566092	5.1017e-05	1.5121389e-06	7.6856594e-07	5.1346246e-06	1.7800703e-08	1.3349051e-09	3.081067e-10
s	0.12087413	0.6962792	0.1810868	0.0017439447	1.5858926e-05	6.9275146e-09	8.383972e-09	1.5602902e-09	3.1234923e-10	2.9262573e-10	2.81504e-10
t	0.19810781	0.4634012	0.12577365	0.14945932	0.0043662046	0.058392715	0.0004631142	3.577248e-05	1.4612189e-07	1.3446879e-09	1.0226491e-09
a	0.37504703	0.6174806	0.0066263275	0.0007188137	5.656466e-05	6.7221925e-05	2.267269e-06	1.1685279e-06	4.0938115e-08	3.795084e-09	3.979845e-10
s	0.06990382	0.24470644	0.61521536	0.06983122	0.00033114996	1.1852462e-05	5.518018e-08	2.578441e-08	4.318354e-09	9.2279506e-10	1.2735969e-09
ù	0.09122984	0.32077986	0.47429392	0.1067018	0.00096038106	0.0049271467	0.0006166991	0.0004900412	3.6455444e-07	4.54682e-09	1.444771e-10
n	0.042276926	0.076804355	0.3964646	0.47271594	0.011545422	0.00019131169	1.3594178e-06	1.0575577e-07	1.3836846e-08	9.901878e-10	6.715072e-09
a	0.088470295	0.18489	0.52733064	0.19266161	0.0036892178	0.0028393592	4.1833366e-05	7.700566e-05	6.1131146e-08	1.6964823e-10	4.473608e-11
n	0.023049422	0.03536971	0.1909456	0.44022533	0.17173754	0.13838509	0.0002844701	2.813791e-06	9.9547846e-09	3.2445485e-10	1.140753e-09
k	0.07233353	0.08727073	0.29227433	0.44171074	0.020900885	0.06740653	0.015044698	0.0030517068	6.8054833e-06	7.908311e-08	8.9777865e-09
ò	0.39166045	0.31202865	0.07526859	0.020736335	0.011107085	0.18060651	0.006353685	0.0020796673	0.0001541201	4.83497e-06	1.1391187e-07
r	0.021887967	0.031262483	0.15868314	0.40679318	0.15660962	0.19444992	0.025623068	0.0046746316	1.5485839e-05	2.5421332e-07	3.0387943e-07
a	0.07187918	0.09201598	0.36746633	0.4342078	0.012389363	0.01964776	0.0006740628	0.0013212704	0.0003940958	3.8375874e-06	3.1878574e-07
a	0.03974584	0.04119113	0.051523384	0.17272763	0.5119244	0.056115657	0.12522048	0.0015464489	5.025207e-06	2.7359409e-08	3.7019255e-08
t	0.018716501	0.019461075	0.028957827	0.102687456	0.34569615	0.3083711	0.15995543	0.01613195	2.232661e-05	4.4640654e-08	1.4378799e-07
s	0.07054549	0.076573014	0.060006347	0.14486882	0.020944597	0.52468157	0.06462445	0.03290521	0.004556589	0.00011480082	0.0001791971
ù	0.025124226	0.14423081	0.009359286	0.0010135196	0.0025391523	0.79953665	0.0041401023	0.009246296	0.0046555526	2.4496621e-05	0.00013001928
n	0.04251864	0.04277242	0.048686683	0.087411284	0.15960339	0.13193178	0.3721738	0.11297043	0.0019089681	2.201814e-05	5.763009e-07
n	0.021114651	0.022174979	0.036117166	0.13757771	0.20535336	0.19867301	0.2978224	0.07863213	0.0022692715	0.00022737622	3.7946087e-05
i	0.14874616	0.055217862	0.010382335	0.07045133	0.009386344	0.43880597	0.2378731	0.024189545	0.0046811053	0.00010781861	0.0001584089
