 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.93925166	0.059978604	0.00034175962	0.0003710457	2.3005718e-05	2.0758362e-05	6.48765e-06	4.270962e-06	6.9448333e-07	3.0126225e-07	3.8568166e-07	2.424282e-07	6.367299e-07	2.2809712e-07
n	0.9335758	0.065353066	0.0010710687	4.6703537e-08	2.464663e-09	1.7885154e-09	1.6643538e-09	1.6748435e-09	1.6408647e-09	1.6315086e-09	1.6340499e-09	1.6310108e-09	1.6220357e-09	1.1807303e-09
ì	0.29128194	0.52328455	0.18230155	0.0027882846	0.00032521904	1.8380562e-05	3.4849702e-08	2.0167265e-08	1.2706253e-10	1.7827294e-10	1.4869515e-10	1.7670655e-10	5.639753e-11	1.5995788e-12
c	0.08199264	0.16045325	0.6447657	0.111631535	0.0011537846	2.9813516e-06	1.1014208e-07	5.5914793e-08	1.0704222e-08	8.708615e-09	3.0336151e-09	2.9718943e-09	4.4914955e-10	1.6121912e-10
h	0.12852484	0.2153122	0.61345536	0.04261183	8.61304e-05	8.084573e-06	1.6229706e-06	1.6596337e-08	2.8302312e-09	2.0081281e-10	5.0309484e-10	1.3520149e-10	4.7585182e-11	1.510463e-11
e	0.58025247	0.3685215	0.04887491	0.0023406653	9.308082e-06	1.0182367e-06	4.1776573e-08	6.5339023e-09	9.819101e-10	2.994581e-11	1.7268511e-11	8.878562e-12	3.5219497e-11	2.276284e-12
t	0.06869057	0.20747997	0.5464935	0.17666136	0.00067345763	1.207185e-06	1.650618e-08	7.967675e-09	1.5661507e-09	1.4332763e-10	1.3773643e-10	1.2802649e-10	8.774604e-11	7.524451e-11
o	0.20626898	0.3983347	0.18918316	0.18322611	0.015314	0.007519277	0.00011674737	3.693076e-05	1.08834676e-07	3.483779e-09	1.8025822e-09	2.667144e-10	1.3393885e-10	3.640783e-12
r	0.077086605	0.116290145	0.39218718	0.4095975	0.004765568	7.119797e-05	1.6696878e-06	1.597814e-07	9.760075e-09	1.0454644e-09	7.668062e-10	6.065173e-10	2.4555435e-10	1.9817709e-10
ì	0.06524978	0.12877606	0.37051222	0.33078828	0.0656798	0.034402583	0.0040332796	0.00055696635	1.0053293e-06	2.5452533e-08	1.2582602e-08	5.2549223e-09	1.1167545e-09	6.93563e-11
s	0.041766804	0.05590513	0.17799936	0.5264211	0.19674943	0.0011476523	7.810371e-06	2.4372334e-06	7.426435e-08	3.0892338e-08	3.4600678e-08	1.9263872e-08	5.3722475e-09	2.4394526e-09
o	0.03226901	0.0787954	0.26094615	0.4614963	0.14220992	0.02400412	0.00021521273	6.3173335e-05	7.7294476e-07	3.1527119e-09	1.403991e-08	4.4837858e-10	2.1765456e-10	2.5986505e-11
n	0.049379237	0.05565784	0.10705568	0.49774033	0.27615845	0.013593623	0.00037334475	4.1428822e-05	1.2659258e-07	1.0322086e-08	7.484004e-09	1.8774695e-09	7.288093e-10	4.481764e-10
t	0.03643588	0.04272395	0.089521736	0.44994977	0.3000359	0.071645945	0.008090453	0.0015592005	3.704777e-05	1.03194875e-08	5.789798e-08	2.113603e-09	3.3697132e-11	2.3134864e-11
a	0.44911435	0.06620387	0.03882133	0.3357214	0.057044663	0.050470103	0.00070853333	0.0018907075	2.193102e-05	5.789107e-07	2.4996127e-06	1.0350587e-08	3.413515e-09	8.505533e-11
t	0.030217433	0.031807315	0.04350072	0.2055888	0.4738739	0.1971931	0.015452053	0.0023562212	1.0154137e-05	2.1586327e-07	1.226052e-07	1.239936e-08	1.1156572e-09	1.9700794e-09
