 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.8745548	0.12491274	0.00019782814	0.00013454935	0.00018475078	6.8633553e-06	4.3881846e-06	1.9293368e-06	7.225739e-07	2.451062e-07	1.75594e-07	1.7113373e-07	1.7000644e-07	1.7573757e-07	2.4162233e-07	1.7456547e-07
n	0.9643293	0.035527486	0.00014311804	6.3444524e-08	2.833822e-09	2.1785471e-09	2.373014e-09	1.7888276e-09	1.7641067e-09	1.7593588e-09	1.7606981e-09	1.7629429e-09	1.7486165e-09	1.7481963e-09	1.7373001e-09	1.4750126e-09
ì	0.24596705	0.57753795	0.17413062	0.0021741195	0.00018976348	3.8473195e-07	3.5005346e-08	6.7265216e-09	1.4496457e-10	1.0269238e-10	1.2707274e-11	1.7381045e-11	4.578472e-12	1.0532209e-11	2.964538e-11	1.1686114e-12
c	0.07610997	0.15890248	0.60296464	0.158886	0.0031360025	6.96143e-07	1.0095834e-07	4.4963155e-08	1.9194141e-08	1.057836e-08	1.5997399e-09	8.928008e-10	5.849091e-10	4.9408977e-10	4.820306e-10	2.0926146e-10
h	0.16523923	0.1889575	0.57001626	0.072935365	0.0028502648	1.3121198e-06	5.8058863e-08	2.608072e-09	7.1812667e-10	1.238612e-10	1.2313874e-10	2.0693451e-10	3.3865317e-11	4.92839e-11	3.7807826e-11	1.6860398e-11
a	0.8005239	0.13382302	0.06285763	0.002790867	4.45275e-06	9.449334e-08	7.2579835e-09	3.8333137e-09	1.3016316e-10	4.747792e-11	1.9161495e-11	1.5388503e-11	2.7600923e-11	4.0473592e-12	4.161582e-11	2.6254465e-12
t	0.069650605	0.23369218	0.5294042	0.16546343	0.001789076	3.396572e-07	7.318213e-08	5.3229785e-09	3.8401798e-10	1.9707883e-10	1.07865744e-10	9.748409e-11	7.5780676e-10	8.9112426e-11	8.761665e-11	8.3671556e-11
o	0.16799904	0.23307137	0.32350412	0.25718978	0.016654676	0.0014936631	8.349747e-05	3.8253215e-06	2.125955e-08	1.1498976e-09	5.2609785e-11	3.4260164e-11	3.4378646e-11	7.257758e-12	3.0040602e-11	2.196806e-12
r	0.07101573	0.11876539	0.403762	0.38934425	0.01709078	2.1173588e-05	4.995594e-07	8.9927084e-08	3.4944614e-09	1.276281e-09	3.1323416e-10	2.526729e-10	1.6622365e-09	1.8785726e-10	1.8008363e-10	1.9002962e-10
ì	0.048438326	0.10769082	0.37124607	0.42317423	0.03158918	0.0147700785	0.0030694758	2.1539194e-05	1.6287626e-07	7.1706474e-08	9.795926e-10	2.5937913e-10	3.5097472e-10	2.6969307e-10	2.8585415e-10	6.36303e-11
s	0.045424808	0.06604966	0.21463215	0.5485024	0.12501286	0.00036492894	1.0938298e-05	2.1011367e-06	6.912436e-08	3.965936e-08	1.8605597e-08	1.9970031e-08	1.3421113e-08	8.827773e-09	6.152103e-09	3.4846244e-09
o	0.032025006	0.0904127	0.28834555	0.44051522	0.12902124	0.018063547	0.0016092106	7.3723913e-06	1.1009014e-07	4.8723297e-09	9.590582e-10	3.7144207e-10	1.1654173e-10	9.847493e-11	5.6164465e-11	3.6059385e-11
n	0.057910006	0.06764675	0.13839354	0.6034665	0.12881327	0.0036841263	7.797551e-05	7.744906e-06	5.0213934e-08	1.8784705e-08	1.9258315e-09	8.514668e-10	1.8954824e-09	3.8018405e-10	1.9733548e-10	5.291841e-10
t	0.043005243	0.052743647	0.12198174	0.57452124	0.16261716	0.03148848	0.013555638	8.644447e-05	3.9879995e-07	4.391678e-08	3.7550868e-10	3.9740294e-10	6.4252985e-11	4.3824337e-11	2.4119194e-11	1.0891608e-11
a	0.57810646	0.034006294	0.05212766	0.23753767	0.013480367	0.07259628	0.011574385	0.0005588697	1.1822777e-05	1.5810382e-07	1.9384766e-08	1.4588638e-08	4.2786215e-09	6.7673867e-10	5.080637e-10	5.238453e-11
o	0.039585747	0.042119272	0.06022886	0.26785544	0.5469575	0.035945743	0.007153447	0.00015084071	2.3589641e-06	8.2166537e-07	2.4207804e-08	1.0645264e-08	5.166422e-09	5.3480886e-10	3.2588177e-10	2.2150684e-09
c	0.041446693	0.04302599	0.053571388	0.17407905	0.6544451	0.025959164	0.006528016	0.00092595036	1.7445285e-05	1.1618566e-06	4.8477795e-09	8.420615e-09	7.1174e-09	4.6295856e-10	3.12808e-10	9.923684e-10
e	0.06124768	0.059768476	0.06319343	0.19881961	0.32750866	0.09937992	0.18532787	0.0045384704	0.00019112912	2.4361618e-05	2.8298427e-07	4.47779e-08	2.5783942e-08	5.828958e-09	2.4154128e-09	5.303458e-10
r	0.052394368	0.052206755	0.055849563	0.13232823	0.57289433	0.06541204	0.051151063	0.017567867	0.00019350788	2.1313717e-06	4.1539717e-08	3.5575965e-08	2.5261613e-08	3.4933396e-09	2.7765774e-09	6.6344805e-09
ò	0.04776063	0.042462658	0.040657002	0.19713908	0.07464754	0.18121165	0.39332277	0.01907772	0.003545723	0.00016779208	6.9526627e-06	3.7819015e-07	1.0722063e-07	7.329072e-09	1.5655242e-08	7.704278e-09
ì	0.02587612	0.026544865	0.03104603	0.083787516	0.35526288	0.37228048	0.09328991	0.01120128	0.0006014077	0.00010721527	1.6911706e-06	3.78836e-07	4.9912465e-08	2.6272817e-08	1.9969699e-08	1.7506218e-07
c	0.018055756	0.018864872	0.02433441	0.08842312	0.30914733	0.25733685	0.25096557	0.029515803	0.0033127437	4.1019666e-05	2.361408e-06	1.0599135e-07	3.819329e-08	5.1000106e-09	1.5031901e-09	2.5909033e-08
h	0.065220416	0.06536807	0.06773495	0.09683149	0.31080616	0.11711177	0.14535397	0.13131376	0.00022356378	3.0045318e-05	3.8040307e-06	1.3658721e-06	6.7476174e-07	1.0843047e-08	2.6678726e-09	1.1448238e-08
a	0.7556033	0.027776783	0.026187412	0.027511131	0.021389728	0.057358783	0.03329132	0.05056421	0.00021874552	9.593485e-05	1.2511201e-06	1.2294747e-06	1.2432231e-07	9.362056e-08	2.201101e-08	5.9334333e-09
t	0.027074916	0.027022004	0.027463334	0.038481686	0.1231197	0.16689126	0.2540156	0.22429113	0.10968653	0.0013284071	0.0005567601	6.6717774e-05	1.4880425e-06	1.1101552e-07	1.430874e-08	4.1937236e-07
o	0.056480207	0.015739318	0.0052771145	0.03713037	0.087246165	0.26690593	0.22047235	0.2958954	0.00875007	0.0058098994	0.00021938355	3.7951526e-05	3.318928e-05	2.2167594e-06	2.6072138e-07	2.0499552e-07
r	0.04974469	0.04882164	0.04729451	0.055956267	0.10259977	0.119201206	0.1882589	0.26515117	0.11052724	0.008471175	0.00378641	0.00017506962	7.1273116e-06	3.2114818e-07	1.0459687e-07	4.345261e-06
ì	0.023594243	0.019461565	0.014185126	0.03430162	0.10858897	0.1853717	0.26276773	0.27895778	0.05327806	0.018873964	0.00050885265	9.359875e-05	1.252716e-05	1.7321615e-06	7.4675e-08	2.454539e-06
s	0.038527314	0.038564134	0.038973495	0.04401697	0.08265923	0.11727076	0.17232896	0.19584514	0.26001582	0.010413867	0.0012240153	0.00015348	2.5827676e-06	1.4087374e-06	4.4507155e-07	2.398705e-06
o	0.014514668	0.013521521	0.012231663	0.024265248	0.09762336	0.15151845	0.1964442	0.29842848	0.11204023	0.07688898	0.0020474503	0.0004435711	4.2921733e-06	4.199016e-06	1.3012765e-07	2.3628781e-05
n	0.0341232	0.03402748	0.033812426	0.035618726	0.045609213	0.053170882	0.070959084	0.18884514	0.3695282	0.113990806	0.014852377	0.005107344	0.00021128841	9.309035e-06	1.1035565e-06	0.0001334408
t	0.02195961	0.021536417	0.020721423	0.023908693	0.039013896	0.04416485	0.07835399	0.24077754	0.31326258	0.15147972	0.038500577	0.0061869547	0.00011073848	6.8825934e-06	1.1969219e-07	1.6043232e-05
a	0.38078624	0.013846138	0.011159808	0.013182293	0.0047318162	0.015739484	0.013236736	0.24512848	0.16501883	0.11506573	0.015500787	0.005812851	7.908484e-05	0.0001825288	0.0003359968	0.00019318075
t	0.023550035	0.0233926	0.023045119	0.024444338	0.030815784	0.036373753	0.047990587	0.1372708	0.35481083	0.22203155	0.035431746	0.038847245	0.0015641056	0.00011325557	3.1045597e-06	0.00031514186
a	0.027484769	0.010443955	0.0036242462	0.0150125045	0.019010914	0.041070644	0.04011778	0.21835263	0.3418614	0.24080569	0.020130424	0.019455153	0.0003244013	0.0014877323	0.00034205476	0.00047573505
s	0.03163593	0.030992901	0.02968503	0.03181009	0.035421047	0.03871711	0.044632126	0.09618835	0.30847955	0.2571284	0.04293101	0.045568917	0.0049475837	0.0008014283	1.1483193e-05	0.0010491024
ì	0.02353148	0.014534243	0.007008768	0.01783443	0.02109834	0.032665487	0.036216203	0.14112435	0.31999767	0.27411392	0.03933085	0.055419963	0.0010320065	0.008550097	0.002275851	0.005266333
