 	voglio	un	forno	che	vende	rustici	</S>
t	0.9927268	0.007256633	1.4303643e-05	2.1283554e-06	6.732981e-08	4.028981e-09	2.0267996e-09
è	0.9900787	0.009897921	2.3211021e-05	1.495993e-07	4.2699803e-08	1.3085384e-10	3.5977276e-12
l	0.57201403	0.42797834	7.5832636e-06	5.137732e-08	1.9533315e-08	1.3215156e-09	1.5578962e-08
o	0.91900253	0.08056751	0.00042895135	1.0073668e-06	9.022802e-08	6.072134e-10	1.0245398e-10
è	0.23716342	0.76212996	0.0007065202	5.082462e-08	2.8656175e-09	3.4429462e-10	7.602579e-10
n	0.11939356	0.43154132	0.4490094	5.5441236e-05	3.1454482e-07	3.6428172e-09	4.502788e-08
a	0.3387399	0.43487164	0.21551996	0.010849915	1.838367e-05	5.4459534e-08	8.011998e-08
f	0.17217375	0.273452	0.4576198	0.09655788	0.00019610679	3.5575635e-08	5.5086196e-07
ù	0.12649858	0.07131063	0.6807424	0.104299374	0.017005296	0.000121159304	2.2551581e-05
r	0.07444887	0.13436915	0.64058185	0.14423783	0.0063423286	1.7372933e-05	2.550123e-06
n	0.04029297	0.1476823	0.5490212	0.25486937	0.008106237	8.078754e-06	1.9907811e-05
o	0.4246989	0.05909033	0.45820528	0.053414557	0.0045896755	8.3439596e-07	3.4132395e-07
k	0.056135997	0.06727709	0.18115947	0.65397996	0.041181736	0.00024242183	2.3252594e-05
a	0.109513015	0.08664157	0.38404214	0.34717295	0.04957348	0.022194361	0.00086249056
p	0.091587946	0.09655079	0.14768429	0.58637184	0.07272627	0.0042433552	0.0008354937
u	0.065503	0.036317933	0.13251182	0.35252032	0.25774336	0.12944536	0.025958182
l	0.06772033	0.06983717	0.09325439	0.36884573	0.37336445	0.013824632	0.013153289
ì	0.036590394	0.022703866	0.0573793	0.25081274	0.3279411	0.26282063	0.041751917
r	0.04817936	0.049670823	0.063567676	0.21510148	0.35446224	0.2334402	0.035578225
ù	0.020839043	0.0230104	0.050107334	0.2802321	0.18831098	0.24153021	0.19596995
s	0.029690182	0.030239481	0.035249356	0.09434988	0.24471301	0.40707558	0.1586826
t	0.027951298	0.026487757	0.033175826	0.13078676	0.16589628	0.40662315	0.20907895
i	0.07287375	0.010814457	0.03356553	0.4956433	0.34461164	0.038819533	0.0036717886
k	0.041778017	0.041698277	0.042640116	0.052884456	0.082787216	0.10988598	0.62832594
u	0.030503334	0.02420635	0.02618489	0.05683022	0.12967008	0.6203701	0.11223499
</S>	0.035436884	0.03528505	0.035596807	0.039179645	0.049252797	0.21833889	0.58690995
