 	tutto	il	cibo	vuole	girato	</S>
ò	0.9944998	0.0050224937	0.00041483078	4.3460524e-05	1.889315e-05	4.825699e-07
l	0.70796096	0.2916161	0.0004200939	2.6835783e-06	4.8856514e-08	1.0526702e-07
o	0.32975304	0.634297	0.031096166	0.0046570175	0.00019196683	4.740719e-06
o	0.17546912	0.8215291	0.0029959972	5.714529e-06	9.10664e-08	1.6873534e-08
m	0.05059677	0.22487967	0.7173615	0.007143242	9.616266e-06	9.271972e-06
a	0.26092073	0.39215484	0.15689552	0.13249943	0.056500092	0.0010294146
r	0.13535003	0.5088197	0.3377245	0.01764032	0.0002805567	0.00018487328
ì	0.08306049	0.3736193	0.43373212	0.06979479	0.03529006	0.0045033284
o	0.04050067	0.09377184	0.5867473	0.26899222	0.009612473	0.0003755551
t	0.024713267	0.051406063	0.36901683	0.5346958	0.018525487	0.0016425977
è	0.087531224	0.124531165	0.4776988	0.2249387	0.045690425	0.039609704
l	0.043360006	0.049683224	0.17281926	0.45653695	0.2576379	0.01996259
i	0.053459458	0.07063589	0.3535228	0.48466164	0.021753775	0.015966458
v	0.048638944	0.04966687	0.066753775	0.15683913	0.6147815	0.063319735
o	0.07273706	0.07926145	0.05352405	0.31448168	0.32003024	0.15996553
t	0.028722057	0.029128507	0.035639137	0.07031009	0.46343523	0.37276497
i	0.036369715	0.03849493	0.020984141	0.15857989	0.53919345	0.20637792
m	0.02533733	0.025552494	0.029040609	0.046570413	0.41746968	0.45602942
m	0.036534853	0.03739526	0.021066593	0.087611675	0.6075631	0.20982854
è	0.1343897	0.113764614	0.003618449	0.030681692	0.6931143	0.024431253
n	0.021846812	0.022044143	0.025351174	0.041721396	0.37298387	0.5160526
o	0.023307383	0.023981899	0.036681533	0.113552436	0.47915736	0.3233194
</S>	0.024541872	0.024679622	0.026778312	0.036754627	0.34647468	0.5407709
