 	non	sono	ancora	vestita	</S>
e	0.99706453	0.0022504847	0.0005528154	0.00012860772	3.5152204e-06
n	0.98073065	0.019129986	0.00012716324	5.459121e-06	6.7187857e-06
ì	0.50964093	0.48434037	0.0059430716	7.488979e-05	7.5419155e-07
m	0.2120106	0.77650195	0.01137995	7.656475e-05	3.0989875e-05
e	0.276801	0.6374001	0.0814403	0.0019660378	0.0023926403
a	0.14250977	0.5370234	0.31860244	0.00025574304	0.0016086161
n	0.07411743	0.1571781	0.6080427	0.12628844	0.034373313
k	0.121437855	0.17064731	0.25761405	0.16320169	0.2870991
ò	0.59126663	0.26377532	0.029126145	0.012872805	0.102959156
r	0.0222779	0.09373336	0.29549733	0.2430057	0.34548563
a	0.07945087	0.2820283	0.503845	0.038396314	0.09627958
e	0.083168745	0.10476107	0.28755766	0.081320785	0.44319174
n	0.026082885	0.03019101	0.07817293	0.4009783	0.4645748
d	0.042875405	0.043088157	0.054548644	0.42785013	0.43163764
i	0.13589978	0.09085467	0.005304147	0.51411885	0.25382257
m	0.017906398	0.02346619	0.08966143	0.40835452	0.46061152
è	0.074706465	0.028655317	0.00912034	0.65733933	0.23017849
n	0.027130302	0.02811355	0.03773659	0.29785255	0.609167
i	0.08670769	0.075003415	0.052000545	0.43815637	0.34813198
</S>	0.053129062	0.053566515	0.055826724	0.16240723	0.67507046
