 	avete	cucinato	le	verdure	</S>
i	0.99546766	0.004295137	0.00022107645	1.6124852e-05	5.8439447e-08
m	0.94210905	0.057615913	2.6059153e-05	0.00024845565	5.1528184e-07
a	0.14334267	0.8422629	0.014392197	2.099358e-06	1.4162721e-08
r	0.66461915	0.33436695	0.0010105948	2.4266984e-07	3.0662845e-06
è	0.28451875	0.67515105	0.0391949	6.0495153e-05	0.0010747927
t	0.3288989	0.6218239	0.049171723	9.950742e-05	5.912192e-06
s	0.26234895	0.67681044	0.056592546	0.0041456777	0.000102362996
a	0.052219596	0.88690364	0.017146703	0.04372969	3.572287e-07
t	0.08978099	0.22449687	0.68475604	0.0008132043	0.00015285624
o	0.11658231	0.12755291	0.69685346	0.055517334	0.0034939465
l	0.0799976	0.12488135	0.79120135	0.0028782687	0.0010414984
a	0.049817372	0.076531924	0.36627683	0.46480823	0.04256563
l	0.07289628	0.09724796	0.7032479	0.04139573	0.08521217
à	0.041142307	0.056972716	0.31159073	0.5411231	0.04917114
c	0.031146552	0.037321083	0.2223655	0.027220694	0.6819462
h	0.06656252	0.04040234	0.33162376	0.27446008	0.28695136
a	0.1093319	0.13858224	0.49985752	0.22640225	0.025826085
n	0.045827027	0.048153188	0.115062445	0.21080296	0.58015436
a	0.06110901	0.040774263	0.1328686	0.21033578	0.5549123
</S>	0.03767588	0.038032264	0.04683033	0.046004996	0.83145654
