 	io	voglio	che	Maria	venga	qui	</S>
e	0.9874746	0.012508118	1.6709846e-05	2.1365473e-07	1.5610888e-07	1.4069987e-07	6.749086e-09
v	0.84336156	0.15662874	9.021053e-06	3.4457676e-07	1.5181627e-07	9.153506e-08	4.3269612e-08
ò	0.884612	0.09334902	0.021966815	4.36445e-05	2.7023507e-05	1.4916335e-06	6.0742087e-09
t	0.26355788	0.7360701	0.0003700552	1.0541061e-06	8.274579e-07	5.1583957e-08	4.7434884e-08
è	0.24729	0.74445033	0.0082525	4.247115e-06	2.1414346e-06	7.5370485e-07	3.1528196e-09
l	0.15777257	0.8333957	0.008813988	1.2261991e-05	4.9573455e-06	3.7907074e-07	1.0345394e-07
o	0.15496111	0.7536589	0.09137439	2.4827857e-06	2.7342674e-06	3.3593835e-07	4.4887716e-09
n	0.102401845	0.26624155	0.628136	0.0026968683	0.0005228045	7.1362336e-07	1.3386175e-07
a	0.09720431	0.2529797	0.6220749	0.021001065	0.00669717	4.213695e-05	7.533928e-07
r	0.037942544	0.109102175	0.5104682	0.3095135	0.032836333	0.0001217379	1.5538333e-05
t	0.2089667	0.20967801	0.46558225	0.0034569383	0.011825198	0.095796086	0.0046948898
i	0.92262924	0.06027153	0.01627941	4.2782394e-05	2.0850732e-05	0.00036646493	0.00038964386
e	0.11862829	0.16527936	0.57351667	0.07466432	0.06149033	0.0026010752	0.003819991
M	0.025994487	0.03183546	0.07749812	0.41773102	0.43367946	0.012371417	0.0008900799
a	0.22989456	0.13522871	0.11176437	2.3552968e-05	0.0014564752	0.5120131	0.009619195
r	0.025333142	0.028699992	0.05912752	0.22311565	0.2639146	0.13158952	0.26821956
ì	0.02682734	0.033341493	0.09426969	0.0006134697	0.008190305	0.6424162	0.19434154
a	0.0257818	0.028555661	0.052493535	0.29664382	0.3613394	0.17555034	0.059635475
e	0.02339611	0.025353337	0.041415274	0.13414194	0.3623798	0.18589751	0.227416
t	0.027021313	0.027252864	0.028971508	0.048733603	0.09750978	0.38722065	0.38329032
t	0.021286685	0.012544805	0.0124095185	0.00013801457	0.0007839568	0.8849889	0.06784815
ù	0.090902135	0.011872135	0.0066797924	9.5667456e-05	0.00031941943	0.868533	0.021597836
</S>	0.02094082	0.021064164	0.022044156	0.03525287	0.06351746	0.3379976	0.4991829
